"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H0","CRI"," Total","Costa Rica","OMN","Oman","2010","Export","6","186.965"
"H0","CRI"," Total","Costa Rica","OMN","Oman","2010","Import","5","253.701"
"H0","CRI"," Total","Costa Rica","PAK","Pakistan","2010","Export","6","85.122"
"H0","CRI"," Total","Costa Rica","PAK","Pakistan","2010","Import","5","2317.692"
"H0","CRI"," Total","Costa Rica","PAN","Panama","2010","Export","6","430186.029"
"H0","CRI"," Total","Costa Rica","PAN","Panama","2010","Import","5","235571.762"
"H0","CRI"," Total","Costa Rica","PER","Peru","2010","Export","6","12414.429"
"H0","CRI"," Total","Costa Rica","PER","Peru","2010","Import","5","35372.851"
"H0","CRI"," Total","Costa Rica","PHL","Philippines","2010","Export","6","4477.849"
"H0","CRI"," Total","Costa Rica","PHL","Philippines","2010","Import","5","4957.313"
"H0","CRI"," Total","Costa Rica","PLW","Palau","2010","Import","5","3.020"
"H0","CRI"," Total","Costa Rica","PNG","Papua New Guinea","2010","Export","6","77.322"
"H0","CRI"," Total","Costa Rica","POL","Poland","2010","Export","6","837.736"
"H0","CRI"," Total","Costa Rica","POL","Poland","2010","Import","5","3410.558"
"H0","CRI"," Total","Costa Rica","PRK","Korea, Dem. Rep.","2010","Export","6","39.342"
"H0","CRI"," Total","Costa Rica","PRK","Korea, Dem. Rep.","2010","Import","5","1720.194"
"H0","CRI"," Total","Costa Rica","PRT","Portugal","2010","Export","6","31690.088"
"H0","CRI"," Total","Costa Rica","PRT","Portugal","2010","Import","5","13133.836"
"H0","CRI"," Total","Costa Rica","PRY","Paraguay","2010","Export","6","188.386"
"H0","CRI"," Total","Costa Rica","PRY","Paraguay","2010","Import","5","579.851"
"H0","CRI"," Total","Costa Rica","PYF","French Polynesia","2010","Export","6","143.050"
"H0","CRI"," Total","Costa Rica","PYF","French Polynesia","2010","Import","5","3.472"
"H0","CRI"," Total","Costa Rica","QAT","Qatar","2010","Export","6","80.115"
"H0","CRI"," Total","Costa Rica","QAT","Qatar","2010","Import","5","225.495"
"H0","CRI"," Total","Costa Rica","ROM","Romania","2010","Export","6","916.248"
"H0","CRI"," Total","Costa Rica","ROM","Romania","2010","Import","5","1092.598"
"H0","CRI"," Total","Costa Rica","RUS","Russian Federation","2010","Export","6","26996.510"
"H0","CRI"," Total","Costa Rica","RUS","Russian Federation","2010","Import","5","21296.415"
"H0","CRI"," Total","Costa Rica","RWA","Rwanda","2010","Export","6",".150"
"H0","CRI"," Total","Costa Rica","RWA","Rwanda","2010","Import","5",".065"
"H0","CRI"," Total","Costa Rica","SAU","Saudi Arabia","2010","Export","6","11229.083"
"H0","CRI"," Total","Costa Rica","SAU","Saudi Arabia","2010","Import","5","11484.063"
"H0","CRI"," Total","Costa Rica","SEN","Senegal","2010","Export","6","104.000"
"H0","CRI"," Total","Costa Rica","SEN","Senegal","2010","Import","5","3.785"
"H0","CRI"," Total","Costa Rica","SER","Serbia, FR(Serbia/Montenegro)","2010","Import","5","4.536"
"H0","CRI"," Total","Costa Rica","SGP","Singapore","2010","Export","6","41787.633"
"H0","CRI"," Total","Costa Rica","SGP","Singapore","2010","Import","5","31644.967"
"H0","CRI"," Total","Costa Rica","SHN","Saint Helena","2010","Export","6","51.396"
"H0","CRI"," Total","Costa Rica","SLB","Solomon Islands","2010","Import","5","1.154"
"H0","CRI"," Total","Costa Rica","SLE","Sierra Leone","2010","Export","6","20.164"
"H0","CRI"," Total","Costa Rica","SLE","Sierra Leone","2010","Import","5",".528"
"H0","CRI"," Total","Costa Rica","SLV","El Salvador","2010","Export","6","269222.229"
"H0","CRI"," Total","Costa Rica","SLV","El Salvador","2010","Import","5","153404.670"
"H0","CRI"," Total","Costa Rica","SMR","San Marino","2010","Import","5","2.223"
"H0","CRI"," Total","Costa Rica","STP","Sao Tome and Principe","2010","Import","5",".963"
"H0","CRI"," Total","Costa Rica","SUR","Suriname","2010","Export","6","5325.598"
"H0","CRI"," Total","Costa Rica","SUR","Suriname","2010","Import","5","47.094"
"H0","CRI"," Total","Costa Rica","SVK","Slovak Republic","2010","Export","6","134.642"
"H0","CRI"," Total","Costa Rica","SVK","Slovak Republic","2010","Import","5","2492.449"
"H0","CRI"," Total","Costa Rica","SVN","Slovenia","2010","Export","6","85.736"
"H0","CRI"," Total","Costa Rica","SVN","Slovenia","2010","Import","5","1294.917"
"H0","CRI"," Total","Costa Rica","SWE","Sweden","2010","Export","6","29059.002"
"H0","CRI"," Total","Costa Rica","SWE","Sweden","2010","Import","5","38064.104"
"H0","CRI"," Total","Costa Rica","SWZ","Swaziland","2010","Import","5","150.601"
"H0","CRI"," Total","Costa Rica","SYR","Syrian Arab Republic","2010","Export","6","382.308"
"H0","CRI"," Total","Costa Rica","SYR","Syrian Arab Republic","2010","Import","5","7.445"
"H0","CRI"," Total","Costa Rica","TCA","Turks and Caicos Isl.","2010","Export","6",".040"
"H0","CRI"," Total","Costa Rica","TCA","Turks and Caicos Isl.","2010","Import","5","11.353"
"H0","CRI"," Total","Costa Rica","TCD","Chad","2010","Import","5","1.105"
"H0","CRI"," Total","Costa Rica","TGO","Togo","2010","Export","6","73.004"
"H0","CRI"," Total","Costa Rica","THA","Thailand","2010","Export","6","4267.641"
"H0","CRI"," Total","Costa Rica","THA","Thailand","2010","Import","5","83364.172"
"H0","CRI"," Total","Costa Rica","TJK","Tajikistan","2010","Import","5",".028"
"H0","CRI"," Total","Costa Rica","TKM","Turkmenistan","2010","Import","5",".139"
"H0","CRI"," Total","Costa Rica","TMP","East Timor","2010","Import","5",".026"
"H0","CRI"," Total","Costa Rica","TTO","Trinidad and Tobago","2010","Export","6","46908.559"
"H0","CRI"," Total","Costa Rica","TTO","Trinidad and Tobago","2010","Import","5","163164.166"
"H0","CRI"," Total","Costa Rica","TUN","Tunisia","2010","Export","6","1590.647"
"H0","CRI"," Total","Costa Rica","TUN","Tunisia","2010","Import","5","351.819"
"H0","CRI"," Total","Costa Rica","TUR","Turkey","2010","Export","6","19970.164"
"H0","CRI"," Total","Costa Rica","TUR","Turkey","2010","Import","5","12514.898"
"H0","CRI"," Total","Costa Rica","TZA","Tanzania","2010","Export","6","235.968"
"H0","CRI"," Total","Costa Rica","TZA","Tanzania","2010","Import","5","2.326"
"H0","CRI"," Total","Costa Rica","UGA","Uganda","2010","Export","6","3.578"
"H0","CRI"," Total","Costa Rica","UGA","Uganda","2010","Import","5","10.053"
"H0","CRI"," Total","Costa Rica","UKR","Ukraine","2010","Export","6","51.848"
"H0","CRI"," Total","Costa Rica","UKR","Ukraine","2010","Import","5","811.598"
"H0","CRI"," Total","Costa Rica","UNS","Unspecified","2010","Export","6","1972.866"
"H0","CRI"," Total","Costa Rica","UNS","Unspecified","2010","Import","5","312845.400"
"H0","CRI"," Total","Costa Rica","URY","Uruguay","2010","Export","6","876.702"
"H0","CRI"," Total","Costa Rica","URY","Uruguay","2010","Import","5","17891.130"
"H0","CRI"," Total","Costa Rica","USA","United States","2010","Export","6","3384678.655"
"H0","CRI"," Total","Costa Rica","USA","United States","2010","Import","5","6511661.094"
"H0","CRI"," Total","Costa Rica","UZB","Uzbekistan","2010","Export","6","2.779"
"H0","CRI"," Total","Costa Rica","VAT","Holy See","2010","Import","5",".119"
"H0","CRI"," Total","Costa Rica","VCT","St. Vincent and the Grenadines","2010","Export","6","352.196"
"H0","CRI"," Total","Costa Rica","VCT","St. Vincent and the Grenadines","2010","Import","5","1.245"
"H0","CRI"," Total","Costa Rica","VEN","Venezuela","2010","Export","6","26700.536"
"H0","CRI"," Total","Costa Rica","VEN","Venezuela","2010","Import","5","47023.569"
"H0","CRI"," Total","Costa Rica","VGB","British Virgin Islands","2010","Export","6","52.604"
"H0","CRI"," Total","Costa Rica","VGB","British Virgin Islands","2010","Import","5","827.942"
"H0","CRI"," Total","Costa Rica","VNM","Vietnam","2010","Export","6","15695.361"
"H0","CRI"," Total","Costa Rica","VNM","Vietnam","2010","Import","5","15000.947"
"H0","CRI"," Total","Costa Rica","WLD"," World","2010","Export","6","9044840.676"
"H0","CRI"," Total","Costa Rica","WLD"," World","2010","Import","5","13920243.832"
"H0","CRI"," Total","Costa Rica","WSM","Samoa","2010","Export","6",".004"
"H0","CRI"," Total","Costa Rica","WSM","Samoa","2010","Import","5","8.080"
"H0","CRI"," Total","Costa Rica","YEM","Yemen","2010","Export","6","857.663"
"H0","CRI"," Total","Costa Rica","ZAF","South Africa","2010","Export","6","1620.216"
"H0","CRI"," Total","Costa Rica","ZAF","South Africa","2010","Import","5","1342.266"
"H0","CRI"," Total","Costa Rica","ZAR","Congo, Dem. Rep.","2010","Export","6","50.574"
"H0","CRI"," Total","Costa Rica","ZAR","Congo, Dem. Rep.","2010","Import","5","193.959"
"H0","CRI"," Total","Costa Rica","ZMB","Zambia","2010","Export","6","25.940"
"H0","CRI"," Total","Costa Rica","ZMB","Zambia","2010","Import","5","5.047"
"H0","CRI"," Total","Costa Rica","ZWE","Zimbabwe","2010","Import","5","2.480"
"H0","CYP"," Total","Cyprus","ABW","Aruba","2010","Export","6","25.022"
"H0","CYP"," Total","Cyprus","AFG","Afghanistan","2010","Export","6","71.282"
"H0","CYP"," Total","Cyprus","AFG","Afghanistan","2010","Import","5",".097"
"H0","CYP"," Total","Cyprus","AGO","Angola","2010","Export","6","48.311"
"H0","CYP"," Total","Cyprus","AGO","Angola","2010","Import","5","4.311"
"H0","CYP"," Total","Cyprus","ALB","Albania","2010","Export","6","3455.547"
"H0","CYP"," Total","Cyprus","ALB","Albania","2010","Import","5","7.118"
"H0","CYP"," Total","Cyprus","AND","Andorra","2010","Import","5","1.552"
"H0","CYP"," Total","Cyprus","ANT","Netherlands Antilles","2010","Export","6","313.724"
"H0","CYP"," Total","Cyprus","ARE","United Arab Emirates","2010","Export","6","14450.389"
"H0","CYP"," Total","Cyprus","ARE","United Arab Emirates","2010","Import","5","39084.822"
"H0","CYP"," Total","Cyprus","ARG","Argentina","2010","Export","6","13.788"
"H0","CYP"," Total","Cyprus","ARG","Argentina","2010","Import","5","53274.913"
"H0","CYP"," Total","Cyprus","ARM","Armenia","2010","Export","6","988.218"
"H0","CYP"," Total","Cyprus","ARM","Armenia","2010","Import","5","80.659"
"H0","CYP"," Total","Cyprus","ATA","Antarctica","2010","Import","5",".536"
"H0","CYP"," Total","Cyprus","ATG","Antigua and Barbuda","2010","Export","6","97.669"
"H0","CYP"," Total","Cyprus","AUS","Australia","2010","Export","6","7428.512"
"H0","CYP"," Total","Cyprus","AUS","Australia","2010","Import","5","9061.626"
"H0","CYP"," Total","Cyprus","AUT","Austria","2010","Export","6","8857.415"
"H0","CYP"," Total","Cyprus","AUT","Austria","2010","Import","5","38944.581"
"H0","CYP"," Total","Cyprus","AZE","Azerbaijan","2010","Export","6","187.008"
"H0","CYP"," Total","Cyprus","AZE","Azerbaijan","2010","Import","5","1441.607"
"H0","CYP"," Total","Cyprus","BDI","Burundi","2010","Export","6","16.704"
"H0","CYP"," Total","Cyprus","BEL","Belgium","2010","Export","6","9984.813"
"H0","CYP"," Total","Cyprus","BEL","Belgium","2010","Import","5","177418.299"
"H0","CYP"," Total","Cyprus","BEN","Benin","2010","Export","6","11.140"
"H0","CYP"," Total","Cyprus","BFA","Burkina Faso","2010","Export","6","42.850"
"H0","CYP"," Total","Cyprus","BGD","Bangladesh","2010","Export","6","812.450"
"H0","CYP"," Total","Cyprus","BGD","Bangladesh","2010","Import","5","3120.336"
"H0","CYP"," Total","Cyprus","BGR","Bulgaria","2010","Export","6","7749.379"
"H0","CYP"," Total","Cyprus","BGR","Bulgaria","2010","Import","5","42207.591"
"H0","CYP"," Total","Cyprus","BHR","Bahrain","2010","Export","6","2630.788"
"H0","CYP"," Total","Cyprus","BHR","Bahrain","2010","Import","5","7220.883"
"H0","CYP"," Total","Cyprus","BHS","Bahamas, The","2010","Export","6","90.233"
"H0","CYP"," Total","Cyprus","BIH","Bosnia and Herzegovina","2010","Export","6","2031.965"
"H0","CYP"," Total","Cyprus","BIH","Bosnia and Herzegovina","2010","Import","5","11.695"
"H0","CYP"," Total","Cyprus","BLR","Belarus","2010","Export","6","1766.059"
"H0","CYP"," Total","Cyprus","BLR","Belarus","2010","Import","5","42609.490"
"H0","CYP"," Total","Cyprus","BOL","Bolivia","2010","Export","6",".000"
"H0","CYP"," Total","Cyprus","BRA","Brazil","2010","Export","6","561.861"
"H0","CYP"," Total","Cyprus","BRA","Brazil","2010","Import","5","19790.757"
"H0","CYP"," Total","Cyprus","BRB","Barbados","2010","Export","6","389.592"
"H0","CYP"," Total","Cyprus","BRN","Brunei","2010","Export","6","97.035"
"H0","CYP"," Total","Cyprus","BUN","Bunkers","2010","Export","6","664.114"
"H0","CYP"," Total","Cyprus","BWA","Botswana","2010","Export","6","2478.265"
"H0","CYP"," Total","Cyprus","BWA","Botswana","2010","Import","5","80.697"
"H0","CYP"," Total","Cyprus","CAF","Central African Republic","2010","Import","5",".596"
"H0","CYP"," Total","Cyprus","CAN","Canada","2010","Export","6","2605.274"
"H0","CYP"," Total","Cyprus","CAN","Canada","2010","Import","5","11057.480"
"H0","CYP"," Total","Cyprus","CCK","Cocos (Keeling) Islands","2010","Import","5","1.773"
"H0","CYP"," Total","Cyprus","CHE","Switzerland","2010","Export","6","1718.319"
"H0","CYP"," Total","Cyprus","CHE","Switzerland","2010","Import","5","103895.856"
"H0","CYP"," Total","Cyprus","CHL","Chile","2010","Export","6","81.519"
"H0","CYP"," Total","Cyprus","CHL","Chile","2010","Import","5","3472.450"
"H0","CYP"," Total","Cyprus","CHN","China","2010","Export","6","19290.178"
"H0","CYP"," Total","Cyprus","CHN","China","2010","Import","5","454869.490"
"H0","CYP"," Total","Cyprus","CIV","Cote d'Ivoire","2010","Export","6","131.435"
"H0","CYP"," Total","Cyprus","CIV","Cote d'Ivoire","2010","Import","5","375.918"
"H0","CYP"," Total","Cyprus","CMR","Cameroon","2010","Export","6","293.310"
"H0","CYP"," Total","Cyprus","CMR","Cameroon","2010","Import","5","277.393"
"H0","CYP"," Total","Cyprus","COG","Congo, Rep.","2010","Export","6","430.349"
"H0","CYP"," Total","Cyprus","COG","Congo, Rep.","2010","Import","5","78.269"
"H0","CYP"," Total","Cyprus","COL","Colombia","2010","Export","6","75.995"
"H0","CYP"," Total","Cyprus","COL","Colombia","2010","Import","5","212.594"
"H0","CYP"," Total","Cyprus","CPV","Cape Verde","2010","Export","6","56.488"
"H0","CYP"," Total","Cyprus","CRI","Costa Rica","2010","Export","6",".591"
"H0","CYP"," Total","Cyprus","CRI","Costa Rica","2010","Import","5","242.611"
"H0","CYP"," Total","Cyprus","CUB","Cuba","2010","Export","6",".000"
"H0","CYP"," Total","Cyprus","CUB","Cuba","2010","Import","5","34497.130"
"H0","CYP"," Total","Cyprus","CZE","Czech Republic","2010","Export","6","12523.010"
"H0","CYP"," Total","Cyprus","CZE","Czech Republic","2010","Import","5","29627.760"
"H0","CYP"," Total","Cyprus","DEU","Germany","2010","Export","6","132672.680"
"H0","CYP"," Total","Cyprus","DEU","Germany","2010","Import","5","774027.817"
"H0","CYP"," Total","Cyprus","DJI","Djibouti","2010","Export","6","42.597"
"H0","CYP"," Total","Cyprus","DMA","Dominica","2010","Export","6","16.502"
"H0","CYP"," Total","Cyprus","DMA","Dominica","2010","Import","5","44.607"
"H0","CYP"," Total","Cyprus","DNK","Denmark","2010","Export","6","5144.285"
"H0","CYP"," Total","Cyprus","DNK","Denmark","2010","Import","5","36298.772"
"H0","CYP"," Total","Cyprus","DOM","Dominican Republic","2010","Export","6","31.811"
"H0","CYP"," Total","Cyprus","DOM","Dominican Republic","2010","Import","5","201.095"
"H0","CYP"," Total","Cyprus","DZA","Algeria","2010","Export","6","2446.456"
"H0","CYP"," Total","Cyprus","DZA","Algeria","2010","Import","5","105.692"
"H0","CYP"," Total","Cyprus","ECU","Ecuador","2010","Export","6","314.544"
"H0","CYP"," Total","Cyprus","ECU","Ecuador","2010","Import","5","273.196"
"H0","CYP"," Total","Cyprus","EGY","Egypt, Arab Rep.","2010","Export","6","19421.098"
"H0","CYP"," Total","Cyprus","EGY","Egypt, Arab Rep.","2010","Import","5","79541.441"
"H0","CYP"," Total","Cyprus","ERI","Eritrea","2010","Export","6","357.792"
"H0","CYP"," Total","Cyprus","ESP","Spain","2010","Export","6","3799.223"
"H0","CYP"," Total","Cyprus","ESP","Spain","2010","Import","5","237637.233"
"H0","CYP"," Total","Cyprus","EST","Estonia","2010","Export","6","1251.675"
"H0","CYP"," Total","Cyprus","EST","Estonia","2010","Import","5","3073.840"
"H0","CYP"," Total","Cyprus","ETH","Ethiopia(excludes Eritrea)","2010","Export","6","4981.730"
"H0","CYP"," Total","Cyprus","ETH","Ethiopia(excludes Eritrea)","2010","Import","5","173.252"
"H0","CYP"," Total","Cyprus","FIN","Finland","2010","Export","6","3117.150"
"H0","CYP"," Total","Cyprus","FIN","Finland","2010","Import","5","29592.784"
"H0","CYP"," Total","Cyprus","FJI","Fiji","2010","Import","5","2.687"
"H0","CYP"," Total","Cyprus","FLK","Falkland Island","2010","Export","6",".509"
"H0","CYP"," Total","Cyprus","FRA","France","2010","Export","6","10939.753"
"H0","CYP"," Total","Cyprus","FRA","France","2010","Import","5","435236.900"
"H0","CYP"," Total","Cyprus","GAB","Gabon","2010","Export","6","31.772"
"H0","CYP"," Total","Cyprus","GAB","Gabon","2010","Import","5","834.604"
"H0","CYP"," Total","Cyprus","GBR","United Kingdom","2010","Export","6","62990.427"
"H0","CYP"," Total","Cyprus","GBR","United Kingdom","2010","Import","5","704814.039"
"H0","CYP"," Total","Cyprus","GEO","Georgia","2010","Export","6","394.238"
"H0","CYP"," Total","Cyprus","GEO","Georgia","2010","Import","5","50457.536"
"H0","CYP"," Total","Cyprus","GHA","Ghana","2010","Export","6","395.819"
"H0","CYP"," Total","Cyprus","GHA","Ghana","2010","Import","5","352.109"
"H0","CYP"," Total","Cyprus","GIB","Gibraltar","2010","Export","6","25.466"
"H0","CYP"," Total","Cyprus","GIB","Gibraltar","2010","Import","5","1.998"
"H0","CYP"," Total","Cyprus","GIN","Guinea","2010","Export","6","192.157"
"H0","CYP"," Total","Cyprus","GMB","Gambia, The","2010","Export","6","177.693"
"H0","CYP"," Total","Cyprus","GNQ","Equatorial Guinea","2010","Export","6","36.643"
"H0","CYP"," Total","Cyprus","GRC","Greece","2010","Export","6","84580.650"
"H0","CYP"," Total","Cyprus","GRC","Greece","2010","Import","5","1616340.706"
"H0","CYP"," Total","Cyprus","GRD","Grenada","2010","Export","6","26.514"
"H0","CYP"," Total","Cyprus","GRL","Greenland","2010","Export","6","82.552"
"H0","CYP"," Total","Cyprus","GTM","Guatemala","2010","Export","6",".000"
"H0","CYP"," Total","Cyprus","GTM","Guatemala","2010","Import","5","6.744"
"H0","CYP"," Total","Cyprus","GUY","Guyana","2010","Export","6","41.153"
"H0","CYP"," Total","Cyprus","HKG","Hong Kong, China","2010","Export","6","9743.347"
"H0","CYP"," Total","Cyprus","HKG","Hong Kong, China","2010","Import","5","20191.542"
"H0","CYP"," Total","Cyprus","HND","Honduras","2010","Export","6",".809"
"H0","CYP"," Total","Cyprus","HND","Honduras","2010","Import","5","98.483"
"H0","CYP"," Total","Cyprus","HRV","Croatia","2010","Export","6","1201.673"
"H0","CYP"," Total","Cyprus","HRV","Croatia","2010","Import","5","38400.907"
"H0","CYP"," Total","Cyprus","HTI","Haiti","2010","Export","6","207.234"
"H0","CYP"," Total","Cyprus","HTI","Haiti","2010","Import","5",".042"
"H0","CYP"," Total","Cyprus","HUN","Hungary","2010","Export","6","895.732"
"H0","CYP"," Total","Cyprus","HUN","Hungary","2010","Import","5","31360.225"
"H0","CYP"," Total","Cyprus","IDN","Indonesia","2010","Export","6","601.928"
"H0","CYP"," Total","Cyprus","IDN","Indonesia","2010","Import","5","18813.189"
"H0","CYP"," Total","Cyprus","IND","India","2010","Export","6","16322.203"
"H0","CYP"," Total","Cyprus","IND","India","2010","Import","5","51157.305"
"H0","CYP"," Total","Cyprus","IRL","Ireland","2010","Export","6","3878.042"
"H0","CYP"," Total","Cyprus","IRL","Ireland","2010","Import","5","233900.998"
"H0","CYP"," Total","Cyprus","IRN","Iran, Islamic Rep.","2010","Export","6","1227.750"
"H0","CYP"," Total","Cyprus","IRN","Iran, Islamic Rep.","2010","Import","5","954.565"
"H0","CYP"," Total","Cyprus","IRQ","Iraq","2010","Export","6","2437.859"
"H0","CYP"," Total","Cyprus","IRQ","Iraq","2010","Import","5","1.666"
"H0","CYP"," Total","Cyprus","ISL","Iceland","2010","Export","6","164.915"
"H0","CYP"," Total","Cyprus","ISL","Iceland","2010","Import","5","17.866"
"H0","CYP"," Total","Cyprus","ISR","Israel","2010","Export","6","22424.572"
"H0","CYP"," Total","Cyprus","ISR","Israel","2010","Import","5","676948.574"
"H0","CYP"," Total","Cyprus","ITA","Italy","2010","Export","6","28266.718"
"H0","CYP"," Total","Cyprus","ITA","Italy","2010","Import","5","801897.521"
"H0","CYP"," Total","Cyprus","JAM","Jamaica","2010","Export","6","83.150"
"H0","CYP"," Total","Cyprus","JAM","Jamaica","2010","Import","5",".577"
"H0","CYP"," Total","Cyprus","JOR","Jordan","2010","Export","6","8226.743"
"H0","CYP"," Total","Cyprus","JOR","Jordan","2010","Import","5","3252.253"
"H0","CYP"," Total","Cyprus","JPN","Japan","2010","Export","6","338.688"
"H0","CYP"," Total","Cyprus","JPN","Japan","2010","Import","5","91208.430"
"H0","CYP"," Total","Cyprus","KAZ","Kazakhstan","2010","Export","6","1614.770"
"H0","CYP"," Total","Cyprus","KAZ","Kazakhstan","2010","Import","5","4764.172"
"H0","CYP"," Total","Cyprus","KEN","Kenya","2010","Export","6","1055.472"
"H0","CYP"," Total","Cyprus","KEN","Kenya","2010","Import","5","3341.203"
"H0","CYP"," Total","Cyprus","KHM","Cambodia","2010","Export","6","761.187"
"H0","CYP"," Total","Cyprus","KHM","Cambodia","2010","Import","5","54.208"
"H0","CYP"," Total","Cyprus","KNA","St. Kitts and Nevis","2010","Export","6","66.418"
"H0","CYP"," Total","Cyprus","KNA","St. Kitts and Nevis","2010","Import","5","3.340"
"H0","CYP"," Total","Cyprus","KOR","Korea, Rep.","2010","Export","6","5165.947"
"H0","CYP"," Total","Cyprus","KOR","Korea, Rep.","2010","Import","5","54484.767"
"H0","CYP"," Total","Cyprus","KWT","Kuwait","2010","Export","6","6531.696"
"H0","CYP"," Total","Cyprus","KWT","Kuwait","2010","Import","5","30107.590"
"H0","CYP"," Total","Cyprus","LAO","Lao PDR","2010","Import","5","4.944"
"H0","CYP"," Total","Cyprus","LBN","Lebanon","2010","Export","6","10880.756"
"H0","CYP"," Total","Cyprus","LBN","Lebanon","2010","Import","5","16067.587"
"H0","CYP"," Total","Cyprus","LBR","Liberia","2010","Export","6","164.327"
"H0","CYP"," Total","Cyprus","LBR","Liberia","2010","Import","5","1.173"
"H0","CYP"," Total","Cyprus","LBY","Libya","2010","Export","6","4936.795"
"H0","CYP"," Total","Cyprus","LBY","Libya","2010","Import","5","17364.214"
"H0","CYP"," Total","Cyprus","LKA","Sri Lanka","2010","Export","6","1433.516"
"H0","CYP"," Total","Cyprus","LKA","Sri Lanka","2010","Import","5","2631.182"
"H0","CYP"," Total","Cyprus","LSO","Lesotho","2010","Export","6","255.635"
"H0","CYP"," Total","Cyprus","LSO","Lesotho","2010","Import","5",".044"
"H0","CYP"," Total","Cyprus","LTU","Lithuania","2010","Export","6","3013.222"
"H0","CYP"," Total","Cyprus","LTU","Lithuania","2010","Import","5","2377.544"
"H0","CYP"," Total","Cyprus","LUX","Luxembourg","2010","Export","6","3.875"
"H0","CYP"," Total","Cyprus","LUX","Luxembourg","2010","Import","5","6040.333"
"H0","CYP"," Total","Cyprus","LVA","Latvia","2010","Export","6","1316.457"
"H0","CYP"," Total","Cyprus","LVA","Latvia","2010","Import","5","1670.083"
"H0","CYP"," Total","Cyprus","MAC","Macao","2010","Export","6","225.075"
"H0","CYP"," Total","Cyprus","MAC","Macao","2010","Import","5","132.376"
"H0","CYP"," Total","Cyprus","MAR","Morocco","2010","Export","6","655.613"
"H0","CYP"," Total","Cyprus","MAR","Morocco","2010","Import","5","399.195"
"H0","CYP"," Total","Cyprus","MDA","Moldova","2010","Export","6","762.418"
"H0","CYP"," Total","Cyprus","MDA","Moldova","2010","Import","5","1427.893"
"H0","CYP"," Total","Cyprus","MDG","Madagascar","2010","Export","6","27.889"
"H0","CYP"," Total","Cyprus","MDG","Madagascar","2010","Import","5","86.550"
"H0","CYP"," Total","Cyprus","MDV","Maldives","2010","Export","6","92.817"
"H0","CYP"," Total","Cyprus","MEX","Mexico","2010","Export","6","62.653"
"H0","CYP"," Total","Cyprus","MEX","Mexico","2010","Import","5","5579.459"
"H0","CYP"," Total","Cyprus","MKD","Macedonia, FYR","2010","Export","6","544.222"
"H0","CYP"," Total","Cyprus","MKD","Macedonia, FYR","2010","Import","5","1177.982"
"H0","CYP"," Total","Cyprus","MLI","Mali","2010","Export","6","28.484"
"H0","CYP"," Total","Cyprus","MLI","Mali","2010","Import","5","27.132"
"H0","CYP"," Total","Cyprus","MLT","Malta","2010","Export","6","4201.319"
"H0","CYP"," Total","Cyprus","MLT","Malta","2010","Import","5","134150.694"
"H0","CYP"," Total","Cyprus","MMR","Myanmar","2010","Export","6","490.251"
"H0","CYP"," Total","Cyprus","MMR","Myanmar","2010","Import","5","365.393"
"H0","CYP"," Total","Cyprus","MNG","Mongolia","2010","Export","6","1108.610"
"H0","CYP"," Total","Cyprus","MNG","Mongolia","2010","Import","5",".114"
"H0","CYP"," Total","Cyprus","MNT","Montenegro","2010","Export","6","329.938"
"H0","CYP"," Total","Cyprus","MNT","Montenegro","2010","Import","5","1.362"
"H0","CYP"," Total","Cyprus","MOZ","Mozambique","2010","Export","6","209.905"
"H0","CYP"," Total","Cyprus","MRT","Mauritania","2010","Export","6","49.811"
"H0","CYP"," Total","Cyprus","MRT","Mauritania","2010","Import","5","104.454"
"H0","CYP"," Total","Cyprus","MUS","Mauritius","2010","Export","6","1589.532"
"H0","CYP"," Total","Cyprus","MUS","Mauritius","2010","Import","5","28.370"
"H0","CYP"," Total","Cyprus","MWI","Malawi","2010","Export","6","280.171"
"H0","CYP"," Total","Cyprus","MYS","Malaysia","2010","Export","6","4818.311"
"H0","CYP"," Total","Cyprus","MYS","Malaysia","2010","Import","5","27534.457"
"H0","CYP"," Total","Cyprus","MYT","Mayotte","2010","Export","6","88.600"
"H0","CYP"," Total","Cyprus","NAM","Namibia","2010","Export","6","277.171"
"H0","CYP"," Total","Cyprus","NAM","Namibia","2010","Import","5","786.278"
"H0","CYP"," Total","Cyprus","NER","Niger","2010","Export","6",".000"
"H0","CYP"," Total","Cyprus","NER","Niger","2010","Import","5","1.023"
"H0","CYP"," Total","Cyprus","NGA","Nigeria","2010","Export","6","1643.796"
"H0","CYP"," Total","Cyprus","NGA","Nigeria","2010","Import","5","33.914"
"H0","CYP"," Total","Cyprus","NIC","Nicaragua","2010","Export","6",".000"
"H0","CYP"," Total","Cyprus","NIC","Nicaragua","2010","Import","5","30.004"
"H0","CYP"," Total","Cyprus","NLD","Netherlands","2010","Export","6","18080.421"
"H0","CYP"," Total","Cyprus","NLD","Netherlands","2010","Import","5","384544.406"
"H0","CYP"," Total","Cyprus","NOR","Norway","2010","Export","6","2864.977"
"H0","CYP"," Total","Cyprus","NOR","Norway","2010","Import","5","9344.294"
"H0","CYP"," Total","Cyprus","NPL","Nepal","2010","Export","6","2.930"
"H0","CYP"," Total","Cyprus","NPL","Nepal","2010","Import","5","26.608"
