,year,country,contcod,mean,region,gdpppp,pop,expgdp,xpo,mpo,gdp,openness,dfigdp,er,inf,nint,rint,democr2,m2gdp,kopen,expk,impk,rgdpch,open_ppp,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10
2849,1998,Mauritius,MUS,,,15073.0,1.15973,,2586.0,2651.0,4146.0,1.2631452083587646,0.29425951838493347,,,,,10.0,,1.3952325582504272,56873588596.0,60554602896.0,12590.3681640625,,,,,,,,,,,
2850,1999,Mauritius,MUS,,,15394.0,1.1861,,2625.0,2836.0,4175.0,1.3080239295959473,1.183233618736267,,,,,10.0,,1.3829131126403809,59235605285.0,62450850299.0,13002.1787109375,,,,,,,,,,,
2851,2000,Mauritius,MUS,,,16465.0,1.1979000000000002,,2630.0,2699.0,4424.0,1.2045660018920898,6.003616809844971,,,,,10.0,,1.3162987232208252,62486863401.0,62859971623.0,13931.6875,,,,,,,,,,,
2852,2001,,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2853,2002,,MUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2854,1975,Malawi,MWI,,1.0,779.0,5.244,,,,613.0,,1.4029364585876465,,,,,0.0,,0.9689602851867676,3958336639.0,10361858971.0,595.4224853515625,,,,,,,,,,,
2855,1976,Malawi,MWI,,1.0,791.0,5.41783,,,,670.0,,1.4477611780166626,,,,,0.0,,0.8367156386375427,4364478472.0,9216224021.0,627.4324340820312,,,,,,,,,,,
2856,1977,Malawi,MWI,,1.0,803.0,5.60288,,213.0,300.0,806.0,0.6364763975143433,0.6823821067810059,,,,,0.0,,0.7578266859054565,4512916096.0,8616129523.0,646.664306640625,,,,,,,,,,,
2857,1978,Malawi,MWI,,1.0,852.0,5.795520000000001,,210.0,383.0,949.0,0.6248682737350464,0.9589041471481323,,,,,0.0,,0.8521566987037659,3828453718.0,11224494812.0,647.9718627929688,,,,,,,,,,,
2858,1979,Malawi,MWI,,1.0,860.0,5.98999,,257.0,451.0,1058.0,0.6691871285438538,-0.11342155188322067,,,,,0.0,,0.6846094727516174,4238718818.0,9240091415.0,690.0755615234375,,,,,,,,,,,
2859,1980,Malawi,MWI,,1.0,837.0,6.183,,313.0,487.0,1238.0,0.6462035775184631,0.7673667073249817,,,,,0.0,,0.8373819589614868,5642691345.0,10532340362.0,653.7702026367188,,,,,,,,,,,
2860,1981,Malawi,MWI,,1.0,770.0,6.3617,,316.0,391.0,1238.0,0.5710824131965637,0.08885299414396286,,,,,0.0,,0.6572004556655884,4632490848.0,8176287533.0,637.0746459960938,,,,,,,,,,,
2861,1982,Malawi,MWI,,1.0,767.0,6.549060000000001,,268.0,337.0,1180.0,0.5127118825912476,0.508474588394165,,,,,0.0,,0.6015036106109619,4170684907.0,7797818844.0,633.9109497070312,,,,,,,,,,,
2862,1983,Malawi,MWI,,1.0,772.0,6.748069999999999,,275.0,344.0,1223.0,0.5061324834823608,0.2125919759273529,,,,,0.0,,0.5963966846466064,4308814363.0,7937613585.0,635.8165283203125,,,,,,,,,,,
2863,1984,Malawi,MWI,,1.0,789.0,6.96073,,339.0,304.0,1208.0,0.5322847962379456,2.2599337100982666,,,,,0.0,,0.5888250470161438,5721033424.0,7419350155.0,664.4806518554688,,,,,,,,,,,
2864,1985,Malawi,MWI,,1.0,799.0,7.188,,271.0,320.0,1131.0,0.5225464105606079,0.04420866444706917,,,,,0.0,,0.6698863506317139,6009662137.0,9035513746.0,649.9392700195312,,,,,,,,,,,
2865,1986,Malawi,MWI,,1.0,771.0,7.42657,,269.0,285.0,1184.0,0.4679054021835327,-0.24493244290351868,,,,,0.0,,0.5370277166366577,5795252236.0,6669232033.0,648.14453125,,,,,,,,,,,
2866,1987,Malawi,MWI,,1.0,758.0,7.67706,,306.0,321.0,1183.0,0.5300084352493286,0.008453085087239742,,,,,0.0,,0.5313518047332764,5861224513.0,6478292874.0,628.5172119140625,,,,,,,,,,,
2867,1988,Malawi,MWI,,1.0,756.0,7.94015,,332.0,451.0,1380.0,0.5673912763595581,1.2608695030212402,,,,,0.0,,0.5814816951751709,5978737632.0,7811457355.0,621.2223510742188,,,,,,,,,,,
2868,1989,Malawi,MWI,,1.0,741.0,8.21654,,299.0,436.0,1590.0,0.46226415038108826,0.5849056839942932,,,,,0.0,,0.5993292331695557,5088111888.0,9471946108.0,615.0625,,,,,,,,,,,
2869,1990,Malawi,MWI,,1.0,756.0,8.507,,443.0,549.0,1881.0,0.527379035949707,1.2387027740478516,,,,,0.0,,0.634422779083252,6353954960.0,9751535590.0,620.6077270507812,,,,,,,,,,,
2870,1991,Malawi,MWI,,1.0,800.0,8.74348,,514.0,772.0,2204.0,0.5834845900535583,0.8212341666221619,,,,,0.0,,0.5940077304840088,6693531424.0,9708543729.0,656.9771118164062,,,,,,,,,,,
2871,1992,Malawi,MWI,,1.0,721.0,8.986540000000002,,428.0,754.0,1800.0,0.6566666960716248,0.12777777016162872,,,,,0.0,,0.692869246006012,6499241088.0,11161527442.0,589.3300170898438,,,,,,,,,,,
2872,1993,Malawi,MWI,,1.0,770.0,9.23635,,347.0,600.0,2071.0,0.45726701617240906,0.5070014595985413,,,,,0.0,,0.5569672584533691,6167442755.0,10293023768.0,664.4910888671875,,,,,,,,,,,
2873,1994,Malawi,MWI,,1.0,672.0,9.49311,,385.0,873.0,1182.0,1.0642977952957153,0.7529610395431519,,,,,8.0,,0.6486113667488098,6801895507.0,9337136515.0,544.2406005859375,,,,,,,,,,,
2874,1995,Malawi,MWI,,1.0,750.0,9.757,,463.0,798.0,1429.0,0.8824352622032166,1.7774667739868164,,,,,8.0,,0.476115345954895,6776600417.0,8288363909.0,672.6934204101562,,,,,,,,,,,
2875,1996,Malawi,MWI,,1.0,807.0,10.016,,566.0,1058.0,2432.0,0.6677631735801697,1.792763113975525,,,,,8.0,,0.5700507760047913,7886000128.0,11895600128.0,718.1168823242188,,,,,,,,,,,
2876,1997,Malawi,MWI,,1.0,825.0,10.27609,,640.0,1269.0,2534.0,0.7533543705940247,0.8721389174461365,,,,,8.0,,0.6213323473930359,8515581831.0,14275792244.0,786.6642456054688,,,,,,,,,,,
2877,1998,Malawi,MWI,569.0,1.0,830.0,10.53353,,631.0,1027.0,1737.0,0.9545192718505859,4.041450500488281,,,,,8.0,,0.6221713423728943,10372536835.0,12505114948.0,771.03955078125,,0.18629173934459686,0.3005272448062897,0.38312828540802,0.463971883058548,0.557117760181427,0.6678383350372314,0.8137082457542419,1.0140597820281982,1.3971880674362183,4.217926025390625
2878,1999,Malawi,MWI,,1.0,846.0,10.311,,534.0,1117.0,1810.0,0.9121546745300293,3.3149170875549316,,,,,7.0,,0.5614882111549377,8424434336.0,13487121238.0,801.2216186523438,,,,,,,,,,,
2879,2000,Malawi,MWI,,1.0,846.0,10.526,,493.0,956.0,1707.0,0.8488576412200928,2.6362037658691406,,,,,7.0,,0.48789775371551514,7978703010.0,11035840365.0,783.7861328125,,,,,,,,,,,
2880,2001,,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881,2002,,MWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882,1975,Malaysia,MYS,,2.0,3726.0,12.258,,4236.0,4399.0,9890.359375,0.8730724453926086,3.5438549518585205,,,,,8.0,,0.714861273765564,23607974041.0,18152006027.0,3590.393310546875,0.37712734937667847,,,,,,,,,,
2883,1976,Malaysia,MYS,,2.0,4062.0,12.5449,,5691.0,4644.0,11753.57421875,0.879306972026825,3.24411940574646,,,,,8.0,,0.7335479855537415,27612287225.0,19819909569.0,3888.566162109375,0.38646119832992554,,,,,,,,,,
2884,1977,Malaysia,MYS,,2.0,4277.0,12.83659,,6584.0,5602.0,13975.27734375,0.8719683885574341,2.904414653778076,,,,,8.0,,0.7415765523910522,28761134020.0,22948210047.0,4106.0498046875,0.38992807269096375,,,,,,,,,,
2885,1978,Malaysia,MYS,,2.0,4458.0,13.13512,,8008.0,7119.0,16658.322265625,0.9080746173858643,3.001502752304077,,,,,8.0,,0.7613474130630493,30943944293.0,25902018054.0,4294.466796875,0.4005398154258728,,,,,,,,,,
2886,1979,Malaysia,MYS,,2.0,4763.0,13.44296,,11864.0,10022.0,21602.64453125,1.013116717338562,2.6547675132751465,,,,,8.0,,0.8305377960205078,36503364493.0,31194977824.0,4583.2529296875,0.43671557307243347,,,,,,,,,,
2887,1980,Malaysia,MYS,,2.0,4999.0,13.763,0.3400000035762787,14098.0,13526.0,24937.044921875,1.107749581336975,3.7450308799743652,,,,,8.0,,0.8480761647224426,37660538290.0,37593061948.0,4876.44873046875,0.44565609097480774,,,,,,,,,,
2888,1981,Malaysia,MYS,,2.0,5216.0,14.10508,0.46000000834465027,13087.0,14742.0,25463.0390625,1.0929174423217773,4.966806888580322,,,,,8.0,,0.8138732314109802,37347518679.0,39694840011.0,5087.17236328125,0.4267435371875763,,,,,,,,,,
2889,1982,Malaysia,MYS,,2.0,5388.0,14.46581,0.4300000071525574,13649.0,16071.0,27287.1640625,1.0891567468643188,5.12035608291626,,,,,8.0,,0.8648225665092468,41335181268.0,45154433508.0,5251.673828125,0.4524939954280853,,,,,,,,,,
2890,1983,Malaysia,MYS,,2.0,5578.0,14.847,0.38999998569488525,15655.0,17330.0,30682.5625,1.075040578842163,4.10819673538208,,,,,8.0,,0.9040225148200989,46435064796.0,49219651898.0,5419.16259765625,0.47252508997917175,,,,,,,,,,
2891,1984,Malaysia,MYS,,2.0,5852.0,15.25025,0.3400000035762787,18453.0,17844.0,34565.84765625,1.0500826835632324,2.3071906566619873,,,,,8.0,,0.9309126138687134,52835307699.0,52421837780.0,5637.224609375,0.48662975430488586,,,,,,,,,,
2892,1985,Malaysia,MYS,,2.0,5629.0,15.677,0.36000001430511475,17185.0,15604.0,31772.24609375,1.0320013761520386,2.18649959564209,2.4830000400543213,0.30000001192092896,8.8100004196167,8.484542846679688,8.0,0.6201000809669495,0.8902902007102966,53071737296.0,47265641422.0,5448.458984375,0.46689096093177795,,,,,,,,,,
2893,1986,Malaysia,MYS,,2.0,5530.0,16.14301,0.4099999964237213,15637.0,14016.0,28243.1015625,1.0499200820922852,1.7310421466827393,2.5810000896453857,0.699999988079071,7.170000076293945,6.425023078918457,8.0,0.7449299097061157,0.9161455631256104,59327127174.0,44208080917.0,5306.1201171875,0.48041418194770813,,,,,,,,,,
2894,1987,Malaysia,MYS,,2.0,5656.0,16.633580000000002,0.36000001430511475,20149.0,15688.0,32181.697265625,1.1135833263397217,1.3134795427322388,2.5199999809265137,0.30000001192092896,3.0,2.691924571990967,8.0,0.69486403465271,0.9754238724708557,67963456802.0,47954184678.0,5413.34033203125,0.5116674900054932,,,,,,,,,,
2895,1988,Malaysia,MYS,2395.0,2.0,5978.0,17.144389999999998,0.3499999940395355,23359.0,19759.0,35271.87890625,1.2224469184875488,2.0395851135253906,2.61899995803833,2.5999999046325684,3.190000057220459,0.5750536918640137,8.0,0.6509842276573181,1.047559380531311,76220174665.0,59915613187.0,5746.37890625,0.5492187738418579,0.19707724452018738,0.31356993317604065,0.404592901468277,0.49686846137046814,0.6033402681350708,0.7344467639923096,0.9022964239120483,1.1448851823806763,1.585803747177124,3.6187891960144043
2896,1989,Malaysia,MYS,,2.0,6334.0,17.6696,0.3499999940395355,27646.0,25290.0,38848.5703125,1.362624168395996,4.293336868286133,2.7090001106262207,2.799999952316284,4.599999904632568,1.7509698867797852,8.0,0.6584329605102539,1.1634637117385864,89889785436.0,75835363768.0,6114.92529296875,0.6096209287643433,,,,,,,,,,
2897,1990,Malaysia,MYS,,2.0,6736.0,18.201900000000002,0.3700000047683716,32665.0,31765.0,44024.17578125,1.4635140895843506,5.298225402832031,2.7049999237060547,2.5999999046325684,5.900000095367432,3.216373920440674,8.0,0.6437481641769409,1.270439624786377,105000000000.0,93801871538.0,6524.62255859375,0.6653308868408203,,,,,,,,,,
2898,1991,Malaysia,MYS,,2.0,7137.0,18.656950000000002,0.3400000035762787,38086.0,39885.0,49133.8515625,1.5869100093841553,8.13776969909668,2.75,4.400000095367432,7.179999828338623,2.662837505340576,8.0,0.6631162166595459,1.4002184867858887,121000000000.0,117000000000.0,6921.515625,0.7325283885002136,,,,,,,,,,
2899,1992,Malaysia,MYS,,2.0,7505.0,19.1271,0.3400000035762787,44812.0,44008.0,59151.2890625,1.5015733242034912,8.762953758239746,2.546999931335449,4.800000190734863,7.96999979019165,3.0248045921325684,8.0,0.7250180244445801,1.347751498222351,127000000000.0,118000000000.0,7223.19091796875,0.7048183679580688,,,,,,,,,,
2900,1993,Malaysia,MYS,5583.0,2.0,7931.0,19.60911,0.30000001192092896,52650.0,52717.0,66894.4453125,1.5751233100891113,7.4828338623046875,2.5739998817443848,3.5,7.039999961853027,3.4202933311462402,8.0,0.803141713142395,1.4781723022460938,149000000000.0,141000000000.0,7606.3544921875,0.7727747559547424,0.1835930496454239,0.29321154952049255,0.3858140707015991,0.4777001738548279,0.5839154720306396,0.7152068614959717,0.887515664100647,1.135769248008728,1.5772881507873535,3.7605230808258057
2901,1994,Malaysia,MYS,,2.0,8456.0,20.10326,0.2800000011920929,66217.0,67372.0,74480.8125,1.7936028242111206,5.829420566558838,2.624000072479248,3.700000047683716,4.940000057220459,1.1957526206970215,8.0,0.7980549931526184,1.692110300064087,182000000000.0,180000000000.0,8093.9287109375,0.8842438459396362,,,,,,,,,,
2902,1995,Malaysia,MYS,,2.0,9020.0,20.60986,0.27000001072883606,83369.0,86851.0,88832.4609375,1.9161914587020874,4.703461170196533,2.503999948501587,5.300000190734863,5.929999828338623,0.5982875823974609,8.0,0.8475677967071533,1.8361773490905762,215000000000.0,218000000000.0,8704.8125,0.9592742323875427,,,,,,,,,,
2903,1996,Malaysia,MYS,,2.0,9555.0,21.12923,0.25999999046325684,92121.0,90710.0,100851.796875,1.8128679990768433,5.035507678985596,2.5160000324249268,3.5,7.090000152587891,3.468596935272217,8.0,0.9234141707420349,1.7950782775878906,230000000000.0,227000000000.0,9165.779296875,0.9378912448883057,,,,,,,,,,
2904,1997,Malaysia,MYS,,2.0,10017.0,21.667,0.23999999463558197,93266.0,92325.0,100168.84375,1.8527816534042358,5.127841949462891,2.812999963760376,2.700000047683716,7.78000020980835,4.946446418762207,8.0,0.9760981202125549,1.782596230506897,241695000000.0,240212000000.0,9491.421875,0.9313706755638123,,,,,,,,,,
2905,1998,Malaysia,MYS,4287.0,2.0,9051.0,22.18,,83400.0,67505.0,72175.3125,2.0908119678497314,2.9974236488342285,3.9240000247955322,5.300000190734863,8.510000228881836,3.048431873321533,8.0,0.9571142196655273,1.5918312072753906,242994000000.0,194571000000.0,9432.626953125,0.8312616348266602,0.16421739757061005,0.2715185582637787,0.361558198928833,0.457895964384079,0.5700956583023071,0.7079542875289917,0.8850011825561523,1.1455563306808472,1.6022859811782837,3.834383010864258
2906,1999,Malaysia,MYS,,2.0,9353.0,23.27,,96017.0,76189.0,79036.84375,2.1788065433502197,4.928461074829102,3.799999952316284,2.700000047683716,4.119999885559082,1.3826727867126465,4.0,1.0549709796905518,1.7202322483062744,270282000000.0,213788000000.0,9421.8125,0.8775395154953003,,,,,,,,,,
2907,2000,Malaysia,MYS,,2.0,9887.0,23.796,,112204.0,94302.0,89659.4765625,2.303225517272949,4.224428176879883,3.799999952316284,1.5,3.359999895095825,1.8325090408325195,4.0,1.0224357843399048,1.9422732591629028,341751000000.0,248619000000.0,9919.19140625,0.9941075444221497,,,,,,,,,,
2908,2001,,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2909,2002,,MYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2910,1975,Namibia,NAM,,1.0,,,,,,,,,,,,,,,1.2417396306991577,5707800259.0,6150918238.0,5497.43896484375,,,,,,,,,,,
2911,1976,Namibia,NAM,,1.0,,,,,,,,,,,,,,,1.2455015182495117,5912564396.0,6666801707.0,5666.353515625,,,,,,,,,,,
2912,1977,Namibia,NAM,,1.0,,,,,,,,,,,,,,,1.1393572092056274,5707800264.0,6825535082.0,6015.9765625,,,,,,,,,,,
2913,1978,Namibia,NAM,,1.0,,,,,,,,,,,,,,,1.1438751220703125,5989350955.0,7460468578.0,6261.474609375,,,,,,,,,,,
2914,1979,Namibia,NAM,,1.0,,,,,,,,,,,,,,,1.1202096939086914,5989350955.0,7817618676.0,6392.13818359375,,,,,,,,,,,
2915,1980,Namibia,NAM,,1.0,,,,,,2309.0,,,,,,,,,1.4450297355651855,5554227172.0,7420785246.0,4409.91796875,,,,,,,,,,,
2916,1981,Namibia,NAM,,1.0,,,,,,2085.0,,,,,,,,,1.3315224647521973,5016823263.0,8483578220.0,4813.31494140625,,,,,,,,,,,
2917,1982,Namibia,NAM,,1.0,,,,,,1936.0,,,,,,,,,1.169967532157898,4936849678.0,7556586040.0,4911.4677734375,,,,,,,,,,,
2918,1983,Namibia,NAM,,1.0,,,,,,2090.0,,,,,,,,,1.0333954095840454,4361260323.0,6601486757.0,4752.84521484375,,,,,,,,,,,
2919,1984,Namibia,NAM,,1.0,,,,,,1812.0,,,,,,,,,1.0296865701675415,4477035340.0,6676116619.0,4714.443359375,,,,,,,,,,,
2920,1985,Namibia,NAM,,1.0,,,,,,1498.0,,,,,,,,,1.1748631000518799,5469456807.0,6853930225.0,4448.48291015625,,,,,,,,,,,
2921,1986,Namibia,NAM,,1.0,,,,,,1664.0,,,,,,,,,1.1882646083831787,6033290639.0,7261936497.0,4609.19580078125,,,,,,,,,,,
2922,1987,Namibia,NAM,,1.0,,,,,,2078.0,,,,,,,,,1.1708046197891235,5490347586.0,8159823276.0,4674.38330078125,,,,,,,,,,,
2923,1988,Namibia,NAM,,1.0,,,,,,2291.0,,,,,,,,,1.1485826969146729,5223702805.0,7888145681.0,4461.32958984375,,,,,,,,,,,
2924,1989,Namibia,NAM,,1.0,,,,,,2323.0,,,,,,,,,1.1093887090682983,5285597098.0,7732154637.0,4459.271484375,,,,,,,,,,,
2925,1990,Namibia,NAM,,1.0,,,,1220.0,1584.0,2530.0,1.1083004474639893,,,,,,,,1.0151042938232422,4313441827.0,6894260207.0,4102.27490234375,,,,,,,,,,,
2926,1991,Namibia,NAM,,1.0,,,,1324.0,1691.0,2687.0,1.122069239616394,,,,,,,,1.087195873260498,6117171069.0,7257140595.0,4450.1533203125,,,,,,,,,,,
2927,1992,Namibia,NAM,,1.0,,,,1481.0,1900.0,3050.0,1.1085245609283447,,,,,,,,1.1242492198944092,6474874303.0,7575641736.0,4407.93994140625,,,,,,,,,,,
2928,1993,Namibia,NAM,3254.0,1.0,,,,1521.0,1820.0,2847.0,1.173516035079956,,,,,,,,1.144523024559021,7081869455.0,7517035601.0,4376.3037109375,,0.050092194229364395,0.09004302322864532,0.12999385595321655,0.1702519953250885,0.23017823696136475,0.3103872239589691,0.45052242279052734,0.7006760835647583,1.4216349124908447,6.446834564208984
2929,1994,Namibia,NAM,,1.0,,,,1579.0,1875.0,3253.0,1.0617891550064087,,,,,,,,1.1129753589630127,6446920164.0,7982254379.0,4337.7265625,,,,,,,,,,,
2930,1995,Namibia,NAM,,1.0,,,,1734.0,2100.0,3503.0,1.0944904088974,,,,,,,,1.0905784368515015,6883870209.0,7894548869.0,4415.07763671875,,,,,,,,,,,
2931,1996,Namibia,NAM,,1.0,,,,1741.0,2112.0,3492.0,1.1033791303634644,,,,,,,,1.161432147026062,7347773952.0,8577636864.0,4354.849609375,,,,,,,,,,,
2932,1997,Namibia,NAM,,1.0,,,,1723.0,2149.0,3645.0,1.06227707862854,,,,,,,,1.1503229141235352,7148785885.0,8872152432.0,4250.02978515625,,,,,,,,,,,
2933,1998,Namibia,NAM,,1.0,,,,1605.0,1908.0,3411.0,1.0299032926559448,,,,,,,,1.178717851638794,7129455696.0,9555512286.0,4230.4111328125,,,,,,,,,,,
2934,1999,Namibia,NAM,,1.0,,,,1745.0,1889.0,3475.0,1.045755386352539,,,,,,,,1.1611571311950684,8131187764.0,9565200538.0,4458.99755859375,,,,,,,,,,,
2935,2000,Namibia,NAM,,1.0,,,,,,3479.0,,,,,,,,,,8968929056.0,10047824034.0,,,,,,,,,,,,
2936,2001,,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,2002,,NAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2938,1975,Niger,NER,,1.0,1087.0,4.771,,162.0,235.0,1049.0,0.37845566868782043,2.154432773590088,,,,,0.0,,0.6279636025428772,256000000000.0,205000000000.0,1160.5819091796875,,,,,,,,,,,
2939,1976,Niger,NER,,1.0,1062.0,4.915850000000001,,195.0,302.0,1065.0,0.46666666865348816,0.9295774102210999,,,,,0.0,,0.6879321336746216,280000000000.0,232000000000.0,1142.7005615234375,,,,,,,,,,,
2940,1977,Niger,NER,,1.0,1110.0,5.0697,,223.0,371.0,1291.0,0.4601084291934967,0.999225378036499,,,,,0.0,,0.5944597125053406,260000000000.0,222000000000.0,1207.7320556640625,,,,,,,,,,,
2941,1978,Niger,NER,,1.0,1220.0,5.2327200000000005,,319.0,574.0,1774.0,0.5033822059631348,2.406989812850952,,,,,0.0,,0.6868856549263,347000000000.0,259000000000.0,1274.595458984375,,,,,,,,,,,
2942,1979,Niger,NER,,1.0,1266.0,5.40488,,521.0,769.0,2109.0,0.6116642951965332,2.2190611362457275,,,,,0.0,,0.6009705066680908,265000000000.0,290000000000.0,1291.675537109375,,,,,,,,,,,
2943,1980,Niger,NER,,1.0,1197.0,5.586,,617.0,956.0,2509.0,0.6269429922103882,1.9569549560546875,,,,,0.0,,0.7038475275039673,199000000000.0,388000000000.0,1132.675048828125,,,,,,,,,,,
2944,1981,Niger,NER,,1.0,1165.0,5.7763800000000005,,524.0,786.0,2171.0,0.6034085750579834,-0.2809765040874481,,,,,0.0,,0.6909380555152893,239000000000.0,364000000000.0,1137.333740234375,,,,,,,,,,,
2945,1982,Niger,NER,,1.0,1144.0,5.97681,,423.0,728.0,2018.0,0.5703666806221008,1.397423267364502,,,,,0.0,,0.7112535238265991,205000000000.0,425000000000.0,1114.132568359375,,,,,,,,,,,
2946,1983,Niger,NER,,1.0,1053.0,6.1846499999999995,,376.0,485.0,1803.0,0.4775374233722687,0.06655574589967728,,,,,0.0,,0.5825408697128296,185000000000.0,333000000000.0,1075.311767578125,,,,,,,,,,,
2947,1984,Niger,NER,,1.0,847.0,6.39581,,335.0,394.0,1461.0,0.4989733099937439,0.09582477807998657,,,,,0.0,,0.5609884858131409,176000000000.0,255000000000.0,892.8856811523438,,,,,,,,,,,
2948,1985,Niger,NER,,1.0,883.0,6.608,,298.0,473.0,1441.0,0.5350450873374939,-0.6523247361183167,,,,,0.0,,0.6017937064170837,173000000000.0,304000000000.0,895.5155639648438,,,,,,,,,,,
2949,1986,Niger,NER,,1.0,910.0,6.82261,,399.0,516.0,1904.0,0.48056721687316895,0.924369752407074,,,,,0.0,,0.4381851255893707,168000000000.0,213000000000.0,951.6224975585938,,,,,,,,,,,
2950,1987,Niger,NER,,1.0,882.0,7.0409,,532.0,641.0,2233.0,0.5253022909164429,0.6627854704856873,,,,,0.0,,0.5055603384971619,177000000000.0,262000000000.0,921.3969116210938,,,,,,,,,,,
2951,1988,Niger,NER,,1.0,914.0,7.26394,,467.0,667.0,2280.0,0.4973684251308441,0.30263158679008484,,,,,0.0,,0.4268757700920105,166000000000.0,235000000000.0,969.049072265625,,,,,,,,,,,
2952,1989,Niger,NER,,1.0,894.0,7.49329,,422.0,617.0,2180.0,0.47660550475120544,0.03669724985957146,,,,,0.0,,0.4023227393627167,164000000000.0,229000000000.0,974.7727661132812,,,,,,,,,,,
2953,1990,Niger,NER,,1.0,856.0,7.731,,533.0,728.0,2481.0,0.5082628130912781,1.6444981098175049,,,,,0.0,,0.3887297511100769,165000000000.0,217000000000.0,948.0623168945312,,,,,,,,,,,
2954,1991,Niger,NER,,1.0,849.0,7.98531,,401.0,621.0,2328.0,0.43900343775749207,0.6529209613800049,,,,,,,0.33469170331954956,159000000000.0,177000000000.0,937.4080200195312,,,,,,,,,,,
2955,1992,Niger,NER,,1.0,767.0,8.25706,,405.0,598.0,2345.0,0.42771854996681213,2.4051172733306885,,,,,,,0.32252994179725647,150000000000.0,165000000000.0,880.6682739257812,,,,,,,,,,,
2956,1993,Niger,NER,,1.0,752.0,8.54354,,337.0,498.0,1607.0,0.5196017622947693,-2.140634775161743,,,,,8.0,,0.3174470365047455,144000000000.0,167000000000.0,853.8422241210938,,,,,,,,,,,
2957,1994,Niger,NER,,1.0,756.0,8.84209,,257.0,420.0,1563.0,0.4331413805484772,-0.7229686379432678,,,,,8.0,,0.41985413432121277,159000000000.0,258000000000.0,836.7243041992188,,,,,,,,,,,
2958,1995,Niger,NER,,1.0,750.0,9.15,,321.0,457.0,1881.0,0.4136097729206085,0.38277509808540344,,,,,8.0,,0.4019433856010437,169000000000.0,239000000000.0,826.1268310546875,,,,,,,,,,,
2959,1996,Niger,NER,,1.0,750.0,9.46907,,335.0,467.0,1988.0,0.4034205377101898,1.0060361623764038,,,,,0.0,,0.40406304597854614,172000000000.0,239000000000.0,799.40478515625,,,,,,,,,,,
2960,1997,Niger,NER,,1.0,748.0,9.8011,,301.0,444.0,1846.0,0.4035753011703491,1.332611083984375,,,,,0.0,,0.38524487614631653,168671000000.0,233380000000.0,794.9136352539062,,,,,,,,,,,
2961,1998,Niger,NER,475.0,1.0,784.0,10.143379999999999,,367.0,547.0,2077.0,0.44005778431892395,0.43331727385520935,,,,,0.0,,0.4162558317184448,197523000000.0,272129000000.0,829.7276611328125,,0.07578947395086288,0.18105262517929077,0.28631579875946045,0.4231579005718231,0.6000000238418579,0.793684184551239,1.0168421268463135,1.296842098236084,1.7894736528396606,3.5431578159332275
2962,1999,Niger,NER,,1.0,751.0,10.832,,320.0,453.0,2018.0,0.3830525279045105,0.014866204932332039,,,,,4.0,,0.33379828929901123,176439000000.0,220816000000.0,845.342529296875,,,,,,,,,,,
2963,2000,Niger,NER,,1.0,730.0,11.192,,282.0,424.0,1826.0,0.38663744926452637,1.056955099105835,,,,,4.0,,0.3118656277656555,177548000000.0,219712000000.0,875.1678466796875,,,,,,,,,,,
2964,2001,,NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,2002,,NER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2966,1975,Nigeria,NGA,,1.0,1455.0,61.241,,,,27778.935546875,,1.5047372579574585,,,,,0.0,,1.0002599954605103,788000000000.0,937000000000.0,1066.417236328125,1.2069602012634277,,,,,,,,,,
2967,1976,Nigeria,NGA,,1.0,1541.0,63.04284,,,,36308.8828125,,0.9336557984352112,,,,,0.0,,1.085506796836853,786000000000.0,1050000000000.0,1022.7052001953125,1.3012468814849854,,,,,,,,,,
2968,1977,Nigeria,NGA,,1.0,1586.0,64.93122,,12936.0,13232.0,36035.40625,0.7261747121810913,1.2224088907241821,,,,,0.0,,1.527585744857788,1170000000000.0,1590000000000.0,1061.6697998046875,1.829529047012329,,,,,,,,,,
2969,1978,Nigeria,NGA,,1.0,1451.0,66.91054,,11318.0,14575.0,36527.86328125,0.7088561058044434,0.5773674249649048,,,,,0.0,,1.3164129257202148,938000000000.0,1590000000000.0,1086.333740234375,1.589251160621643,,,,,,,,,,
2970,1979,Nigeria,NGA,,1.0,1502.0,68.98288000000001,,17760.0,15253.0,47259.91015625,0.6985413432121277,0.6551007032394409,,,,,,,1.266774296760559,1400000000000.0,1410000000000.0,1214.4549560546875,1.5326988697052002,,,,,,,,,,
2971,1980,Nigeria,NGA,,1.0,1518.0,71.148,,27071.0,20014.0,64201.7890625,0.733390748500824,-1.150902509689331,,,,,8.0,,1.2838369607925415,1270000000000.0,1670000000000.0,1215.103515625,1.553977131843567,,,,,,,,,,
