year,Comp,Part,democracy_index,SSno,code
1878,3.50,0.11,0.00,70,MEX
1879,3.50,0.11,0.00,70,MEX
1880,11.30,0.13,0.01,70,MEX
1881,11.30,0.13,0.01,70,MEX
1882,11.30,0.13,0.01,70,MEX
1883,11.30,0.13,0.01,70,MEX
1884,2.80,0.15,0.00,70,MEX
1885,2.80,0.15,0.00,70,MEX
1886,2.80,0.15,0.00,70,MEX
1887,2.80,0.15,0.00,70,MEX
1888,1.00,0.10,0.00,70,MEX
1889,1.00,0.10,0.00,70,MEX
1890,1.00,0.10,0.00,70,MEX
1891,1.00,0.10,0.00,70,MEX
1892,1.00,0.10,0.00,70,MEX
1893,1.00,0.10,0.00,70,MEX
1894,1.00,0.10,0.00,70,MEX
1895,1.00,0.10,0.00,70,MEX
1896,1.00,0.10,0.00,70,MEX
1897,1.00,0.10,0.00,70,MEX
1898,1.00,0.10,0.00,70,MEX
1899,1.00,0.10,0.00,70,MEX
1900,1.00,0.10,0.00,70,MEX
1901,1.00,0.10,0.00,70,MEX
1902,1.00,0.10,0.00,70,MEX
1903,1.00,0.10,0.00,70,MEX
1904,1.00,0.10,0.00,70,MEX
1905,1.00,0.10,0.00,70,MEX
1906,1.00,0.10,0.00,70,MEX
1907,1.00,0.10,0.00,70,MEX
1908,1.00,0.10,0.00,70,MEX
1909,1.00,0.10,0.00,70,MEX
1910,1.10,0.13,0.00,70,MEX
1911,0.70,0.14,0.00,70,MEX
1912,0.70,0.14,0.00,70,MEX
1913,0.00,0.00,0.00,70,MEX
1914,0.00,0.00,0.00,70,MEX
1915,0.00,0.00,0.00,70,MEX
1916,0.00,0.00,0.00,70,MEX
1917,1.90,5.82,0.11,70,MEX
1918,1.90,5.82,0.11,70,MEX
1919,1.90,5.82,0.11,70,MEX
1920,4.20,8.47,0.36,70,MEX
1921,4.20,8.47,0.36,70,MEX
1922,4.20,8.47,0.36,70,MEX
1923,4.20,8.47,0.36,70,MEX
1924,15.90,10.66,1.70,70,MEX
1925,15.90,10.66,1.70,70,MEX
1926,15.90,10.66,1.70,70,MEX
1927,15.90,10.66,1.70,70,MEX
1928,0.00,10.43,0.00,70,MEX
1929,6.50,12.78,0.83,70,MEX
1930,6.50,12.78,0.83,70,MEX
1931,6.50,12.78,0.83,70,MEX
1932,6.50,12.78,0.83,70,MEX
1933,6.50,12.78,0.83,70,MEX
1934,1.80,12.74,0.23,70,MEX
1935,1.80,12.74,0.23,70,MEX
1936,1.80,12.74,0.23,70,MEX
1937,1.80,12.74,0.23,70,MEX
1938,1.80,12.74,0.23,70,MEX
1939,1.80,12.74,0.23,70,MEX
1940,6.10,13.22,0.81,70,MEX
1941,6.10,13.22,0.81,70,MEX
1942,6.10,13.22,0.81,70,MEX
1943,6.10,13.22,0.81,70,MEX
1944,6.10,13.22,0.81,70,MEX
1945,6.10,13.22,0.81,70,MEX
1946,22.10,9.89,2.19,70,MEX
1947,22.10,9.89,2.19,70,MEX
1948,22.10,9.89,2.19,70,MEX
1949,22.10,9.89,2.19,70,MEX
1950,22.10,9.89,2.19,70,MEX
1951,22.10,9.89,2.19,70,MEX
1952,25.70,13.11,3.37,70,MEX
1953,25.70,13.11,3.37,70,MEX
1954,25.70,13.11,3.37,70,MEX
1955,25.70,13.11,3.37,70,MEX
1956,25.70,13.11,3.37,70,MEX
1957,25.70,13.11,3.37,70,MEX
1958,9.60,22.21,2.13,70,MEX
1959,9.60,22.21,2.13,70,MEX
1960,9.60,22.21,2.13,70,MEX
1961,9.60,22.21,2.13,70,MEX
1962,9.60,22.21,2.13,70,MEX
1963,9.60,22.21,2.13,70,MEX
1964,11.20,22.84,2.56,70,MEX
1965,11.20,22.84,2.56,70,MEX
1966,11.20,22.84,2.56,70,MEX
1967,11.20,22.84,2.56,70,MEX
1968,11.20,22.84,2.56,70,MEX
1969,11.20,22.84,2.56,70,MEX
1970,15.40,27.75,4.27,70,MEX
1971,15.40,27.75,4.27,70,MEX
1972,15.40,27.75,4.27,70,MEX
1973,15.40,27.75,4.27,70,MEX
1974,15.40,27.75,4.27,70,MEX
1975,15.40,27.75,4.27,70,MEX
1976,5.60,30.08,1.68,70,MEX
1977,5.60,30.08,1.68,70,MEX
1978,5.60,30.08,1.68,70,MEX
1979,5.60,30.08,1.68,70,MEX
1980,5.60,30.08,1.68,70,MEX
1981,5.60,30.08,1.68,70,MEX
1982,25.60,30.70,7.86,70,MEX
1983,25.60,30.70,7.86,70,MEX
1984,25.60,30.70,7.86,70,MEX
1985,25.60,30.70,7.86,70,MEX
1986,25.60,30.70,7.86,70,MEX
1987,25.60,30.70,7.86,70,MEX
1988,49.30,23.14,11.41,70,MEX
1989,49.30,23.14,11.41,70,MEX
1990,49.30,23.14,11.41,70,MEX
1991,49.30,23.14,11.41,70,MEX
1992,49.30,23.14,11.41,70,MEX
1993,49.30,23.14,11.41,70,MEX
1994,51.20,37.15,19.02,70,MEX
1995,51.20,37.15,19.02,70,MEX
1996,51.20,37.15,19.02,70,MEX
1997,51.20,37.15,19.02,70,MEX
1998,51.20,37.15,19.02,70,MEX
1999,51.20,37.15,19.02,70,MEX
2000,56.60,36.71,20.78,70,MEX
1991,70.00,25.00,17.50,987,FSM
1992,70.00,25.00,17.50,987,FSM
1993,70.00,25.00,17.50,987,FSM
1994,70.00,25.00,17.50,987,FSM
1995,70.00,32.08,22.46,987,FSM
1996,70.00,32.08,22.46,987,FSM
1997,70.00,29.20,20.44,987,FSM
1998,70.00,29.20,20.44,987,FSM
1999,70.00,29.00,20.30,987,FSM
2000,70.00,29.00,20.30,987,FSM
1991,15.90,47.58,7.56,359,MLD
1992,15.90,47.58,7.56,359,MLD
1993,15.90,47.58,7.56,359,MLD
1994,29.30,40.97,12.00,359,MLD
1995,29.30,40.97,12.00,359,MLD
1996,51.40,40.18,20.65,359,MLD
1997,51.40,40.18,20.65,359,MLD
1998,53.20,41.43,22.04,359,MLD
1999,53.20,41.43,22.04,359,MLD
2000,53.20,41.43,22.04,359,MLD
1921,0.00,0.00,0.00,712,MON
1922,0.00,0.00,0.00,712,MON
1923,0.00,0.00,0.00,712,MON
1924,0.00,0.00,0.00,712,MON
1925,0.00,0.00,0.00,712,MON
1926,0.00,0.00,0.00,712,MON
1927,0.00,0.00,0.00,712,MON
1928,0.00,0.00,0.00,712,MON
1929,0.00,0.00,0.00,712,MON
1930,0.00,0.00,0.00,712,MON
1931,0.00,0.00,0.00,712,MON
1932,0.00,0.00,0.00,712,MON
1933,0.00,0.00,0.00,712,MON
1934,0.00,0.00,0.00,712,MON
1935,0.00,0.00,0.00,712,MON
1936,0.00,0.00,0.00,712,MON
1937,0.00,0.00,0.00,712,MON
1938,0.00,0.00,0.00,712,MON
1939,0.00,0.00,0.00,712,MON
1940,0.00,0.00,0.00,712,MON
1941,0.00,0.00,0.00,712,MON
1942,0.00,0.00,0.00,712,MON
1943,0.00,0.00,0.00,712,MON
1944,0.00,0.00,0.00,712,MON
1945,0.00,0.00,0.00,712,MON
1946,0.00,0.00,0.00,712,MON
1947,0.00,0.00,0.00,712,MON
1948,0.00,0.00,0.00,712,MON
1949,0.00,0.00,0.00,712,MON
1950,0.00,0.00,0.00,712,MON
1951,0.00,48.00,0.00,712,MON
1952,0.00,48.00,0.00,712,MON
1953,0.00,48.00,0.00,712,MON
1954,0.00,48.17,0.00,712,MON
1955,0.00,48.17,0.00,712,MON
1956,0.00,48.17,0.00,712,MON
1957,0.00,48.00,0.00,712,MON
1958,0.00,48.00,0.00,712,MON
1959,0.00,48.00,0.00,712,MON
1960,0.00,48.00,0.00,712,MON
1961,0.00,48.00,0.00,712,MON
1962,0.00,48.00,0.00,712,MON
1963,0.00,48.00,0.00,712,MON
1964,0.00,48.00,0.00,712,MON
1965,0.00,48.00,0.00,712,MON
1966,0.00,48.99,0.00,712,MON
1967,0.00,48.99,0.00,712,MON
1968,0.00,48.99,0.00,712,MON
1969,0.00,48.00,0.00,712,MON
1970,0.00,48.00,0.00,712,MON
1971,0.00,48.00,0.00,712,MON
1972,0.00,48.00,0.00,712,MON
1973,0.00,45.75,0.00,712,MON
1974,0.00,45.75,0.00,712,MON
1975,0.00,45.75,0.00,712,MON
1976,0.00,45.75,0.00,712,MON
1977,0.00,45.41,0.00,712,MON
1978,0.00,45.41,0.00,712,MON
1979,0.00,45.41,0.00,712,MON
1980,0.00,45.41,0.00,712,MON
1981,0.00,46.34,0.00,712,MON
1982,0.00,46.34,0.00,712,MON
1983,0.00,46.34,0.00,712,MON
1984,0.00,46.34,0.00,712,MON
1985,0.00,46.34,0.00,712,MON
1986,0.00,48.28,0.00,712,MON
1987,0.00,48.28,0.00,712,MON
1988,0.00,48.28,0.00,712,MON
1989,0.00,48.28,0.00,712,MON
1990,17.00,46.23,7.86,712,MON
1991,17.00,46.23,7.86,712,MON
1992,43.00,45.64,19.63,712,MON
1993,43.00,45.64,19.63,712,MON
1994,43.00,45.64,19.63,712,MON
1995,43.00,45.64,19.63,712,MON
1996,55.00,42.91,23.60,712,MON
1997,55.00,42.91,23.60,712,MON
1998,55.00,42.91,23.60,712,MON
1999,55.00,42.91,23.60,712,MON
2000,49.80,38.79,19.32,712,MON
1956,0.00,0.00,0.00,600,MOR
1957,0.00,0.00,0.00,600,MOR
1958,0.00,0.00,0.00,600,MOR
1959,0.00,0.00,0.00,600,MOR
1960,0.00,0.00,0.00,600,MOR
1961,0.00,0.00,0.00,600,MOR
1962,0.00,0.00,0.00,600,MOR
1963,16.30,6.58,1.07,600,MOR
1964,16.30,6.58,1.07,600,MOR
1965,0.00,0.00,0.00,600,MOR
1966,0.00,0.00,0.00,600,MOR
1967,0.00,0.00,0.00,600,MOR
1968,0.00,0.00,0.00,600,MOR
1969,0.00,0.00,0.00,600,MOR
1970,7.25,6.70,0.49,600,MOR
1971,7.25,6.70,0.49,600,MOR
1972,0.00,0.00,0.00,600,MOR
1973,0.00,0.00,0.00,600,MOR
1974,0.00,0.00,0.00,600,MOR
1975,0.00,0.00,0.00,600,MOR
1976,0.00,0.00,0.00,600,MOR
1977,13.50,6.87,0.93,600,MOR
1978,13.50,6.87,0.93,600,MOR
1979,13.50,6.87,0.93,600,MOR
1980,13.50,6.87,0.93,600,MOR
1981,13.50,6.87,0.93,600,MOR
1982,13.50,6.87,0.93,600,MOR
1983,13.50,6.87,0.93,600,MOR
1984,18.23,5.19,0.95,600,MOR
1985,18.23,5.19,0.95,600,MOR
1986,18.23,5.19,0.95,600,MOR
1987,18.23,5.19,0.95,600,MOR
1988,18.23,5.19,0.95,600,MOR
1989,18.23,5.19,0.95,600,MOR
1990,18.23,5.19,0.95,600,MOR
1991,18.23,5.19,0.95,600,MOR
1992,18.23,5.19,0.95,600,MOR
1993,19.60,5.97,1.17,600,MOR
1994,19.60,5.97,1.17,600,MOR
1995,19.60,5.97,1.17,600,MOR
1996,19.60,5.97,1.17,600,MOR
1997,34.30,11.34,3.89,600,MOR
1998,34.30,11.34,3.89,600,MOR
1999,34.30,11.34,3.89,600,MOR
2000,34.30,11.34,3.89,600,MOR
1975,0.00,0.00,0.00,541,MZM
1976,0.00,0.00,0.00,541,MZM
1977,0.00,0.00,0.00,541,MZM
1978,0.00,0.00,0.00,541,MZM
1979,0.00,0.00,0.00,541,MZM
1980,0.00,0.00,0.00,541,MZM
1981,0.00,0.00,0.00,541,MZM
1982,0.00,0.00,0.00,541,MZM
1983,0.00,0.00,0.00,541,MZM
1984,0.00,0.00,0.00,541,MZM
1985,0.00,0.00,0.00,541,MZM
1986,0.00,0.00,0.00,541,MZM
1987,0.00,0.00,0.00,541,MZM
1988,0.00,0.00,0.00,541,MZM
1989,0.00,0.00,0.00,541,MZM
1990,0.00,0.00,0.00,541,MZM
1991,0.00,0.00,0.00,541,MZM
1992,0.00,0.00,0.00,541,MZM
1993,0.00,0.00,0.00,541,MZM
1994,47.55,29.78,14.16,541,MZM
1995,47.55,29.78,14.16,541,MZM
1996,47.55,29.78,14.16,541,MZM
1997,47.55,29.78,14.16,541,MZM
1998,47.55,29.78,14.16,541,MZM
1999,47.25,22.22,10.50,541,MZM
2000,47.25,22.22,10.50,541,MZM
1990,21.35,25.49,5.44,565,NAM
1991,21.35,25.49,5.44,565,NAM
1992,21.35,25.49,5.44,565,NAM
1993,21.35,25.49,5.44,565,NAM
1994,24.90,32.52,8.10,565,NAM
1995,24.90,32.52,8.10,565,NAM
1996,24.90,32.52,8.10,565,NAM
1997,24.90,32.52,8.10,565,NAM
1998,24.90,32.52,8.10,565,NAM
1999,23.50,32.51,7.64,565,NAM
2000,23.50,32.51,7.64,565,NAM
1810,0.00,0.00,0.00,790,NEP
1811,0.00,0.00,0.00,790,NEP
1812,0.00,0.00,0.00,790,NEP
1813,0.00,0.00,0.00,790,NEP
1814,0.00,0.00,0.00,790,NEP
1815,0.00,0.00,0.00,790,NEP
1816,0.00,0.00,0.00,790,NEP
1817,0.00,0.00,0.00,790,NEP
1818,0.00,0.00,0.00,790,NEP
1819,0.00,0.00,0.00,790,NEP
1820,0.00,0.00,0.00,790,NEP
1821,0.00,0.00,0.00,790,NEP
1822,0.00,0.00,0.00,790,NEP
1823,0.00,0.00,0.00,790,NEP
1824,0.00,0.00,0.00,790,NEP
1825,0.00,0.00,0.00,790,NEP
1826,0.00,0.00,0.00,790,NEP
1827,0.00,0.00,0.00,790,NEP
1828,0.00,0.00,0.00,790,NEP
1829,0.00,0.00,0.00,790,NEP
1830,0.00,0.00,0.00,790,NEP
1831,0.00,0.00,0.00,790,NEP
1832,0.00,0.00,0.00,790,NEP
1833,0.00,0.00,0.00,790,NEP
1834,0.00,0.00,0.00,790,NEP
1835,0.00,0.00,0.00,790,NEP
1836,0.00,0.00,0.00,790,NEP
1837,0.00,0.00,0.00,790,NEP
1838,0.00,0.00,0.00,790,NEP
1839,0.00,0.00,0.00,790,NEP
1840,0.00,0.00,0.00,790,NEP
1841,0.00,0.00,0.00,790,NEP
1842,0.00,0.00,0.00,790,NEP
1843,0.00,0.00,0.00,790,NEP
1844,0.00,0.00,0.00,790,NEP
1845,0.00,0.00,0.00,790,NEP
1846,0.00,0.00,0.00,790,NEP
1847,0.00,0.00,0.00,790,NEP
1848,0.00,0.00,0.00,790,NEP
1849,0.00,0.00,0.00,790,NEP
1850,0.00,0.00,0.00,790,NEP
1851,0.00,0.00,0.00,790,NEP
1852,0.00,0.00,0.00,790,NEP
1853,0.00,0.00,0.00,790,NEP
1854,0.00,0.00,0.00,790,NEP
1855,0.00,0.00,0.00,790,NEP
1856,0.00,0.00,0.00,790,NEP
1857,0.00,0.00,0.00,790,NEP
1858,0.00,0.00,0.00,790,NEP
1859,0.00,0.00,0.00,790,NEP
1860,0.00,0.00,0.00,790,NEP
1861,0.00,0.00,0.00,790,NEP
1862,0.00,0.00,0.00,790,NEP
1863,0.00,0.00,0.00,790,NEP
1864,0.00,0.00,0.00,790,NEP
1865,0.00,0.00,0.00,790,NEP
1866,0.00,0.00,0.00,790,NEP
1867,0.00,0.00,0.00,790,NEP
1868,0.00,0.00,0.00,790,NEP
1869,0.00,0.00,0.00,790,NEP
1870,0.00,0.00,0.00,790,NEP
1871,0.00,0.00,0.00,790,NEP
1872,0.00,0.00,0.00,790,NEP
1873,0.00,0.00,0.00,790,NEP
1874,0.00,0.00,0.00,790,NEP
1875,0.00,0.00,0.00,790,NEP
1876,0.00,0.00,0.00,790,NEP
1877,0.00,0.00,0.00,790,NEP
1878,0.00,0.00,0.00,790,NEP
1879,0.00,0.00,0.00,790,NEP
1880,0.00,0.00,0.00,790,NEP
1881,0.00,0.00,0.00,790,NEP
1882,0.00,0.00,0.00,790,NEP
1883,0.00,0.00,0.00,790,NEP
1884,0.00,0.00,0.00,790,NEP
1885,0.00,0.00,0.00,790,NEP
1886,0.00,0.00,0.00,790,NEP
1887,0.00,0.00,0.00,790,NEP
1888,0.00,0.00,0.00,790,NEP
1889,0.00,0.00,0.00,790,NEP
1890,0.00,0.00,0.00,790,NEP
1891,0.00,0.00,0.00,790,NEP
1892,0.00,0.00,0.00,790,NEP
1893,0.00,0.00,0.00,790,NEP
1894,0.00,0.00,0.00,790,NEP
1895,0.00,0.00,0.00,790,NEP
1896,0.00,0.00,0.00,790,NEP
1897,0.00,0.00,0.00,790,NEP
1898,0.00,0.00,0.00,790,NEP
1899,0.00,0.00,0.00,790,NEP
1900,0.00,0.00,0.00,790,NEP
1901,0.00,0.00,0.00,790,NEP
1902,0.00,0.00,0.00,790,NEP
1903,0.00,0.00,0.00,790,NEP
1904,0.00,0.00,0.00,790,NEP
1905,0.00,0.00,0.00,790,NEP
1906,0.00,0.00,0.00,790,NEP
1907,0.00,0.00,0.00,790,NEP
1908,0.00,0.00,0.00,790,NEP
1909,0.00,0.00,0.00,790,NEP
1910,0.00,0.00,0.00,790,NEP
1911,0.00,0.00,0.00,790,NEP
1912,0.00,0.00,0.00,790,NEP
1913,0.00,0.00,0.00,790,NEP
1914,0.00,0.00,0.00,790,NEP
1915,0.00,0.00,0.00,790,NEP
1916,0.00,0.00,0.00,790,NEP
1917,0.00,0.00,0.00,790,NEP
1918,0.00,0.00,0.00,790,NEP
1919,0.00,0.00,0.00,790,NEP
1920,0.00,0.00,0.00,790,NEP
1921,0.00,0.00,0.00,790,NEP
1922,0.00,0.00,0.00,790,NEP
1923,0.00,0.00,0.00,790,NEP
1924,0.00,0.00,0.00,790,NEP
1925,0.00,0.00,0.00,790,NEP
1926,0.00,0.00,0.00,790,NEP
1927,0.00,0.00,0.00,790,NEP
1928,0.00,0.00,0.00,790,NEP
1929,0.00,0.00,0.00,790,NEP
1930,0.00,0.00,0.00,790,NEP
1931,0.00,0.00,0.00,790,NEP
1932,0.00,0.00,0.00,790,NEP
1933,0.00,0.00,0.00,790,NEP
1934,0.00,0.00,0.00,790,NEP
1935,0.00,0.00,0.00,790,NEP
1936,0.00,0.00,0.00,790,NEP
1937,0.00,0.00,0.00,790,NEP
1938,0.00,0.00,0.00,790,NEP
1939,0.00,0.00,0.00,790,NEP
1940,0.00,0.00,0.00,790,NEP
1941,0.00,0.00,0.00,790,NEP
1942,0.00,0.00,0.00,790,NEP
1943,0.00,0.00,0.00,790,NEP
1944,0.00,0.00,0.00,790,NEP
1945,0.00,0.00,0.00,790,NEP
1946,0.00,0.00,0.00,790,NEP
1947,0.00,0.00,0.00,790,NEP
1948,0.00,0.00,0.00,790,NEP
1949,0.00,0.00,0.00,790,NEP
1950,0.00,0.00,0.00,790,NEP
1951,0.00,0.00,0.00,790,NEP
1952,0.00,0.00,0.00,790,NEP
1953,0.00,0.00,0.00,790,NEP
1954,0.00,0.00,0.00,790,NEP
1955,0.00,0.00,0.00,790,NEP
1956,0.00,0.00,0.00,790,NEP
1957,0.00,0.00,0.00,790,NEP
1958,0.00,0.00,0.00,790,NEP
1959,31.40,9.90,3.11,790,NEP
1960,0.00,0.00,0.00,790,NEP
1961,0.00,0.00,0.00,790,NEP
1962,0.00,0.00,0.00,790,NEP
1963,0.00,0.00,0.00,790,NEP
1964,0.00,0.00,0.00,790,NEP
1965,0.00,0.00,0.00,790,NEP
1966,0.00,0.00,0.00,790,NEP
1967,0.00,0.00,0.00,790,NEP
1968,0.00,0.00,0.00,790,NEP
1969,0.00,0.00,0.00,790,NEP
1970,0.00,0.00,0.00,790,NEP
1971,0.00,0.00,0.00,790,NEP
1972,0.00,0.00,0.00,790,NEP
1973,0.00,0.00,0.00,790,NEP
1974,0.00,0.00,0.00,790,NEP
1975,0.00,0.00,0.00,790,NEP
1976,0.00,0.00,0.00,790,NEP
1977,0.00,0.00,0.00,790,NEP
1978,0.00,0.00,0.00,790,NEP
1979,0.00,0.00,0.00,790,NEP
1980,0.00,0.00,0.00,790,NEP
1981,0.00,12.94,0.00,790,NEP
1982,0.00,12.94,0.00,790,NEP
1983,0.00,12.94,0.00,790,NEP
1984,0.00,12.94,0.00,790,NEP
1985,0.00,12.94,0.00,790,NEP
1986,0.00,15.17,0.00,790,NEP
1987,0.00,15.17,0.00,790,NEP
1988,0.00,15.17,0.00,790,NEP
1989,0.00,15.17,0.00,790,NEP
1990,31.00,18.07,5.60,790,NEP
1991,46.50,27.11,12.61,790,NEP
1992,46.50,27.11,12.61,790,NEP
1993,46.50,27.11,12.61,790,NEP
1994,49.95,26.50,13.24,790,NEP
1995,49.95,26.50,13.24,790,NEP
1996,49.95,26.50,13.24,790,NEP
1997,49.95,26.50,13.24,790,NEP
1998,49.95,26.50,13.24,790,NEP
1999,34.35,26.69,9.17,790,NEP
2000,34.35,26.69,9.17,790,NEP
1815,0.00,0.00,0.00,210,NTH
1816,0.00,0.00,0.00,210,NTH
1817,0.00,0.00,0.00,210,NTH
1818,0.00,0.00,0.00,210,NTH
1819,0.00,0.00,0.00,210,NTH
1820,0.00,0.00,0.00,210,NTH
1821,0.00,0.00,0.00,210,NTH
1822,0.00,0.00,0.00,210,NTH
1823,0.00,0.00,0.00,210,NTH
1824,0.00,0.00,0.00,210,NTH
1825,0.00,0.00,0.00,210,NTH
1826,0.00,0.00,0.00,210,NTH
1827,0.00,0.00,0.00,210,NTH
1828,0.00,0.00,0.00,210,NTH
1829,0.00,0.00,0.00,210,NTH
1830,0.00,0.00,0.00,210,NTH
1831,0.00,0.00,0.00,210,NTH
1832,0.00,0.00,0.00,210,NTH
1833,0.00,0.00,0.00,210,NTH
1834,0.00,0.00,0.00,210,NTH
1835,0.00,0.00,0.00,210,NTH
1836,0.00,0.00,0.00,210,NTH
1837,0.00,0.00,0.00,210,NTH
1838,0.00,0.00,0.00,210,NTH
1839,0.00,0.00,0.00,210,NTH
1840,0.00,0.00,0.00,210,NTH
1841,0.00,0.00,0.00,210,NTH
1842,0.00,0.00,0.00,210,NTH
1843,0.00,0.00,0.00,210,NTH
1844,0.00,0.00,0.00,210,NTH
1845,0.00,0.00,0.00,210,NTH
1846,0.00,0.00,0.00,210,NTH
1847,0.00,0.00,0.00,210,NTH
1848,0.00,0.00,0.00,210,NTH
1849,0.00,0.00,0.00,210,NTH
1850,27.95,1.00,0.28,210,NTH
1851,27.95,1.00,0.28,210,NTH
1852,27.95,1.00,0.28,210,NTH
1853,30.15,1.00,0.30,210,NTH
1854,31.60,1.00,0.32,210,NTH
1855,31.60,1.00,0.32,210,NTH
1856,31.60,1.00,0.32,210,NTH
1857,31.60,1.00,0.32,210,NTH
1858,32.35,1.00,0.32,210,NTH
1859,32.35,1.00,0.32,210,NTH
1860,32.35,1.00,0.32,210,NTH
1861,32.35,1.00,0.32,210,NTH
1862,29.85,1.00,0.30,210,NTH
1863,29.85,1.00,0.30,210,NTH
1864,29.85,1.00,0.30,210,NTH
1865,29.85,1.00,0.30,210,NTH
1866,30.00,1.00,0.30,210,NTH
1867,30.00,1.00,0.30,210,NTH
1868,51.30,2.00,1.03,210,NTH
1869,51.30,2.00,1.03,210,NTH
1870,51.30,2.00,1.03,210,NTH
1871,51.30,2.00,1.03,210,NTH
1872,51.30,2.00,1.03,210,NTH
1873,52.50,2.00,1.05,210,NTH
1874,52.50,2.00,1.05,210,NTH
1875,52.50,2.00,1.05,210,NTH
1876,52.50,2.00,1.05,210,NTH
1877,42.50,2.00,0.85,210,NTH
1878,42.50,2.00,0.85,210,NTH
1879,42.50,2.00,0.85,210,NTH
1880,42.50,2.00,0.85,210,NTH
1881,42.50,2.00,0.85,210,NTH
1882,42.50,2.00,0.85,210,NTH
1883,42.50,2.00,0.85,210,NTH
1884,44.20,2.00,0.88,210,NTH
1885,44.20,2.00,0.88,210,NTH
1886,44.20,2.00,0.88,210,NTH
1887,44.20,2.00,0.88,210,NTH
1888,59.30,5.30,3.14,210,NTH
1889,59.30,5.30,3.14,210,NTH
1890,59.30,5.30,3.14,210,NTH
1891,57.80,4.46,2.58,210,NTH
1892,57.80,4.46,2.58,210,NTH
1893,57.80,4.46,2.58,210,NTH
1894,50.20,3.45,1.73,210,NTH
1895,50.20,3.45,1.73,210,NTH
1896,50.20,3.45,1.73,210,NTH
1897,69.50,8.33,5.79,210,NTH
1898,69.50,8.33,5.79,210,NTH
1899,69.50,8.33,5.79,210,NTH
1900,69.50,8.33,5.79,210,NTH
1901,70.00,7.41,5.18,210,NTH
1902,70.00,7.41,5.18,210,NTH
1903,70.00,7.41,5.18,210,NTH
1904,70.00,7.41,5.18,210,NTH
1905,70.00,10.51,7.36,210,NTH
1906,70.00,10.51,7.36,210,NTH
1907,70.00,10.51,7.36,210,NTH
1908,70.00,10.51,7.36,210,NTH
1909,70.00,10.28,7.20,210,NTH
1910,70.00,10.28,7.20,210,NTH
1911,70.00,10.28,7.20,210,NTH
1912,70.00,10.28,7.20,210,NTH
1913,70.00,12.72,8.90,210,NTH
1914,70.00,12.72,8.90,210,NTH
1915,70.00,12.72,8.90,210,NTH
1916,70.00,12.72,8.90,210,NTH
1917,70.00,12.72,8.90,210,NTH
1918,70.00,20.35,14.25,210,NTH
1919,70.00,20.35,14.25,210,NTH
1920,70.00,20.35,14.25,210,NTH
1921,70.00,20.35,14.25,210,NTH
1922,70.00,41.66,29.16,210,NTH
1923,70.00,41.66,29.16,210,NTH
1924,70.00,41.66,29.16,210,NTH
1925,70.00,41.89,29.33,210,NTH
1926,70.00,41.89,29.33,210,NTH
1927,70.00,41.89,29.33,210,NTH
1928,70.00,41.89,29.33,210,NTH
1929,70.00,43.43,30.40,210,NTH
1930,70.00,43.43,30.40,210,NTH
1931,70.00,43.43,30.40,210,NTH
1932,70.00,43.43,30.40,210,NTH
1933,70.00,45.18,31.63,210,NTH
1934,70.00,45.18,31.63,210,NTH
1935,70.00,45.18,31.63,210,NTH
1936,70.00,45.18,31.63,210,NTH
1937,70.00,47.20,33.04,210,NTH
1938,70.00,47.20,33.04,210,NTH
1939,70.00,47.20,33.04,210,NTH
1945,70.00,47.20,33.04,210,NTH
1946,69.20,50.52,34.96,210,NTH
1947,69.20,50.52,34.96,210,NTH
1948,69.00,50.34,34.73,210,NTH
1949,69.00,50.34,34.73,210,NTH
1950,69.00,50.34,34.73,210,NTH
1951,69.00,50.34,34.73,210,NTH
1952,70.00,51.40,35.98,210,NTH
1953,70.00,51.40,35.98,210,NTH
1954,70.00,51.40,35.98,210,NTH
1955,70.00,51.40,35.98,210,NTH
1956,67.30,52.60,35.40,210,NTH
1957,67.30,52.60,35.40,210,NTH
1958,67.30,52.60,35.40,210,NTH
1959,68.40,52.86,36.16,210,NTH
1960,68.40,52.86,36.16,210,NTH
1961,68.40,52.86,36.16,210,NTH
1962,68.40,52.86,36.16,210,NTH
1963,68.10,52.29,35.61,210,NTH
1964,68.10,52.29,35.61,210,NTH
1965,68.10,52.29,35.61,210,NTH
1966,68.10,52.29,35.61,210,NTH
1967,70.00,54.59,38.21,210,NTH
1968,70.00,54.59,38.21,210,NTH
1969,70.00,54.59,38.21,210,NTH
1970,70.00,54.59,38.21,210,NTH
1971,70.00,47.90,33.53,210,NTH
1972,70.00,55.47,38.83,210,NTH
1973,70.00,55.47,38.83,210,NTH
1974,70.00,55.47,38.83,210,NTH
1975,70.00,55.47,38.83,210,NTH
1976,70.00,55.47,38.83,210,NTH
1977,66.20,60.05,39.76,210,NTH
1978,66.20,60.05,39.76,210,NTH
1979,66.20,60.05,39.76,210,NTH
1980,66.20,60.05,39.76,210,NTH
1981,69.20,60.99,42.21,210,NTH
1982,69.70,57.50,40.08,210,NTH
1983,69.70,57.50,40.08,210,NTH
1984,69.70,57.50,40.08,210,NTH
1985,69.70,57.50,40.08,210,NTH
1986,65.40,62.67,40.99,210,NTH
1987,65.40,62.67,40.99,210,NTH
1988,65.40,62.67,40.99,210,NTH
1989,64.70,59.88,38.74,210,NTH
1990,64.70,59.88,38.74,210,NTH
1991,64.70,59.88,38.74,210,NTH
1992,64.70,59.88,38.74,210,NTH
