year,Comp,Part,democracy_index,SSno,code
1919,0.00,0.00,0.00,700,AFG
1920,0.00,0.00,0.00,700,AFG
1921,0.00,0.00,0.00,700,AFG
1922,0.00,0.00,0.00,700,AFG
1923,0.00,0.00,0.00,700,AFG
1924,0.00,0.00,0.00,700,AFG
1925,0.00,0.00,0.00,700,AFG
1926,0.00,0.00,0.00,700,AFG
1927,0.00,0.00,0.00,700,AFG
1928,0.00,0.00,0.00,700,AFG
1929,0.00,0.00,0.00,700,AFG
1930,0.00,0.00,0.00,700,AFG
1931,0.00,0.00,0.00,700,AFG
1932,0.00,0.00,0.00,700,AFG
1933,0.00,0.00,0.00,700,AFG
1934,0.00,0.00,0.00,700,AFG
1935,0.00,0.00,0.00,700,AFG
1936,0.00,0.00,0.00,700,AFG
1937,0.00,0.00,0.00,700,AFG
1938,0.00,0.00,0.00,700,AFG
1939,0.00,0.00,0.00,700,AFG
1940,0.00,0.00,0.00,700,AFG
1941,0.00,0.00,0.00,700,AFG
1942,0.00,0.00,0.00,700,AFG
1943,0.00,0.00,0.00,700,AFG
1944,0.00,0.00,0.00,700,AFG
1945,0.00,0.00,0.00,700,AFG
1946,0.00,0.00,0.00,700,AFG
1947,0.00,0.00,0.00,700,AFG
1948,0.00,0.00,0.00,700,AFG
1949,0.00,0.00,0.00,700,AFG
1950,0.00,0.00,0.00,700,AFG
1951,0.00,0.00,0.00,700,AFG
1952,0.00,0.00,0.00,700,AFG
1953,0.00,0.00,0.00,700,AFG
1954,0.00,0.00,0.00,700,AFG
1955,0.00,0.00,0.00,700,AFG
1956,0.00,0.00,0.00,700,AFG
1957,0.00,0.00,0.00,700,AFG
1958,0.00,0.00,0.00,700,AFG
1959,0.00,0.00,0.00,700,AFG
1960,0.00,0.00,0.00,700,AFG
1961,0.00,0.00,0.00,700,AFG
1962,0.00,0.00,0.00,700,AFG
1963,0.00,0.00,0.00,700,AFG
1964,0.00,0.00,0.00,700,AFG
1965,0.00,1.00,0.00,700,AFG
1966,0.00,1.00,0.00,700,AFG
1967,0.00,1.00,0.00,700,AFG
1968,0.00,1.00,0.00,700,AFG
1969,0.00,4.54,0.00,700,AFG
1970,0.00,4.54,0.00,700,AFG
1971,0.00,4.54,0.00,700,AFG
1972,0.00,4.54,0.00,700,AFG
1973,0.00,0.00,0.00,700,AFG
1974,0.00,0.00,0.00,700,AFG
1975,0.00,0.00,0.00,700,AFG
1976,0.00,0.00,0.00,700,AFG
1977,0.00,0.00,0.00,700,AFG
1978,0.00,0.00,0.00,700,AFG
1979,0.00,0.00,0.00,700,AFG
1980,0.00,0.00,0.00,700,AFG
1981,0.00,0.00,0.00,700,AFG
1982,0.00,0.00,0.00,700,AFG
1983,0.00,0.00,0.00,700,AFG
1984,0.00,0.00,0.00,700,AFG
1985,0.00,0.00,0.00,700,AFG
1986,0.00,0.00,0.00,700,AFG
1987,0.00,0.00,0.00,700,AFG
1988,0.00,0.00,0.00,700,AFG
1989,0.00,0.00,0.00,700,AFG
1990,0.00,0.00,0.00,700,AFG
1991,0.00,0.00,0.00,700,AFG
1992,0.00,0.00,0.00,700,AFG
1993,0.00,0.00,0.00,700,AFG
1994,0.00,0.00,0.00,700,AFG
1995,0.00,0.00,0.00,700,AFG
1996,0.00,0.00,0.00,700,AFG
1997,0.00,0.00,0.00,700,AFG
1998,0.00,0.00,0.00,700,AFG
1999,0.00,0.00,0.00,700,AFG
2000,0.00,0.00,0.00,700,AFG
1914,0.00,0.00,0.00,339,ALB
1915,0.00,0.00,0.00,339,ALB
1916,0.00,0.00,0.00,339,ALB
1917,0.00,0.00,0.00,339,ALB
1918,0.00,0.00,0.00,339,ALB
1919,0.00,0.00,0.00,339,ALB
1920,0.00,0.00,0.00,339,ALB
1921,62.00,0.00,0.00,339,ALB
1922,62.00,0.00,0.00,339,ALB
1923,58.00,0.00,0.00,339,ALB
1924,0.00,0.00,0.00,339,ALB
1925,0.00,0.00,0.00,339,ALB
1926,0.00,0.00,0.00,339,ALB
1927,0.00,0.00,0.00,339,ALB
1928,0.00,0.00,0.00,339,ALB
1929,0.00,0.00,0.00,339,ALB
1930,0.00,0.00,0.00,339,ALB
1931,0.00,0.00,0.00,339,ALB
1932,0.00,0.00,0.00,339,ALB
1933,0.00,0.00,0.00,339,ALB
1934,0.00,0.00,0.00,339,ALB
1935,0.00,0.00,0.00,339,ALB
1936,0.00,0.00,0.00,339,ALB
1937,0.00,0.00,0.00,339,ALB
1938,0.00,0.00,0.00,339,ALB
1944,0.00,0.00,0.00,339,ALB
1945,6.80,48.86,3.32,339,ALB
1946,6.80,48.86,3.32,339,ALB
1947,6.80,48.86,3.32,339,ALB
1948,6.80,48.86,3.32,339,ALB
1949,6.80,48.86,3.32,339,ALB
1950,1.80,52.26,0.94,339,ALB
1951,1.80,52.26,0.94,339,ALB
1952,1.80,52.26,0.94,339,ALB
1953,1.80,52.26,0.94,339,ALB
1954,0.10,52.38,0.05,339,ALB
1955,0.10,52.38,0.05,339,ALB
1956,0.10,52.38,0.05,339,ALB
1957,0.10,52.38,0.05,339,ALB
1958,0.00,52.19,0.00,339,ALB
1959,0.00,52.19,0.00,339,ALB
1960,0.00,52.19,0.00,339,ALB
1961,0.00,52.19,0.00,339,ALB
1962,0.00,52.04,0.00,339,ALB
1963,0.00,52.04,0.00,339,ALB
1964,0.00,52.04,0.00,339,ALB
1965,0.00,52.04,0.00,339,ALB
1966,0.00,51.21,0.00,339,ALB
1967,0.00,51.21,0.00,339,ALB
1968,0.00,51.21,0.00,339,ALB
1969,0.00,51.21,0.00,339,ALB
1970,0.00,50.56,0.00,339,ALB
1971,0.00,50.56,0.00,339,ALB
1972,0.00,50.56,0.00,339,ALB
1973,0.00,50.56,0.00,339,ALB
1974,0.00,52.68,0.00,339,ALB
1975,0.00,52.68,0.00,339,ALB
1976,0.00,52.68,0.00,339,ALB
1977,0.00,52.68,0.00,339,ALB
1978,0.00,55.03,0.00,339,ALB
1979,0.00,55.03,0.00,339,ALB
1980,0.00,55.03,0.00,339,ALB
1981,0.00,55.03,0.00,339,ALB
1982,0.00,58.50,0.00,339,ALB
1983,0.00,58.50,0.00,339,ALB
1984,0.00,58.50,0.00,339,ALB
1985,0.00,58.50,0.00,339,ALB
1986,0.00,58.50,0.00,339,ALB
1987,0.00,59.51,0.00,339,ALB
1988,0.00,59.51,0.00,339,ALB
1989,0.00,59.51,0.00,339,ALB
1990,0.00,59.51,0.00,339,ALB
1991,43.80,60.33,26.42,339,ALB
1992,37.70,54.42,20.51,339,ALB
1993,37.70,54.42,20.51,339,ALB
1994,37.70,54.42,20.51,339,ALB
1995,37.70,54.42,20.51,339,ALB
1996,44.50,50.73,22.58,339,ALB
1997,34.80,34.46,11.99,339,ALB
1998,34.80,34.46,11.99,339,ALB
1999,34.80,34.46,11.99,339,ALB
2000,34.80,34.46,11.99,339,ALB
1962,0.00,48.57,0.00,615,ALG
1963,0.40,51.99,0.21,615,ALG
1964,0.40,51.99,0.21,615,ALG
1965,0.00,0.00,0.00,615,ALG
1966,0.00,0.00,0.00,615,ALG
1967,0.00,0.00,0.00,615,ALG
1968,0.00,0.00,0.00,615,ALG
1969,0.00,0.00,0.00,615,ALG
1970,0.00,0.00,0.00,615,ALG
1971,0.00,0.00,0.00,615,ALG
1972,0.00,0.00,0.00,615,ALG
1973,0.00,0.00,0.00,615,ALG
1974,0.00,0.00,0.00,615,ALG
1975,0.00,0.00,0.00,615,ALG
1976,0.70,43.44,0.30,615,ALG
1977,0.70,43.44,0.30,615,ALG
1978,0.70,43.44,0.30,615,ALG
1979,0.70,41.37,0.29,615,ALG
1980,0.70,41.37,0.29,615,ALG
1981,0.70,41.37,0.29,615,ALG
1982,0.70,41.37,0.29,615,ALG
1983,0.70,41.37,0.29,615,ALG
1984,4.60,43.46,2.00,615,ALG
1985,4.60,43.46,2.00,615,ALG
1986,4.60,43.46,2.00,615,ALG
1987,4.60,43.46,2.00,615,ALG
1988,6.70,47.93,3.21,615,ALG
1989,6.70,47.93,3.21,615,ALG
1990,6.70,47.93,3.21,615,ALG
1991,6.70,47.93,3.21,615,ALG
1992,0.00,0.00,0.00,615,ALG
1993,0.00,0.00,0.00,615,ALG
1994,0.00,0.00,0.00,615,ALG
1995,38.70,40.70,15.75,615,ALG
1996,38.70,40.70,15.75,615,ALG
1997,52.50,37.96,19.93,615,ALG
1998,52.50,37.96,19.93,615,ALG
1999,46.25,33.82,15.64,615,ALG
2000,46.25,33.82,15.64,615,ALG
1975,0.00,0.00,0.00,540,ANG
1976,0.00,0.00,0.00,540,ANG
1977,0.00,0.00,0.00,540,ANG
1978,0.00,0.00,0.00,540,ANG
1979,0.00,0.00,0.00,540,ANG
1980,0.00,0.00,0.00,540,ANG
1981,0.00,0.00,0.00,540,ANG
1982,0.00,0.00,0.00,540,ANG
1983,0.00,0.00,0.00,540,ANG
1984,0.00,0.00,0.00,540,ANG
1985,0.00,0.00,0.00,540,ANG
1986,0.00,0.00,0.00,540,ANG
1987,0.00,0.00,0.00,540,ANG
1988,0.00,0.00,0.00,540,ANG
1989,0.00,0.00,0.00,540,ANG
1990,0.00,0.00,0.00,540,ANG
1991,0.00,0.00,0.00,540,ANG
1992,0.00,0.00,0.00,540,ANG
1993,0.00,0.00,0.00,540,ANG
1994,0.00,0.00,0.00,540,ANG
1995,0.00,0.00,0.00,540,ANG
1996,0.00,0.00,0.00,540,ANG
1997,0.00,0.00,0.00,540,ANG
1998,0.00,0.00,0.00,540,ANG
1999,0.00,0.00,0.00,540,ANG
2000,0.00,0.00,0.00,540,ANG
1981,42.00,29.71,12.48,58,AAB
1982,42.00,29.71,12.48,58,AAB
1983,42.00,29.71,12.48,58,AAB
1984,32.50,24.33,7.91,58,AAB
1985,32.50,24.33,7.91,58,AAB
1986,32.50,24.33,7.91,58,AAB
1987,32.50,24.33,7.91,58,AAB
1988,32.50,24.33,7.91,58,AAB
1989,34.00,31.75,10.79,58,AAB
1990,34.00,31.75,10.79,58,AAB
1991,34.00,31.75,10.79,58,AAB
1992,34.00,31.75,10.79,58,AAB
1993,34.00,31.75,10.79,58,AAB
1994,45.60,41.08,18.73,58,AAB
1995,45.60,41.08,18.73,58,AAB
1996,45.60,41.08,18.73,58,AAB
1997,45.60,41.08,18.73,58,AAB
1998,45.60,41.08,18.73,58,AAB
1999,47.40,51.51,24.41,58,AAB
2000,47.40,51.51,24.41,58,AAB
1816,0.00,0.00,0.00,160,ARG
1817,0.00,0.00,0.00,160,ARG
1818,0.00,0.00,0.00,160,ARG
1819,0.00,0.00,0.00,160,ARG
1820,0.00,0.00,0.00,160,ARG
1821,0.00,0.00,0.00,160,ARG
1822,0.00,0.00,0.00,160,ARG
1823,0.00,0.00,0.00,160,ARG
1824,0.00,0.00,0.00,160,ARG
1825,0.00,0.00,0.00,160,ARG
1826,0.00,0.00,0.00,160,ARG
1827,0.00,0.00,0.00,160,ARG
1828,0.00,0.00,0.00,160,ARG
1829,0.00,0.00,0.00,160,ARG
1830,0.00,0.00,0.00,160,ARG
1831,0.00,0.00,0.00,160,ARG
1832,0.00,0.00,0.00,160,ARG
1833,0.00,0.00,0.00,160,ARG
1834,0.00,0.00,0.00,160,ARG
1835,0.00,0.00,0.00,160,ARG
1836,0.00,0.00,0.00,160,ARG
1837,0.00,0.00,0.00,160,ARG
1838,0.00,0.00,0.00,160,ARG
1839,0.00,0.00,0.00,160,ARG
1840,0.00,0.00,0.00,160,ARG
1841,0.00,0.00,0.00,160,ARG
1842,0.00,0.00,0.00,160,ARG
1843,0.00,0.00,0.00,160,ARG
1844,0.00,0.00,0.00,160,ARG
1845,0.00,0.00,0.00,160,ARG
1846,0.00,0.00,0.00,160,ARG
1847,0.00,0.00,0.00,160,ARG
1848,0.00,0.00,0.00,160,ARG
1849,0.00,0.00,0.00,160,ARG
1850,0.00,0.00,0.00,160,ARG
1851,0.00,0.00,0.00,160,ARG
1852,0.00,0.00,0.00,160,ARG
1853,9.40,1.00,0.09,160,ARG
1854,9.40,1.00,0.09,160,ARG
1855,9.40,1.00,0.09,160,ARG
1856,9.40,1.00,0.09,160,ARG
1857,9.40,1.00,0.09,160,ARG
1858,9.40,1.00,0.09,160,ARG
1859,10.00,1.00,0.10,160,ARG
1860,10.00,1.00,0.10,160,ARG
1861,0.00,0.00,0.00,160,ARG
1862,0.00,1.00,0.00,160,ARG
1863,0.00,1.00,0.00,160,ARG
1864,0.00,1.00,0.00,160,ARG
1865,0.00,1.00,0.00,160,ARG
1866,0.00,1.00,0.00,160,ARG
1867,0.00,1.00,0.00,160,ARG
1868,37.80,1.00,0.38,160,ARG
1869,37.80,1.00,0.38,160,ARG
1870,37.80,1.00,0.38,160,ARG
1871,37.80,1.00,0.38,160,ARG
1872,37.80,1.00,0.38,160,ARG
1873,37.80,1.00,0.38,160,ARG
1874,49.50,1.19,0.59,160,ARG
1875,49.50,1.19,0.59,160,ARG
1876,49.50,1.19,0.59,160,ARG
1877,49.50,1.19,0.59,160,ARG
1878,49.50,1.19,0.59,160,ARG
1879,49.50,1.19,0.59,160,ARG
1880,31.10,2.00,0.62,160,ARG
1881,31.10,2.00,0.62,160,ARG
1882,31.10,2.00,0.62,160,ARG
1883,31.10,2.00,0.62,160,ARG
1884,31.10,2.00,0.62,160,ARG
1885,31.10,2.00,0.62,160,ARG
1886,21.10,2.00,0.42,160,ARG
1887,21.10,2.00,0.42,160,ARG
1888,21.10,2.00,0.42,160,ARG
1889,21.10,2.00,0.42,160,ARG
1890,21.10,2.00,0.42,160,ARG
1891,21.10,2.00,0.42,160,ARG
1892,2.30,2.00,0.05,160,ARG
1893,2.30,2.00,0.05,160,ARG
1894,2.30,2.00,0.05,160,ARG
1895,2.30,2.00,0.05,160,ARG
1896,2.30,2.00,0.05,160,ARG
1897,2.30,2.00,0.05,160,ARG
1898,14.90,2.00,0.30,160,ARG
1899,14.90,2.00,0.30,160,ARG
1900,14.90,2.00,0.30,160,ARG
1901,14.90,2.00,0.30,160,ARG
1902,14.90,2.00,0.30,160,ARG
1903,14.90,2.00,0.30,160,ARG
1904,18.70,2.00,0.37,160,ARG
1905,18.70,2.00,0.37,160,ARG
1906,18.70,2.00,0.37,160,ARG
1907,18.70,2.00,0.37,160,ARG
1908,18.70,2.00,0.37,160,ARG
1909,18.70,2.00,0.37,160,ARG
1910,0.00,0.00,0.00,160,ARG
1911,0.00,0.00,0.00,160,ARG
1912,0.00,0.00,0.00,160,ARG
1913,0.00,0.00,0.00,160,ARG
1914,0.00,0.00,0.00,160,ARG
1915,0.00,0.00,0.00,160,ARG
1916,48.50,8.82,4.28,160,ARG
1917,48.50,8.82,4.28,160,ARG
1918,48.50,8.82,4.28,160,ARG
1919,48.50,8.82,4.28,160,ARG
1920,48.50,8.82,4.28,160,ARG
1921,48.50,8.82,4.28,160,ARG
1922,44.30,8.79,3.89,160,ARG
1923,44.30,8.79,3.89,160,ARG
1924,44.30,8.79,3.89,160,ARG
1925,44.30,8.79,3.89,160,ARG
1926,44.30,8.79,3.89,160,ARG
1927,44.30,8.79,3.89,160,ARG
1928,42.60,12.96,5.52,160,ARG
1929,42.60,12.96,5.52,160,ARG
1930,0.00,0.00,0.00,160,ARG
1931,36.20,11.14,4.03,160,ARG
1932,36.20,11.14,4.03,160,ARG
1933,36.20,11.14,4.03,160,ARG
1934,36.20,11.14,4.03,160,ARG
1935,36.20,11.14,4.03,160,ARG
1936,36.20,11.14,4.03,160,ARG
1937,42.60,14.18,6.04,160,ARG
1938,42.60,14.18,6.04,160,ARG
1939,42.60,14.18,6.04,160,ARG
1940,42.60,14.18,6.04,160,ARG
1941,42.60,14.18,6.04,160,ARG
1942,42.60,14.18,6.04,160,ARG
1943,0.00,0.00,0.00,160,ARG
1944,0.00,0.00,0.00,160,ARG
1945,0.00,0.00,0.00,160,ARG
1946,44.80,17.19,7.70,160,ARG
1947,44.80,17.19,7.70,160,ARG
1948,44.80,17.19,7.70,160,ARG
1949,44.80,17.19,7.70,160,ARG
1950,44.80,17.19,7.70,160,ARG
1951,36.40,42.64,15.52,160,ARG
1952,36.40,42.64,15.52,160,ARG
1953,36.40,42.64,15.52,160,ARG
1954,36.40,42.64,15.52,160,ARG
1955,0.00,0.00,0.00,160,ARG
1956,0.00,0.00,0.00,160,ARG
1957,0.00,0.00,0.00,160,ARG
1958,55.10,45.11,24.86,160,ARG
1959,55.10,45.11,24.86,160,ARG
1960,55.10,45.11,24.86,160,ARG
1961,55.10,45.11,24.86,160,ARG
1962,0.00,0.00,0.00,160,ARG
1963,70.00,42.64,29.85,160,ARG
1964,70.00,42.64,29.85,160,ARG
1965,70.00,42.64,29.85,160,ARG
1966,0.00,0.00,0.00,160,ARG
1967,0.00,0.00,0.00,160,ARG
1968,0.00,0.00,0.00,160,ARG
1969,0.00,0.00,0.00,160,ARG
1970,0.00,0.00,0.00,160,ARG
1971,0.00,0.00,0.00,160,ARG
1972,0.00,0.00,0.00,160,ARG
1973,38.20,48.86,18.66,160,ARG
1974,38.20,48.86,18.66,160,ARG
1975,38.20,48.86,18.66,160,ARG
1976,0.00,0.00,0.00,160,ARG
1977,0.00,0.00,0.00,160,ARG
1978,0.00,0.00,0.00,160,ARG
1979,0.00,0.00,0.00,160,ARG
1980,0.00,0.00,0.00,160,ARG
1981,0.00,0.00,0.00,160,ARG
1982,0.00,0.00,0.00,160,ARG
1983,48.20,49.88,24.04,160,ARG
1984,48.20,49.88,24.04,160,ARG
1985,48.20,49.88,24.04,160,ARG
1986,48.20,49.88,24.04,160,ARG
1987,48.20,49.88,24.04,160,ARG
1988,48.20,49.88,24.04,160,ARG
1989,52.00,51.69,26.88,160,ARG
1990,52.00,51.69,26.88,160,ARG
1991,52.00,51.69,26.88,160,ARG
1992,52.00,51.69,26.88,160,ARG
1993,52.00,51.69,26.88,160,ARG
1994,52.00,51.69,26.88,160,ARG
1995,50.20,50.31,25.25,160,ARG
1996,50.20,50.31,25.25,160,ARG
1997,50.20,50.31,25.25,160,ARG
1998,50.20,50.31,25.25,160,ARG
1999,51.50,50.74,26.13,160,ARG
2000,51.50,50.74,26.13,160,ARG
1991,41.00,40.00,16.40,371,ARM
1992,41.00,40.00,16.40,371,ARM
1993,41.00,40.00,16.40,371,ARM
1994,41.00,40.00,16.40,371,ARM
1995,37.15,36.18,13.44,371,ARM
1996,53.00,32.88,17.43,371,ARM
1997,53.00,32.88,17.43,371,ARM
1998,49.20,37.98,18.69,371,ARM
1999,46.90,37.65,17.66,371,ARM
2000,46.90,37.65,17.66,371,ARM
1901,56.40,11.29,6.37,900,AUL
1902,56.40,11.29,6.37,900,AUL
1903,65.60,18.42,12.09,900,AUL
1904,65.60,18.42,12.09,900,AUL
1905,65.60,18.42,12.09,900,AUL
1906,61.80,23.07,14.25,900,AUL
1907,61.80,23.07,14.25,900,AUL
1908,61.80,23.07,14.25,900,AUL
1909,61.80,23.07,14.25,900,AUL
1910,50.00,29.89,14.94,900,AUL
1911,50.00,29.89,14.94,900,AUL
1912,50.00,29.89,14.94,900,AUL
1913,51.10,42.09,21.51,900,AUL
1914,49.10,36.35,17.85,900,AUL
1915,49.10,36.35,17.85,900,AUL
1916,49.10,36.35,17.85,900,AUL
1917,45.80,37.56,17.20,900,AUL
1918,45.80,37.56,17.20,900,AUL
1919,54.90,36.26,19.91,900,AUL
1920,54.90,36.26,19.91,900,AUL
1921,54.90,36.26,19.91,900,AUL
1922,57.70,28.23,16.29,900,AUL
1923,57.70,28.23,16.29,900,AUL
1924,57.70,28.23,16.29,900,AUL
1925,55.00,49.11,27.01,900,AUL
1926,55.00,49.11,27.01,900,AUL
1927,55.00,49.11,27.01,900,AUL
1928,55.40,41.18,22.81,900,AUL
1929,51.20,45.03,23.06,900,AUL
1930,51.20,45.03,23.06,900,AUL
1931,58.40,48.63,28.40,900,AUL
1932,58.40,48.63,28.40,900,AUL
1933,58.40,48.63,28.40,900,AUL
1934,63.00,53.19,33.51,900,AUL
1935,63.00,53.19,33.51,900,AUL
1936,63.00,53.19,33.51,900,AUL
1937,56.80,52.71,29.94,900,AUL
1938,56.80,52.71,29.94,900,AUL
1939,56.80,52.71,29.94,900,AUL
1940,59.80,55.08,32.94,900,AUL
1941,59.80,55.08,32.94,900,AUL
1942,59.80,55.08,32.94,900,AUL
1943,50.10,56.85,28.48,900,AUL
1944,50.10,56.85,28.48,900,AUL
1945,50.10,56.85,28.48,900,AUL
1946,50.30,58.20,29.28,900,AUL
1947,50.30,58.20,29.28,900,AUL
1948,50.30,58.20,29.28,900,AUL
1949,54.00,58.43,31.55,900,AUL
1950,54.00,58.43,31.55,900,AUL
1951,52.30,54.43,28.47,900,AUL
1952,52.30,54.43,28.47,900,AUL
1953,52.30,54.43,28.47,900,AUL
1954,49.90,50.85,25.37,900,AUL
1955,54.80,47.78,26.18,900,AUL
1956,54.80,47.78,26.18,900,AUL
1957,54.80,47.78,26.18,900,AUL
1958,57.10,51.00,29.12,900,AUL
1959,57.10,51.00,29.12,900,AUL
1960,57.10,51.00,29.12,900,AUL
1961,52.00,50.06,26.03,900,AUL
1962,52.00,50.06,26.03,900,AUL
1963,54.50,50.30,27.41,900,AUL
1964,54.50,50.30,27.41,900,AUL
1965,54.50,50.30,27.41,900,AUL
1966,59.90,49.22,29.48,900,AUL
1967,59.90,49.22,29.48,900,AUL
1968,59.90,49.22,29.48,900,AUL
1969,53.00,49.71,26.35,900,AUL
1970,53.00,49.71,26.35,900,AUL
1971,53.00,49.71,26.35,900,AUL
1972,50.40,50.08,25.24,900,AUL
1973,50.40,50.08,25.24,900,AUL
1974,50.70,55.41,28.09,900,AUL
1975,57.20,57.24,32.74,900,AUL
1976,57.20,57.24,32.74,900,AUL
1977,60.40,56.31,34.01,900,AUL
1978,60.40,56.31,34.01,900,AUL
1979,60.40,56.31,34.01,900,AUL
1980,54.90,56.52,31.03,900,AUL
1981,54.90,56.52,31.03,900,AUL
1982,54.90,56.52,31.03,900,AUL
1983,50.50,56.47,28.52,900,AUL
1984,57.80,57.12,33.02,900,AUL
1985,57.80,57.12,33.02,900,AUL
1986,57.80,57.12,33.02,900,AUL
1987,54.20,56.77,30.77,900,AUL
1988,54.20,56.77,30.77,900,AUL
1989,54.20,56.77,30.77,900,AUL
1990,60.60,57.79,35.02,900,AUL
1991,60.60,57.79,35.02,900,AUL
1992,60.60,57.79,35.02,900,AUL
1993,55.10,59.90,33.01,900,AUL
1994,55.10,59.90,33.01,900,AUL
1995,55.10,59.90,33.01,900,AUL
1996,61.20,59.80,36.60,900,AUL
1997,61.20,59.80,36.60,900,AUL
1998,60.00,58.90,35.34,900,AUL
1999,60.00,58.90,35.34,900,AUL
2000,60.00,58.90,35.34,900,AUL
1810,0.00,0.00,0.00,300,AUH
1811,0.00,0.00,0.00,300,AUH
1812,0.00,0.00,0.00,300,AUH
1813,0.00,0.00,0.00,300,AUH
1814,0.00,0.00,0.00,300,AUH
1815,0.00,0.00,0.00,300,AUH
1816,0.00,0.00,0.00,300,AUH
1817,0.00,0.00,0.00,300,AUH
1818,0.00,0.00,0.00,300,AUH
1819,0.00,0.00,0.00,300,AUH
1820,0.00,0.00,0.00,300,AUH
1821,0.00,0.00,0.00,300,AUH
1822,0.00,0.00,0.00,300,AUH
1823,0.00,0.00,0.00,300,AUH
1824,0.00,0.00,0.00,300,AUH
1825,0.00,0.00,0.00,300,AUH
1826,0.00,0.00,0.00,300,AUH
1827,0.00,0.00,0.00,300,AUH
1828,0.00,0.00,0.00,300,AUH
1829,0.00,0.00,0.00,300,AUH
1830,0.00,0.00,0.00,300,AUH
1831,0.00,0.00,0.00,300,AUH
1832,0.00,0.00,0.00,300,AUH
1833,0.00,0.00,0.00,300,AUH
1834,0.00,0.00,0.00,300,AUH
1835,0.00,0.00,0.00,300,AUH
1836,0.00,0.00,0.00,300,AUH
1837,0.00,0.00,0.00,300,AUH
1838,0.00,0.00,0.00,300,AUH
1839,0.00,0.00,0.00,300,AUH
1840,0.00,0.00,0.00,300,AUH
1841,0.00,0.00,0.00,300,AUH
1842,0.00,0.00,0.00,300,AUH
1843,0.00,0.00,0.00,300,AUH
1844,0.00,0.00,0.00,300,AUH
1845,0.00,0.00,0.00,300,AUH
1846,0.00,0.00,0.00,300,AUH
1847,0.00,0.00,0.00,300,AUH
1848,0.00,0.00,0.00,300,AUH
1849,0.00,0.00,0.00,300,AUH
1850,0.00,0.00,0.00,300,AUH
1851,0.00,0.00,0.00,300,AUH
1852,0.00,0.00,0.00,300,AUH
1853,0.00,0.00,0.00,300,AUH
1854,0.00,0.00,0.00,300,AUH
1855,0.00,0.00,0.00,300,AUH
1856,0.00,0.00,0.00,300,AUH
1857,0.00,0.00,0.00,300,AUH
1858,0.00,0.00,0.00,300,AUH
1859,0.00,0.00,0.00,300,AUH
1860,0.00,0.00,0.00,300,AUH
1861,0.00,0.00,0.00,300,AUH
1862,0.00,0.00,0.00,300,AUH
1863,0.00,0.00,0.00,300,AUH
1864,0.00,0.00,0.00,300,AUH
1865,0.00,0.00,0.00,300,AUH
1866,0.00,0.00,0.00,300,AUH
1867,20.00,0.25,0.05,300,AUH
1868,20.00,0.25,0.05,300,AUH
1869,20.00,0.25,0.05,300,AUH
1870,20.00,0.25,0.05,300,AUH
1871,20.00,0.25,0.05,300,AUH
1872,20.00,0.25,0.05,300,AUH
1873,22.00,0.37,0.08,300,AUH
1874,22.00,0.37,0.08,300,AUH
1875,22.00,0.37,0.08,300,AUH
1876,22.00,0.37,0.08,300,AUH
1877,22.00,0.37,0.08,300,AUH
1878,22.00,0.37,0.08,300,AUH
1879,26.00,0.36,0.09,300,AUH
1880,26.00,0.36,0.09,300,AUH
1881,26.00,0.36,0.09,300,AUH
1882,26.00,0.36,0.09,300,AUH
1883,26.00,0.36,0.09,300,AUH
1884,26.00,0.36,0.09,300,AUH
1885,31.50,0.54,0.17,300,AUH
1886,31.50,0.54,0.17,300,AUH
1887,31.50,0.54,0.17,300,AUH
1888,31.50,0.54,0.17,300,AUH
1889,31.50,0.54,0.17,300,AUH
1890,31.50,0.54,0.17,300,AUH
1891,33.20,0.64,0.21,300,AUH
1892,33.20,0.64,0.21,300,AUH
1893,33.20,0.64,0.21,300,AUH
1894,33.20,0.64,0.21,300,AUH
1895,33.20,0.64,0.21,300,AUH
1896,33.20,0.64,0.21,300,AUH
1897,42.50,2.05,0.87,300,AUH
1898,42.50,2.05,0.87,300,AUH
1899,42.50,2.05,0.87,300,AUH
1900,42.50,2.05,0.87,300,AUH
1901,42.50,2.05,0.87,300,AUH
1902,42.50,2.05,0.87,300,AUH
1903,42.50,2.05,0.87,300,AUH
1904,42.50,2.05,0.87,300,AUH
1905,42.50,2.05,0.87,300,AUH
1906,42.50,2.05,0.87,300,AUH
1907,44.45,8.36,3.72,300,AUH
1908,44.45,8.36,3.72,300,AUH
1909,44.45,8.36,3.72,300,AUH
1910,44.45,8.36,3.72,300,AUH
1911,44.00,7.94,3.49,300,AUH
1912,44.00,7.94,3.49,300,AUH
1913,44.00,7.94,3.49,300,AUH
1914,44.00,7.94,3.49,300,AUH
1915,44.00,7.94,3.49,300,AUH
1916,44.00,7.94,3.49,300,AUH
1917,44.00,7.94,3.49,300,AUH
1918,44.00,7.94,3.49,300,AUH
1919,59.20,46.42,27.48,305,AUS
1920,58.20,46.17,26.87,305,AUS
1921,58.20,46.17,26.87,305,AUS
1922,58.20,46.17,26.87,305,AUS
1923,55.00,50.63,27.85,305,AUS
1924,55.00,50.63,27.85,305,AUS
1925,55.00,50.63,27.85,305,AUS
1926,55.00,50.63,27.85,305,AUS
1927,51.80,54.98,28.48,305,AUS
1928,51.80,54.98,28.48,305,AUS
1929,51.80,54.98,28.48,305,AUS
1930,58.60,55.16,32.33,305,AUS
