country,year,gini_net,gini_market,rel_red,abs_red
Argentina,2004,45.6179695129395,46.9952201843262,2.93061852455139,1.37725067138672
Argentina,2005,44.2615585327148,47.8246154785156,7.45025730133057,3.56305694580078
Argentina,2006,42.8440780639648,45.0225944519043,4.83871793746948,2.17851638793945
Argentina,2007,42.3558044433594,44.6505088806152,5.13925695419312,2.29470443725586
Argentina,2008,42.1537971496582,45.5190048217773,7.39297294616699,3.36520767211914
Argentina,2009,40.8751945495605,45.2131576538086,9.5944709777832,4.33796310424805
Argentina,2010,39.4189605712891,44.1299934387207,10.6753540039062,4.71103286743164
Argentina,2011,38.8138999938965,42.4262771606445,8.51448059082031,3.61237716674805
Argentina,2012,38.1347808837891,45.3133239746094,15.8420143127441,7.17854309082031
Argentina,2013,36.4573631286621,41.5937461853027,12.348931312561,5.13638305664062
Armenia,1986,25.9387645721436,19.9028377532959,,
Armenia,1987,25.1424503326416,22.9250869750977,,
Armenia,1988,24.3461360931396,25.9473361968994,,
Armenia,1989,24.5728588104248,23.1980800628662,,
Armenia,1990,25.5202655792236,27.8271923065186,,
Armenia,1991,27.8966064453125,33.1804809570312,,
Armenia,1992,30.9766120910645,40.5716896057129,,
Armenia,1993,33.8330078125,29.8312911987305,,
Armenia,1994,36.1252593994141,34.9669456481934,,
Armenia,1995,38.9845695495605,28.0933113098145,,
Armenia,1996,42.1004638671875,41.9507942199707,-0.356774300336838,-0.149669647216797
Armenia,1997,39.5074996948242,44.227897644043,10.6728973388672,4.72039794921875
Armenia,1998,36.9145355224609,46.5050048828125,20.6224460601807,9.59046936035156
Armenia,1999,37.6414833068848,48.2774848937988,22.0309772491455,10.6360015869141
Armenia,2000,35.735424041748,40.118480682373,10.9252805709839,4.383056640625
Armenia,2001,34.9351959228516,36.812915802002,5.10070943832397,1.87771987915039
Armenia,2002,37.6369781494141,38.6398315429688,2.59538769721985,1.00285339355469
Armenia,2003,35.4635162353516,36.8161315917969,3.67397475242615,1.35261535644531
Armenia,2004,37.6987457275391,38.1127624511719,1.08629417419434,0.414016723632812
Armenia,2005,38.2478523254395,37.8900527954102,-0.944309949874878,-0.357799530029297
Armenia,2006,34.2265434265137,33.8398208618164,-1.14280319213867,-0.386722564697266
Armenia,2007,33.7276382446289,34.7196083068848,2.857088804245,0.991970062255859
Armenia,2008,33.7565078735352,34.8399620056152,3.10980296134949,1.08345413208008
Armenia,2009,34.4300193786621,31.3845348358154,-9.70377445220947,-3.04548454284668
Armenia,2010,34.4181900024414,37.5574493408203,8.35855293273926,3.13925933837891
Armenia,2011,35.0606460571289,36.523006439209,4.00394296646118,1.46236038208008
Armenia,2012,36.2474136352539,36.437198638916,0.520855069160461,0.189785003662109
Australia,1960,29.0352363586426,42.6770248413086,,
Australia,1961,27.9983615875244,40.0915718078613,,
Australia,1962,28.1586513519287,39.0995292663574,,
Australia,1963,27.5537185668945,36.2301864624023,,
Australia,1964,27.3911514282227,36.3608436584473,,
Australia,1965,27.2950344085693,36.1670799255371,,
Australia,1966,27.003137588501,37.0186882019043,,
Australia,1967,27.9470252990723,37.5338554382324,,
Australia,1968,28.0326633453369,34.962100982666,,
Australia,1969,24.2414245605469,34.6566009521484,,
Australia,1970,27.4593372344971,34.5166702270508,,
Australia,1971,27.1422004699707,34.3484802246094,,
Australia,1972,27.7848968505859,33.7283706665039,,
Australia,1973,26.9812355041504,32.824390411377,,
Australia,1974,27.0387210845947,27.6644973754883,,
Australia,1975,26.2082099914551,32.4507789611816,19.23703956604,6.24256896972656
Australia,1976,25.0299587249756,32.4285545349121,22.8150653839111,7.39859580993652
Australia,1977,26.9067287445068,36.1625633239746,25.5950736999512,9.25583457946777
Australia,1978,25.9696636199951,37.0506248474121,29.9076232910156,11.080961227417
Australia,1979,28.5819206237793,41.2847900390625,30.7688846588135,12.7028694152832
Australia,1980,27.9512577056885,37.7460327148438,25.9491500854492,9.79477500915527
Australia,1981,28.1715984344482,40.4560623168945,30.3649520874023,12.2844638824463
Australia,1982,27.9189491271973,38.9164009094238,28.2591705322266,10.9974517822266
Australia,1983,27.6003170013428,41.7238731384277,33.8500595092773,14.123556137085
Australia,1984,29.0590190887451,44.7441482543945,35.0551528930664,15.6851291656494
Australia,1985,29.3353595733643,44.303955078125,33.7861366271973,14.9685955047607
Australia,1986,28.2088985443115,45.0971946716309,37.4486618041992,16.8882961273193
Australia,1987,28.9403839111328,43.642749786377,33.6879920959473,14.7023658752441
Australia,1988,28.6695804595947,43.7139167785645,34.4154396057129,15.0443363189697
Australia,1989,30.2664756774902,43.7687606811523,30.8491363525391,13.5022850036621
Australia,1990,31.3317375183105,45.8147811889648,31.6121635437012,14.4830436706543
Australia,1991,29.6709785461426,42.3639602661133,29.9617443084717,12.6929817199707
Australia,1992,28.5680408477783,41.3377838134766,30.8912124633789,12.7697429656982
Australia,1993,26.1284999847412,38.4175643920898,31.9881401062012,12.2890644073486
Australia,1994,28.386661529541,42.0453147888184,32.4855537414551,13.6586532592773
Australia,1995,31.0216827392578,47.3032417297363,34.4195404052734,16.2815589904785
Australia,1996,29.6547527313232,45.7067337036133,35.1195106506348,16.05198097229
Australia,1997,29.4583377838135,45.3721809387207,35.0740089416504,15.9138431549072
Australia,1998,29.8674392700195,47.2606811523438,36.8027763366699,17.3932418823242
Australia,1999,30.0795745849609,47.2004814147949,36.2727394104004,17.120906829834
Australia,2000,31.4093189239502,49.9859848022461,37.1637496948242,18.5766658782959
Australia,2001,31.6698989868164,48.9652481079102,35.3216819763184,17.2953491210938
Australia,2002,31.05859375,47.9517440795898,35.2294807434082,16.8931503295898
Australia,2003,31.0786228179932,47.5930976867676,34.6993064880371,16.5144748687744
Australia,2004,30.0198726654053,46.848747253418,35.9217185974121,16.8288745880127
Australia,2005,30.8939762115479,45.9893760681152,32.8236656188965,15.0953998565674
Australia,2006,32.5331001281738,47.6543655395508,31.7311229705811,15.121265411377
Australia,2007,32.4043617248535,47.1504135131836,31.2744903564453,14.7460517883301
Australia,2008,33.4996528625488,51.2147178649902,34.5897941589355,17.7150650024414
Australia,2009,33.407112121582,48.2585258483887,30.774694442749,14.8514137268066
Australia,2010,34.2895088195801,46.5309219360352,26.3081245422363,12.2414131164551
Australia,2011,33.5634613037109,47.3007049560547,29.042366027832,13.7372436523438
Australia,2012,32.8374137878418,48.070484161377,31.6890296936035,15.2330703735352
Austria,1964,25.1219997406006,39.3470344543457,,
Austria,1965,26.4048156738281,41.5878753662109,,
Austria,1966,26.6687660217285,42.4556884765625,,
Austria,1967,27.4998111724854,45.2971572875977,,
Austria,1968,27.4366760253906,46.9586486816406,,
Austria,1969,27.3842372894287,46.8112030029297,,
Austria,1970,27.2433166503906,47.0317268371582,,
Austria,1971,27.1224670410156,43.8906402587891,,
Austria,1982,27.2114944458008,34.2110252380371,20.4598693847656,6.99953079223633
Austria,1983,26.5789318084717,33.067798614502,19.622917175293,6.48886680603027
Austria,1984,25.8699016571045,34.5554656982422,25.1351375579834,8.6855640411377
Austria,1985,24.7204036712646,34.3809509277344,28.0985450744629,9.66054725646973
Austria,1986,23.9460716247559,32.9138107299805,27.2461280822754,8.96773910522461
Austria,1987,22.7917804718018,31.8932819366455,28.5373630523682,9.10150146484375
Austria,1988,23.3825435638428,32.9028091430664,28.9345073699951,9.52026557922363
Austria,1989,23.8312301635742,35.349925994873,32.5847816467285,11.5186958312988
Austria,1990,24.9778995513916,36.5101318359375,31.586389541626,11.5322322845459
Austria,1991,25.7791061401367,39.1291351318359,34.1178741455078,13.3500289916992
Austria,1992,26.6470546722412,39.8270874023438,33.0931358337402,13.1800327301025
Austria,1993,26.6545314788818,43.2903060913086,38.4284057617188,16.6357746124268
Austria,1994,27.4660205841064,43.7228775024414,37.1815795898438,16.256856918335
Austria,1995,27.8619365692139,44.2421722412109,37.0240325927734,16.3802356719971
Austria,1996,27.2780055999756,44.0489196777344,38.0733833312988,16.7709140777588
Austria,1997,26.5675067901611,42.9054756164551,38.0789833068848,16.3379688262939
Austria,1998,26.2243099212646,43.258918762207,39.3782577514648,17.0346088409424
Austria,1999,25.9949283599854,42.9858894348145,39.5268325805664,16.9909610748291
Austria,2000,25.225456237793,42.2057914733887,40.2322387695312,16.9803352355957
Austria,2001,26.1456069946289,42.6669692993164,38.7216682434082,16.5213623046875
Austria,2002,26.6452693939209,44.4124717712402,40.0049858093262,17.7672023773193
Austria,2003,27.2000541687012,46.2903671264648,41.2403564453125,19.0903129577637
