code,year,gini_DS,quality,GDP_PWT,GDP_PC_PWT,gov_consumption_WB,years_schooling,democracy_index,GDP_MP_WB,GDP_growth_WB,inflation_WB,fertility_WB,dummy_africa,dummy_latin_america,openness
BRA,1967.0,,,232630.09375,2631.1932762207093,11.5379421311238,,0.0,169349456385.47,4.91526567501121,,5.4910000000000005,0.0,1.0,0.115379421311238
BRA,1968.0,,,256324.421875,2818.547468496915,11.1329005062325,,0.0,188701496981.16602,11.4272823832673,,5.3260000000000005,0.0,1.0,0.126109104199433
BRA,1969.0,,,261960.390625,2801.7853753257505,10.814708261101,,0.0,207073148065.92603,9.7358268899127,,5.167999999999999,0.0,1.0,0.1317411689382925
BRA,1970.0,57.61,accept,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,59.0,cov,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,57.44,cs,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,60.93,cs,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,50.0,cs,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,57.7,nn,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,64.09,nn,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,57.8,nn,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,44.8,nn,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,55.64,nn,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,59.9,nn,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,50.03,nn,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,52.44,nn,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,38.0,nn,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1970.0,64.65,wg,299726.25,3119.60388060139,11.3246527269795,3.29,0.0,225233354379.358,8.76994747172606,,5.024,0.0,1.0,0.1447919549677344
BRA,1971.0,,,334197.8125,3394.762230546476,11.0226400454096,,0.0,250673657356.697,11.295086843350198,,4.896,0.0,1.0,0.1455128017556569
BRA,1972.0,61.0,accept,375006.21875,3719.2420559323673,10.7529260267313,,0.0,280886857570.839,12.0528022500388,,4.782,0.0,1.0,0.16103251255854
BRA,1973.0,,,429122.40625,4156.455361675792,10.4453941865911,,0.0,320151165279.063,13.978691651075803,,4.678999999999999,0.0,1.0,0.17773258822659221
BRA,1974.0,55.34,accept,454192.90625,4296.8614782329305,9.74323820334986,,0.0,349099618827.611,9.04212031316958,,4.585,0.0,1.0,0.2189684749245178
BRA,1974.0,55.333999999999996,cs,454192.90625,4296.8614782329305,9.74323820334986,,0.0,349099618827.611,9.04212031316958,,4.585,0.0,1.0,0.2189684749245178
BRA,1974.0,34.4,wg,454192.90625,4296.8614782329305,9.74323820334986,,0.0,349099618827.611,9.04212031316958,,4.585,0.0,1.0,0.2189684749245178
BRA,1975.0,34.7,wg,476164.84375,4399.804957916944,10.6375240633368,2.9,0.0,367284482942.94604,5.209075901144059,,4.499,0.0,1.0,0.19044153130100588
BRA,1976.0,60.29,accept,522494.96875,4715.453602215269,10.5208152880654,,0.0,403243140282.517,9.790410161476071,,4.418,0.0,1.0,0.1646833137923683
BRA,1976.0,60.0,cs,522494.96875,4715.453602215269,10.5208152880654,,0.0,403243140282.517,9.790410161476071,,4.418,0.0,1.0,0.1646833137923683
BRA,1976.0,35.2,wg,522494.96875,4715.453602215269,10.5208152880654,,0.0,403243140282.517,9.790410161476071,,4.418,0.0,1.0,0.1646833137923683
BRA,1976.0,56.4,wg,522494.96875,4715.453602215269,10.5208152880654,,0.0,403243140282.517,9.790410161476071,,4.418,0.0,1.0,0.1646833137923683
BRA,1977.0,40.3,wg,540462.125,4764.210962374059,9.43555428163941,,0.0,421817801883.65,4.60631806113791,,4.3389999999999995,0.0,1.0,0.15170116107798118
BRA,1977.0,54.3,wg,540462.125,4764.210962374059,9.43555428163941,,0.0,421817801883.65,4.60631806113791,,4.3389999999999995,0.0,1.0,0.15170116107798118
BRA,1978.0,56.0,accept,557273.8125,4798.355230276898,9.6553512684355,,0.0,435449728126.975,3.23170956333544,,4.256,0.0,1.0,0.14539973226126338
BRA,1978.0,43.4,wg,557273.8125,4798.355230276898,9.6553512684355,,0.0,435449728126.975,3.23170956333544,,4.256,0.0,1.0,0.14539973226126338
BRA,1978.0,53.1,wg,557273.8125,4798.355230276898,9.6553512684355,,0.0,435449728126.975,3.23170956333544,,4.256,0.0,1.0,0.14539973226126338
BRA,1979.0,59.44,accept,590068.0,4962.897156860993,9.7406333301681,,0.0,464913497612.78705,6.76628496532688,,4.169,0.0,1.0,0.162994727376357
BRA,1979.0,41.3,wg,590068.0,4962.897156860993,9.7406333301681,,0.0,464913497612.78705,6.76628496532688,,4.169,0.0,1.0,0.162994727376357
BRA,1979.0,53.0,wg,590068.0,4962.897156860993,9.7406333301681,,0.0,464913497612.78705,6.76628496532688,,4.169,0.0,1.0,0.162994727376357
BRA,1980.0,57.78,accept,595254.5625,4890.686437108548,9.19810304233671,3.04,0.0,507271581136.303,9.110960155171538,,4.073,0.0,1.0,0.2035856053122192
BRA,1980.0,56.0,cs,595254.5625,4890.686437108548,9.19810304233671,3.04,0.0,507271581136.303,9.110960155171538,,4.073,0.0,1.0,0.2035856053122192
BRA,1980.0,40.5,wg,595254.5625,4890.686437108548,9.19810304233671,3.04,0.0,507271581136.303,9.110960155171538,,4.073,0.0,1.0,0.2035856053122192
BRA,1981.0,55.42,accept,603478.5,4843.776346747826,9.31844600809667,,0.0,484985328601.13,-4.39335720034832,101.724820805804,3.966,0.0,1.0,0.19219803402942218
BRA,1981.0,42.8,wg,603478.5,4843.776346747826,9.31844600809667,,0.0,484985328601.13,-4.39335720034832,101.724820805804,3.966,0.0,1.0,0.19219803402942218
BRA,1981.0,51.4,wg,603478.5,4843.776346747826,9.31844600809667,,0.0,484985328601.13,-4.39335720034832,101.724820805804,3.966,0.0,1.0,0.19219803402942218
BRA,1982.0,54.19,accept,619599.25,4859.042770709219,10.005735337213,,0.0,487799434404.95294,0.580245553394249,100.543498091327,3.8480000000000003,0.0,1.0,0.1588416172516264
BRA,1982.0,40.2,wg,619599.25,4859.042770709219,10.005735337213,,0.0,487799434404.95294,0.580245553394249,100.543498091327,3.8480000000000003,0.0,1.0,0.1588416172516264
BRA,1982.0,52.0,wg,619599.25,4859.042770709219,10.005735337213,,0.0,487799434404.95294,0.580245553394249,100.543498091327,3.8480000000000003,0.0,1.0,0.1588416172516264
BRA,1983.0,57.0,accept,609735.875,4673.773120315334,9.66074437458691,,0.0,471166481125.78705,-3.40979347371646,135.02759510999098,3.721,0.0,1.0,0.20430162786750913
BRA,1983.0,40.4,wg,609735.875,4673.773120315334,9.66074437458691,,0.0,471166481125.78705,-3.40979347371646,135.02759510999098,3.721,0.0,1.0,0.20430162786750913
BRA,1983.0,53.4,wg,609735.875,4673.773120315334,9.66074437458691,,0.0,471166481125.78705,-3.40979347371646,135.02759510999098,3.721,0.0,1.0,0.20430162786750913
BRA,1984.0,53.6,wg,646112.9375,4844.147111035428,8.28479429422943,,0.0,495992917490.03296,5.26914314976874,192.121769551347,3.5869999999999997,0.0,1.0,0.2147197221160829
BRA,1984.0,62.73,wg,646112.9375,4844.147111035428,8.28479429422943,,0.0,495992917490.03296,5.26914314976874,192.121769551347,3.5869999999999997,0.0,1.0,0.2147197221160829
BRA,1985.0,61.76,accept,679237.25,4985.345927188407,9.869334992073519,3.94,0.0,535403828997.198,7.94586174871279,225.99155633599702,3.449,0.0,1.0,0.19343274227024965
BRA,1985.0,59.54,cs,679237.25,4985.345927188407,9.869334992073519,3.94,0.0,535403828997.198,7.94586174871279,225.99155633599702,3.449,0.0,1.0,0.19343274227024965
BRA,1985.0,39.8,wg,679237.25,4985.345927188407,9.869334992073519,3.94,0.0,535403828997.198,7.94586174871279,225.99155633599702,3.449,0.0,1.0,0.19343274227024965
BRA,1985.0,54.5,wg,679237.25,4985.345927188407,9.869334992073519,3.94,0.0,535403828997.198,7.94586174871279,225.99155633599702,3.449,0.0,1.0,0.19343274227024965
BRA,1985.0,63.71,wg,679237.25,4985.345927188407,9.869334992073519,3.94,0.0,535403828997.198,7.94586174871279,225.99155633599702,3.449,0.0,1.0,0.19343274227024965
BRA,1986.0,54.52,accept,767841.8125,5522.077704879645,10.6740955006695,,0.0,578173466860.227,7.988295104862349,147.142165876318,3.3080000000000003,0.0,1.0,0.1517116523259252
BRA,1986.0,62.0,wg,767841.8125,5522.077704879645,10.6740955006695,,0.0,578173466860.227,7.988295104862349,147.142165876318,3.3080000000000003,0.0,1.0,0.1517116523259252
BRA,1987.0,56.18,accept,795393.3125,5609.604907070302,12.163590885733699,,0.0,598985569342.599,3.5996294668090294,228.335134627133,3.17,0.0,1.0,0.15652605863758967
BRA,1987.0,43.3,wg,795393.3125,5609.604907070302,12.163590885733699,,0.0,598985569342.599,3.5996294668090294,228.335134627133,3.17,0.0,1.0,0.15652605863758967
BRA,1987.0,62.73,wg,795393.3125,5609.604907070302,12.163590885733699,,0.0,598985569342.599,3.5996294668090294,228.335134627133,3.17,0.0,1.0,0.15652605863758967
BRA,1988.0,45.2,wg,809455.0,5602.91332250071,12.5918983628166,,7.82,598370574575.829,-0.102672718383658,629.11472719553,3.0389999999999997,0.0,1.0,0.16580754762393163
BRA,1988.0,64.33,wg,809455.0,5602.91332250071,12.5918983628166,,7.82,598370574575.829,-0.102672718383658,629.11472719553,3.0389999999999997,0.0,1.0,0.16580754762393163
BRA,1989.0,59.6,accept,818980.4375,5567.936663812675,15.4991373289569,,20.79,617993891387.207,3.27945885796417,1430.72323132659,2.917,0.0,1.0,0.14390877660429338
BRA,1989.0,63.42,cs,818980.4375,5567.936663812675,15.4991373289569,,20.79,617993891387.207,3.27945885796417,1430.72323132659,2.917,0.0,1.0,0.14390877660429338
BRA,1990.0,,,793306.375,5301.0710523178295,19.292056762755397,4.69,21.84,598821521134.842,-3.1023559487503904,2947.73292977144,2.8089999999999997,0.0,1.0,0.1516175556175255
BRA,1991.0,,,842914.6875,5540.137587566942,17.8996782005772,,21.84,607875326701.438,1.5119372378998899,432.78460155003097,2.717,0.0,1.0,0.1659091663072687
BRA,1992.0,,,875717.625,5665.064764968297,17.0630311963889,,21.84,605037076501.951,-0.46691320980055195,951.648459931689,2.6430000000000002,0.0,1.0,0.1925334358464223
BRA,1993.0,,,941174.875,5995.285759050448,17.664019491308398,,21.84,633263078565.532,4.66516898877852,1927.98349793957,2.583,0.0,1.0,0.1959931629127326
BRA,1994.0,,,1056831.5,6630.119577367821,15.8317941934019,,25.72,667044824904.287,5.3345517024736795,2075.88718211713,2.537,0.0,1.0,0.19332905457103544
BRA,1995.0,,,1230806.625,7604.699428097305,18.640887119704303,5.58,25.72,696506402830.302,4.416731353885059,66.0078763077921,2.502,0.0,1.0,0.16632662260657302
BRA,1996.0,,,1484339.375,9031.985994081484,19.5706277386557,,25.72,711760307008.5079,2.19005943322573,15.7574360967243,2.474,0.0,1.0,0.1558033565034732
BRA,1997.0,,,1444164.875,8654.473994860453,19.358447832676102,,25.72,735876739202.677,3.38828000897225,6.925316944890819,2.451,0.0,1.0,0.1651878040407592
BRA,1998.0,,,1388617.375,8196.79905248408,19.887175256092302,,27.4,738487967979.614,0.35484594604338304,3.19859189123576,2.427,0.0,1.0,0.1638036352430702
BRA,1999.0,,,1331299.75,7742.983736107665,19.590818080029102,,27.4,742109683443.8821,0.49042308355772896,4.85796624125156,2.399,0.0,1.0,0.2089570685824197
BRA,1999.0,,,1331299.75,7742.983736107665,19.590818080029102,,27.4,742109683443.8821,0.49042308355772896,4.85796624125156,2.399,0.0,1.0,0.2089570685824197
BRA,2000.0,,,1348739.625,7732.473169172329,18.6128809849157,6.52,27.4,774636532927.51,4.3830245325301895,7.04470245106279,2.364,0.0,1.0,0.22579440558161104
BRA,2000.0,,,1348739.625,7732.473169172329,18.6128809849157,6.52,27.4,774636532927.51,4.3830245325301895,7.04470245106279,2.364,0.0,1.0,0.22579440558161104
BRA,2001.0,,,1338566.25,7567.774376264067,19.2144153506863,,,784544325250.146,1.27902466530881,6.8378307571391606,2.318,0.0,1.0,0.26926679627050804
BRA,2002.0,,,1358354.875,7576.3329327087795,19.673239300609,,,808643368570.218,3.0717248910555397,8.45022069641983,2.2640000000000002,0.0,1.0,0.275762263920659
BRA,2003.0,,,1355917.0,7465.143710555711,18.918659658420697,,,818534738078.0559,1.22320541938372,14.715325826436999,2.202,0.0,1.0,0.281078840441866
BRA,2004.0,,,1431124.0,7783.203981727055,18.3155707469987,,,864869317334.1279,5.6606735304683,6.59912484724241,2.135,0.0,1.0,0.296660293408144
BRA,2005.0,,,1458416.375,7841.4978320738655,18.7229018628415,7.29,,892103187643.773,3.1489000434874903,6.86734958026696,2.066,0.0,1.0,0.270748838717045
BRA,2006.0,,,1529278.125,8136.266656634649,18.8146578017613,,,927781286996.1959,3.9993242762259604,4.18368053152479,2.002,0.0,1.0,0.26040189193967
BRA,2007.0,,,1626807.0,8571.25154117742,18.7313536894907,,,983501992480.866,6.00580182696643,3.63702793370308,1.944,0.0,1.0,0.253150166425622
BRA,2008.0,,,1721721.0,8988.680712334417,18.6203190315138,,,1032867065481.93,5.01931601343726,5.66309851932564,1.8980000000000001,0.0,1.0,0.27278867782451
BRA,2009.0,,,1711472.0,8856.414091817704,19.432187139254104,,,1030429725381.53,-0.235978102299356,4.88640844429615,1.8630000000000002,0.0,1.0,0.22138295654013299
BRA,2010.0,,,1850212.875,9490.876521129108,19.012023921777,7.89,,1108454556174.86,7.57206715522901,5.03831694621171,1.838,0.0,1.0,0.225117093985209
BRA,2011.0,,,1927175.125,9799.77619589196,18.683700724496102,,,1151865872979.57,3.91638218841443,6.63619865693002,1.8230000000000002,0.0,1.0,0.237104164452262
BRA,2012.0,,,,,19.299695847420896,,,1172167380040.23,1.7624888050685001,5.40196474982338,1.8119999999999998,0.0,1.0,0.252674092077499
BRA,2013.0,,,,,19.5897330699793,,,1204328097172.97,2.74369664950309,6.201899612553889,1.801,0.0,1.0,0.263757983654702
BRA,2014.0,,,,,20.192887270577604,,,1206070848497.66,0.144707354149404,6.33209234205205,,0.0,1.0,0.25791903146675305
BRB,1950.0,,,,,,4.63,,,,,,0.0,0.0,
BRB,1951.0,45.49,accept,,,,,,,,,,0.0,0.0,
BRB,1951.0,45.6,ps,,,,,,,,,,0.0,0.0,
BRB,1951.0,31.8,tax,,,,,,,,,,0.0,0.0,
BRB,1952.0,45.0,ps,,,,,,,,,,0.0,0.0,
BRB,1953.0,34.0,tax,,,,,,,,,,0.0,0.0,
BRB,1954.0,34.1,tax,,,,,,,,,,0.0,0.0,
BRB,1955.0,31.1,tax,,,,4.79,,,,,,0.0,0.0,
BRB,1956.0,,,,,,,,,,,,0.0,0.0,
BRB,1957.0,33.5,tax,,,,,,,,,,0.0,0.0,
BRB,1958.0,34.4,tax,,,,,,,,,,0.0,0.0,
BRB,1959.0,35.3,tax,,,,,,,,,,0.0,0.0,
BRB,1960.0,37.2,tax,1774.9637451171875,7644.761965166661,,4.97,,,,,4.333,0.0,0.0,
BRB,1961.0,35.7,tax,1818.9046630859375,7927.57434717318,,,,,,,4.313,0.0,0.0,
BRB,1962.0,36.2,tax,1885.6943359375,8249.21240085295,,,,,,,4.269,0.0,0.0,
BRB,1963.0,,,2002.990478515625,8686.730686095621,,,,,,,4.196000000000001,0.0,0.0,
BRB,1964.0,,,1956.6219482421875,8393.565613538049,,,,,,,4.093999999999999,0.0,0.0,
BRB,1965.0,,,1976.2724609375,8416.131562154585,,6.61,,,,,3.963,0.0,0.0,
BRB,1966.0,,,2077.120849609375,8798.909015134823,,,13.22,,,,3.807,0.0,0.0,
BRB,1967.0,,,2346.02294921875,9854.698459637093,,,13.22,,,3.6348751533575805,3.637,0.0,0.0,
BRB,1968.0,,,2402.17529296875,10021.413407766595,,,13.22,,,7.48874318687618,3.46,0.0,0.0,
BRB,1969.0,,,2701.126220703125,11294.335030608765,,,13.22,,,5.835231866054901,3.284,0.0,0.0,
BRB,1970.0,36.9,ps,2978.8798828125,12485.19396131697,,8.31,13.22,,,7.28421637368521,3.113,0.0,0.0,
BRB,1970.0,42.64,wg,2978.8798828125,12485.19396131697,,8.31,13.22,,,7.28421637368521,3.113,0.0,0.0,
BRB,1971.0,36.2,tax,3112.6796875,12978.096686971785,,,16.85,,,7.469255663538621,2.949,0.0,0.0,
BRB,1972.0,34.3,tax,3105.548095703125,12867.671158313307,,,16.85,,,11.876656227532802,2.7939999999999996,0.0,0.0,
BRB,1973.0,32.9,tax,3249.9716796875,13377.176607796286,,,16.85,,,16.8550818260213,2.648,0.0,0.0,
BRB,1974.0,,,3076.36376953125,12585.7137519535,,,16.85,,,38.9229280878111,2.513,0.0,0.0,
BRB,1975.0,,,3385.330322265625,13781.337055216145,,7.65,16.85,,,20.294468762528897,2.3930000000000002,0.0,0.0,
BRB,1976.0,33.2,tax,2657.953125,10781.765291676638,,,21.48,,,4.986768111131809,2.2880000000000003,0.0,0.0,
BRB,1977.0,,,2702.842529296875,10937.014540225613,,,21.48,,,8.35236969934996,2.198,0.0,0.0,
BRB,1978.0,33.4,tax,2655.951904296875,10727.261325409752,,,21.48,,,9.482382591017641,2.121,0.0,0.0,
BRB,1979.0,48.86,accept,2798.802978515625,11280.90164294229,,,21.48,,,13.1698355431799,2.057,0.0,0.0,
BRB,1980.0,33.2,tax,2891.933837890625,11623.71516379132,8.44793713163065,7.31,21.48,2975669347.2090898,,14.4305197203942,2.004,0.0,0.0,1.1213163064833
BRB,1981.0,31.1,tax,2820.04443359375,11293.006589861083,9.54930834448907,,25.49,2916672185.43047,-1.9826517967781898,14.567563214688699,1.96,0.0,0.0,1.0129406514948682
BRB,1982.0,,,2701.993896484375,10773.113789713985,9.35497650576677,,25.49,2776553926.20625,-4.80404551201012,10.3324664370561,1.922,0.0,0.0,1.027338744126442
BRB,1983.0,,,2727.35107421875,10822.091661351218,9.25181013676589,,25.49,2787615894.0397396,0.398406374501988,5.23029878288841,1.889,0.0,0.0,1.104183427192277
BRB,1984.0,,,2842.125732421875,11222.874904921244,9.52380952380952,,25.49,2890860927.15232,3.7037037037037,4.68579731185599,1.858,0.0,0.0,1.100036913990403
BRB,1985.0,,,2853.702880859375,11216.54782409873,10.687830687830699,7.98,25.49,2920359508.0416303,1.0204081632653001,3.91510525082795,1.83,0.0,0.0,1.0123456790123457
BRB,1986.0,,,3138.942626953125,12283.951234886923,10.022486347574699,,21.57,3071539735.09934,5.17676767676767,1.3300684516191599,1.805,0.0,0.0,0.8750401541920979
BRB,1987.0,,,3415.3671875,13309.978829081612,9.655775962660439,,21.57,3148973509.93378,2.52100840336134,3.3117311074325495,1.7819999999999998,0.0,0.0,0.721995332555426
BRB,1988.0,,,3564.16162109375,13834.903292409199,9.791552386176631,,21.57,3259593188.2686896,3.5128805620608996,4.858859178140481,1.765,0.0,0.0,0.765770707624795
BRB,1989.0,,,3915.450439453125,15141.655604487158,10.1115241635688,,21.57,3377587511.82592,3.61990950226246,6.190114068441191,1.75,0.0,0.0,0.793804213135068
BRB,1990.0,,,3881.10302734375,14956.023396224871,11.391153941191002,8.45,21.57,3266967833.49101,-3.27510917030568,3.0745727107802003,1.74,0.0,0.0,0.7951569063503832
BRB,1991.0,,,3935.745361328125,15117.074108907302,10.5068897637795,,23.4,3137911542.10029,-3.95033860045146,6.2575266327002295,1.733,0.0,0.0,0.7559055118110228
BRB,1992.0,,,3943.846923828125,15102.655029670843,8.04803270311702,,23.4,2960920056.76443,-5.640423031727379,6.0938930299464,1.729,0.0,0.0,0.768267756770567
BRB,1993.0,,,4132.85498046875,15781.182505560648,8.12048192771084,,23.4,2983043992.4314103,0.74719800747198,1.11343933604485,1.7280000000000002,0.0,0.0,0.809638554216867
BRB,1994.0,,,4366.03125,16623.82394712093,12.1331176334643,,24.52,3042041154.21003,1.97775030902349,0.0772043884602454,1.729,0.0,0.0,0.8340651721747169
BRB,1995.0,,,4495.9736328125,17067.9595499609,12.0879120879121,8.88,24.52,3104725638.59981,2.0606060606060503,1.8788627935723201,1.73,0.0,0.0,0.9006593406593398
BRB,1996.0,,,5079.88623046875,19224.734728553343,13.028241599670201,,24.52,3230094607.37938,4.03800475059381,2.38615222842323,1.733,0.0,0.0,0.915687487116058
BRB,1997.0,,,5480.85791015625,20675.616814628538,12.7364930758728,,24.52,3381274834.43709,4.6803652968036396,7.71053878969884,1.736,0.0,0.0,0.938755607567778
BRB,1998.0,,,5553.7490234375,20883.387756823882,13.1638124891887,,24.52,3506643803.21665,3.7077426390403505,-1.26888660701212,1.739,0.0,0.0,0.8629994810586399
BRB,1999.0,,,5855.4296875,21950.34333553258,12.7434796962694,,17.36,3517705771.05014,0.315457413249206,1.5600624024960699,1.742,0.0,0.0,0.864311654011225
BRB,1999.0,,,5855.4296875,21950.34333553258,12.7434796962694,,17.36,3517705771.05014,0.315457413249206,1.5600624024960699,1.742,0.0,0.0,0.864311654011225
BRB,2000.0,,,6093.6435546875,22779.03919721993,13.2788723370175,8.81,17.36,3676260643.3301797,4.5073375262054505,2.4358130348913796,1.744,0.0,0.0,0.8878744193496709
BRB,2000.0,,,6093.6435546875,22779.03919721993,13.2788723370175,8.81,17.36,3676260643.3301797,4.5073375262054505,2.4358130348913796,1.744,0.0,0.0,0.8878744193496709
BRB,2001.0,,,5750.91796875,21443.286782417075,13.4927001443927,,,3587764900.66225,-2.4072216649949802,2.57783490431289,1.746,0.0,0.0,0.8464623776672551
BRB,2002.0,,,5719.5107421875,21276.91273185263,14.355576589367399,,,3617263481.55156,0.8221993833504659,0.12524945805599,1.749,0.0,0.0,0.8181101120050479
BRB,2003.0,,,5985.3017578125,22218.062941740383,18.946564885496198,,,3694697256.3859997,2.14067278287462,1.61943319838053,1.7519999999999998,0.0,0.0,0.8830534351145031
BRB,2004.0,,,5999.39697265625,22224.351345472445,17.3139849196187,,,3746319772.94229,1.3972055888223502,1.3944223107569098,1.755,0.0,0.0,0.902119789443733
BRB,2005.0,,,6489.759765625,23991.45209341486,16.369467607440697,9.34,,3897500000.0,4.03543307086613,6.08218729535044,1.7590000000000001,0.0,0.0,0.9566388710711989
BRB,2006.0,,,6799.90625,25086.165711165715,14.2209829208784,,,4118739356.6698203,5.676442762535469,7.30766262828939,1.7630000000000001,0.0,0.0,0.945858022539793
BRB,2007.0,,,6902.08837890625,25411.012447283505,16.695996480422302,,,4188798486.2819295,1.70098478066249,4.03422982885071,1.768,0.0,0.0,0.937087549494061
BRB,2008.0,,,6394.78515625,23494.691587368656,18.3786724700762,,,4207235099.33775,0.440140845070431,8.1081081081078,1.7719999999999998,0.0,0.0,0.984548422198042
BRB,2009.0,,,6287.2958984375,23051.497336159486,19.458930899608898,,,4037618259.2242203,-4.031551270815069,3.64386189258337,1.777,0.0,0.0,0.858431116905694
BRB,2010.0,,,5823.2607421875,21304.794341613284,18.771791699471397,9.45,,4048680227.05771,0.273972602739732,5.824218533118679,1.781,0.0,0.0,0.966033067146553
BRB,2011.0,,,5628.54052734375,20547.743095167476,20.2271684258834,,,4078178807.9470205,0.728597449908918,9.432202401771999,1.785,0.0,0.0,0.9146397430013761
BRB,2012.0,,,,,15.812659401808501,,,4089240775.78051,0.27124773960216003,4.53334753888829,1.788,0.0,0.0,0.8991421284488749
BRB,2013.0,,,,,15.6739079654286,,,4089240775.78051,0.0,1.80400550374493,1.791,0.0,0.0,0.871058163980378
BRB,2014.0,,,,,20.599379951774,,,4096615421.00284,0.180342651036966,1.88717024578291,,0.0,0.0,0.848662303364336
BRN,1950.0,,,,,,2.02,,,,,,0.0,0.0,
BRN,1951.0,,,,,,,,,,,,0.0,0.0,
BRN,1952.0,,,,,,,,,,,,0.0,0.0,
BRN,1953.0,,,,,,,,,,,,0.0,0.0,
BRN,1954.0,,,,,,,,,,,,0.0,0.0,
BRN,1955.0,,,,,,2.27,,,,,,0.0,0.0,
BRN,1956.0,,,,,,,,,,,,0.0,0.0,
BRN,1957.0,,,,,,,,,,,,0.0,0.0,
BRN,1958.0,,,,,,,,,,,,0.0,0.0,
BRN,1959.0,,,,,,,,,,,,0.0,0.0,
BRN,1960.0,,,,,,2.7,,,,,6.487,0.0,0.0,
BRN,1961.0,,,,,,,,,,,6.487,0.0,0.0,
BRN,1962.0,,,,,,,,,,,6.4479999999999995,0.0,0.0,
BRN,1963.0,,,,,,,,,,,6.36,0.0,0.0,
BRN,1964.0,,,,,,,,,,,6.227,0.0,0.0,
BRN,1965.0,,,,,,3.39,,,,,6.068,0.0,0.0,
BRN,1966.0,,,,,,,,,,,5.917999999999999,0.0,0.0,
BRN,1967.0,,,,,,,0.0,,,,5.803999999999999,0.0,0.0,
BRN,1968.0,,,,,,,0.0,,,,5.742000000000001,0.0,0.0,
BRN,1969.0,,,,,,,0.0,,,,5.731,0.0,0.0,
BRN,1970.0,,,7192.501953125,57499.535951690006,,4.66,0.0,,,,5.751,0.0,0.0,
BRN,1971.0,,,7882.6923828125,60168.63127099077,,,0.0,,,,5.771,0.0,0.0,
BRN,1972.0,,,8713.6494140625,63519.360655356795,,,0.0,,,,5.757999999999999,0.0,0.0,
BRN,1973.0,,,9620.11328125,67016.70020655113,,,0.0,,,,5.687,0.0,0.0,
BRN,1974.0,,,10500.376953125,69984.31709838775,17.276966592768098,,0.0,5084803564.868071,,,5.555,0.0,0.0,1.074076905435365
BRN,1975.0,,,10927.26171875,69780.39987707144,17.2899220329194,5.68,0.0,5102878181.07327,0.35546341121389,,5.365,0.0,0.0,1.1348541726826449
BRN,1976.0,,,13584.69921875,83235.4983747733,9.27163618782173,,0.0,6131383357.981339,20.1553934938683,,5.132000000000001,0.0,0.0,1.1191376809533289
BRN,1977.0,,,14969.1923828125,88124.05370625203,7.49976341440333,,0.0,6800727915.09677,10.9166972285973,,4.8839999999999995,0.0,0.0,1.107220592410334
BRN,1978.0,,,16487.15234375,93417.97937395178,4.25801775684001,,0.0,7261534014.4224205,6.7758349558834805,,4.645,0.0,0.0,1.094854140242797
BRN,1979.0,,,20346.640625,111192.33506934957,3.8542913844286604,,0.0,8899912401.10656,22.562428041100997,,4.428999999999999,0.0,0.0,1.0919945547883418
BRN,1980.0,,,17985.87890625,95012.56685816165,8.300485142510611,6.64,0.0,8277211990.70454,-6.99670269029377,,4.246,0.0,0.0,1.050257731958763
BRN,1981.0,,,15783.1005859375,80775.76888715877,4.3796411729633,,0.0,6636112700.31223,-19.8267157133985,9.137055837563391,4.103,0.0,0.0,1.06856740202721
