code,year,gini_DS,quality,GDP_PWT,GDP_PC_PWT,gov_consumption_WB,years_schooling,democracy_index,GDP_MP_WB,GDP_growth_WB,inflation_WB,fertility_WB,dummy_africa,dummy_latin_america,openness
JOR,1946.0,,,,,,,0.0,,,,,0.0,0.0,
JOR,1947.0,,,,,,,0.0,,,,,0.0,0.0,
JOR,1948.0,,,,,,,0.0,,,,,0.0,0.0,
JOR,1949.0,,,,,,,0.0,,,,,0.0,0.0,
JOR,1950.0,,,,,,1.33,0.0,,,,,0.0,0.0,
JOR,1951.0,,,,,,,1.29,,,,,0.0,0.0,
JOR,1952.0,,,,,,,1.29,,,,,0.0,0.0,
JOR,1953.0,,,,,,,1.29,,,,,0.0,0.0,
JOR,1954.0,,,1410.052734375,1928.4177652778196,,,0.36,,,,,0.0,0.0,
JOR,1955.0,,,1176.3470458984375,1543.9724736453854,,1.76,0.36,,,,,0.0,0.0,
JOR,1956.0,,,1717.710693359375,2163.0912078576453,,,3.15,,,,,0.0,0.0,
JOR,1957.0,,,1763.8880615234375,2130.292613294881,,,0.0,,,,,0.0,0.0,
JOR,1958.0,,,2009.27587890625,2326.5439082426865,,,0.0,,,,,0.0,0.0,
JOR,1959.0,,,2308.97216796875,2562.1478442576354,,,0.0,,,,,0.0,0.0,
JOR,1960.0,,,2549.2529296875,2708.8551265806054,,2.41,0.0,,,,7.687,0.0,0.0,
JOR,1961.0,,,2933.80126953125,2982.8909999275634,,,0.0,,,,7.8020000000000005,0.0,0.0,
JOR,1962.0,,,3067.781005859375,2962.886124242963,,,0.0,,,,7.904,0.0,0.0,
JOR,1963.0,,,3199.92529296875,2960.523651844726,,,0.0,,,,7.983,0.0,0.0,
JOR,1964.0,,,3752.204345703125,3325.9908165365828,,,0.0,,,,8.033999999999999,0.0,0.0,
JOR,1965.0,,,4174.24267578125,3545.7263067508993,,3.0,0.0,,,,8.057,0.0,0.0,
JOR,1966.0,,,4244.990234375,3456.2951919193333,,,0.0,,,,8.052999999999999,0.0,0.0,
JOR,1967.0,,,4960.20947265625,3563.4329962398474,,,0.24,,,,8.033,0.0,0.0,
JOR,1968.0,,,5320.51220703125,3469.831847540563,,,0.24,,,,8.004,0.0,0.0,
JOR,1969.0,,,5190.78271484375,3219.86704692794,,,0.24,,,,7.968,0.0,0.0,
JOR,1970.0,,,4598.04541015625,2758.4079680826017,,3.47,0.24,,,5.89999999900004,7.926,0.0,0.0,
JOR,1971.0,,,4590.86083984375,2619.3242724999986,,,0.24,,,4.81586402365255,7.876,0.0,0.0,
JOR,1972.0,,,4857.6591796875,2661.2615087570853,,,0.24,,,7.65765765765771,7.818,0.0,0.0,
JOR,1973.0,,,4622.58447265625,2448.8165493302363,,,0.24,,,11.1297071121336,7.75,0.0,0.0,
JOR,1974.0,,,4631.39306640625,2381.505875822671,,,0.0,,,19.427710843520302,7.675,0.0,0.0,
JOR,1975.0,,,4408.9072265625,2203.8607747328474,,4.01,0.0,2211415792.83476,,11.9798234553089,7.598,0.0,0.0,
JOR,1976.0,,,5106.17236328125,2484.5160238970893,33.509606909924194,,0.0,2749001510.69663,24.309572157515998,11.4999999999996,7.523,0.0,0.0,1.121452494271108
JOR,1977.0,,,5610.90478515625,2661.0403915681154,27.1147161066049,,0.0,2927960031.91198,6.50994626663541,14.5665171893876,7.455,0.0,0.0,1.1603418308227111
JOR,1978.0,,,6846.3173828125,3163.500178504676,29.469449333668603,,0.0,3542952218.1252604,21.0041182089389,6.92152129952407,7.391,0.0,0.0,1.132763389489565
JOR,1979.0,,,8068.61962890625,3623.9272345900604,34.3104325699746,,0.0,3866071874.5673203,9.12006813947504,14.246491763078401,7.329,0.0,0.0,1.214656488549618
JOR,1980.0,40.8,accept,9562.125,4159.81312842831,29.2067307692308,4.55,0.0,4601079782.08191,19.0117496870605,11.1111111111113,7.2620000000000005,0.0,0.0,1.257039835164835
JOR,1980.0,36.37,cs,9562.125,4159.81312842831,29.2067307692308,4.55,0.0,4601079782.08191,19.0117496870605,11.1111111111113,7.2620000000000005,0.0,0.0,1.257039835164835
JOR,1980.0,38.24,nn,9562.125,4159.81312842831,29.2067307692308,4.55,0.0,4601079782.08191,19.0117496870605,11.1111111111113,7.2620000000000005,0.0,0.0,1.257039835164835
JOR,1980.0,34.3,nn,9562.125,4159.81312842831,29.2067307692308,4.55,0.0,4601079782.08191,19.0117496870605,11.1111111111113,7.2620000000000005,0.0,0.0,1.257039835164835
JOR,1981.0,32.31,nn,9680.212890625,4061.8090054472364,31.5041071305308,,0.0,4817676306.14921,4.70751506876272,7.69999999999975,7.178,0.0,0.0,1.421757437702768
JOR,1982.0,29.05,nn,9541.8818359375,3848.024862830249,28.965391841929804,,0.0,5173462885.93241,7.385024588079469,7.428040854224889,7.071000000000001,0.0,0.0,1.349112067398024
JOR,1982.0,32.86,nn,9541.8818359375,3848.024862830249,28.965391841929804,,0.0,5173462885.93241,7.385024588079469,7.428040854224889,7.071000000000001,0.0,0.0,1.349112067398024
JOR,1983.0,,,9741.490234375,3768.6737397958655,26.497257360349302,,0.0,5276435247.22801,1.990395283894,5.02016709831462,6.935,0.0,0.0,1.171386992051942
JOR,1984.0,,,11318.28125,4201.5464372937195,27.9939257474996,,0.0,5732353230.26923,8.6406439514393,3.8474727383761502,6.771,0.0,0.0,1.186259621930146
JOR,1985.0,,,11155.3837890625,3979.202485056656,26.9821091920338,5.68,0.0,5930485744.72491,3.4563905345095,2.9850746271478505,6.581,0.0,0.0,1.159159936363429
JOR,1986.0,31.7,nn,11875.8876953125,4080.5352215135513,25.284726552265703,,0.0,6346459386.937221,7.01415803220364,0.0,6.372999999999999,0.0,0.0,0.8183949621577129
JOR,1986.0,34.3,nn,11875.8876953125,4080.5352215135513,25.284726552265703,,0.0,6346459386.937221,7.01415803220364,0.0,6.372999999999999,0.0,0.0,0.8183949621577129
JOR,1987.0,36.1,accept,13282.4716796875,4403.214172425196,25.6562716421496,,0.0,6530227953.41411,2.89560769671256,-0.200000000000216,6.157,0.0,0.0,0.9077868468031091
JOR,1987.0,34.6,cs,13282.4716796875,4403.214172425196,25.6562716421496,,0.0,6530227953.41411,2.89560769671256,-0.200000000000216,6.157,0.0,0.0,0.9077868468031091
JOR,1988.0,,,13466.658203125,4302.926493441281,25.7197639553022,,0.0,6409281167.5656,-1.85210664484204,6.61322645290576,5.943,0.0,0.0,1.081268580646122
JOR,1989.0,,,13446.1513671875,4123.958859997835,25.5137907646509,,1.88,5547097314.61919,-13.452114681901,25.7127192982453,5.734,0.0,0.0,1.304551292491202
JOR,1990.0,,,11084.193359375,3245.198633016129,24.045682668122602,6.61,1.88,5601112534.74016,0.9737564902389408,16.1921375615234,5.5360000000000005,0.0,0.0,1.494533890069904
JOR,1991.0,40.66,accept,10163.8271484375,2823.7881101711446,25.0845165652468,,1.88,5703271024.84582,1.8238964040096899,8.15549597855212,5.349,0.0,0.0,1.372616632860041
JOR,1992.0,,,11650.7197265625,3061.109294966954,21.8963860023212,,1.88,6768210815.1909,18.6724387760245,3.99583560557211,5.169,0.0,0.0,1.3163589351088998
JOR,1993.0,,,12302.873046875,3060.9613669685946,22.0864181117794,,1.85,7081750469.085071,4.63253380332725,3.31666666666686,4.997,0.0,0.0,1.304890091042692
JOR,1994.0,,,13745.5869140625,3259.924002560989,22.614277474523,,1.85,7434713490.717791,4.98412113182405,3.51669624132904,4.832,0.0,0.0,1.1830879070839542
JOR,1995.0,,,14318.146484375,3267.4874821856665,23.571485870704603,7.58,1.85,7894196744.744091,6.180241573531519,2.35312451301255,4.677,0.0,0.0,1.2458547337240828
JOR,1996.0,,,14352.099609375,3182.225868481992,24.5124049849124,,1.85,8058829700.084559,2.08549344111648,6.50121802679587,4.531000000000001,0.0,0.0,1.310429363650353
JOR,1997.0,,,15283.45703125,3317.646174325447,25.5535049800715,,0.78,8323863586.346029,3.28873913613903,3.0378842030025095,4.395,0.0,0.0,1.208948508412224
JOR,1998.0,,,15986.9482421875,3414.542242722583,24.373151776947196,,0.78,8573255997.62359,2.99611362789088,3.09166666666702,4.269,0.0,0.0,1.091959990802746
JOR,1999.0,,,16811.48046875,3538.140993498686,24.005580470844897,,0.78,8865476866.31114,3.4085167731904,0.606256567779468,4.155,0.0,0.0,1.046173843369257
JOR,1999.0,,,16811.48046875,3538.140993498686,24.005580470844897,,0.78,8865476866.31114,3.4085167731904,0.606256567779468,4.155,0.0,0.0,1.046173843369257
JOR,2000.0,,,17380.578125,3600.628229685094,23.7064983420793,8.36,0.78,9241356903.95714,4.23981747754981,0.6668809255979511,4.053,0.0,0.0,1.104885746551251
JOR,2000.0,,,17380.578125,3600.628229685094,23.7064983420793,8.36,0.78,9241356903.95714,4.23981747754981,0.6668809255979511,4.053,0.0,0.0,1.104885746551251
JOR,2001.0,,,18570.421875,3782.1201784663963,22.9236082073685,,,9728503078.49795,5.27137063965377,1.77220437351033,3.966,0.0,0.0,1.094357966225779
JOR,2002.0,,,20336.1484375,4068.5544088155107,22.6955730574045,,,10292015481.0807,5.7923855092185095,1.8329938900203202,3.8930000000000002,0.0,0.0,1.141901862228008
JOR,2003.0,,,20970.20703125,4114.394948830539,23.190669115284,,,10720549453.5625,4.16375172841032,1.6299999999999801,3.832,0.0,0.0,1.158615694719803
JOR,2004.0,,,22684.345703125,4353.692742898824,21.3044945658578,,,11638521950.4175,8.56273739355717,3.36186821476601,3.78,0.0,0.0,1.3481968213832578
JOR,2005.0,,,25626.880859375,4797.242842547606,19.5308567649742,9.07,,12588665303.244,8.16378021946711,3.4936853461953197,3.734,0.0,0.0,1.4691278070830878
JOR,2006.0,,,27894.4140625,5076.218406723642,20.6391005732327,,,13607507675.0362,8.09333116140292,6.2517246665644,3.6889999999999996,0.0,0.0,1.417478027432552
JOR,2007.0,,,29930.66796875,5281.159063928831,20.602695530597398,,,14720019268.4856,8.17571902230385,5.38682403185784,3.641,0.0,0.0,1.4599277448284034
JOR,2008.0,,,35275.59375,6031.096468222,21.5706486037388,,,15784631190.3697,7.232408480357139,14.927815009275598,3.5860000000000003,0.0,0.0,1.440172344582838
JOR,2009.0,,,36391.359375,6039.466225891166,21.8762815061547,,,16649089310.9129,5.47658104974045,-0.678178129317814,3.5260000000000002,0.0,0.0,1.1495943060004121
JOR,2010.0,,,38299.85546875,6190.148748179112,20.4482018604032,9.59,,17038150274.8017,2.33683030118534,5.013941643262379,3.458,0.0,0.0,1.172581667834753
JOR,2011.0,,,37928.3203125,5991.675785038283,22.8755881045997,,,17474464726.2131,2.56080879892622,4.409978662507,3.386,0.0,0.0,1.2151390268309858
JOR,2012.0,,,,,22.5691776889188,,,17937748320.2876,2.65120334919015,4.76795034560587,3.3139999999999996,0.0,0.0,1.2051143679070682
JOR,2013.0,,,,,19.6743102955358,,,18445245027.4938,2.8292107690698303,5.468989069365879,3.2439999999999998,0.0,0.0,1.14435370431093
JOR,2014.0,,,,,20.0816080680652,,,19016370733.6203,3.0963302752293504,2.80856496257221,,0.0,0.0,1.12493092918198
JPN,1810.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1811.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1812.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1813.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1814.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1815.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1816.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1817.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1818.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1819.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1820.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1821.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1822.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1823.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1824.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1825.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1826.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1827.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1828.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1829.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1830.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1831.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1832.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1833.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1834.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1835.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1836.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1837.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1838.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1839.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1840.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1841.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1842.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1843.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1844.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1845.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1846.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1847.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1848.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1849.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1850.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1851.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1852.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1853.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1854.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1855.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1856.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1857.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1858.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1859.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1860.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1861.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1862.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1863.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1864.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1865.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1866.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1867.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1868.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1869.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1870.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1871.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1872.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1873.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1874.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1875.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1876.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1877.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1878.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1879.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1880.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1881.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1882.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1883.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1884.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1885.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1886.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1887.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1888.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1889.0,,,,,,,0.0,,,,,0.0,0.0,
JPN,1890.0,31.1,ps,,,,,0.15,,,,,0.0,0.0,
JPN,1891.0,,,,,,,0.15,,,,,0.0,0.0,
JPN,1892.0,,,,,,,0.11,,,,,0.0,0.0,
JPN,1893.0,,,,,,,0.11,,,,,0.0,0.0,
JPN,1894.0,,,,,,,0.11,,,,,0.0,0.0,
JPN,1895.0,,,,,,,0.11,,,,,0.0,0.0,
JPN,1896.0,,,,,,,0.11,,,,,0.0,0.0,
JPN,1897.0,,,,,,,0.11,,,,,0.0,0.0,
JPN,1898.0,,,,,,,0.08,,,,,0.0,0.0,
JPN,1899.0,,,,,,,0.08,,,,,0.0,0.0,
JPN,1900.0,41.7,ps,,,,,0.08,,,,,0.0,0.0,
JPN,1901.0,,,,,,,0.08,,,,,0.0,0.0,
JPN,1902.0,,,,,,,0.23,,,,,0.0,0.0,
JPN,1903.0,,,,,,,0.21,,,,,0.0,0.0,
JPN,1904.0,,,,,,,0.17,,,,,0.0,0.0,
JPN,1905.0,,,,,,,0.17,,,,,0.0,0.0,
JPN,1906.0,,,,,,,0.17,,,,,0.0,0.0,
JPN,1907.0,,,,,,,0.17,,,,,0.0,0.0,
JPN,1908.0,,,,,,,0.32,,,,,0.0,0.0,
JPN,1909.0,,,,,,,0.32,,,,,0.0,0.0,
JPN,1910.0,42.0,ps,,,,,0.32,,,,,0.0,0.0,
JPN,1911.0,,,,,,,0.32,,,,,0.0,0.0,
JPN,1912.0,,,,,,,0.28,,,,,0.0,0.0,
JPN,1913.0,,,,,,,0.28,,,,,0.0,0.0,
JPN,1914.0,,,,,,,0.28,,,,,0.0,0.0,
JPN,1915.0,,,,,,,0.38,,,,,0.0,0.0,
JPN,1916.0,,,,,,,0.38,,,,,0.0,0.0,
JPN,1917.0,,,,,,,0.31,,,,,0.0,0.0,
JPN,1918.0,,,,,,,0.31,,,,,0.0,0.0,
JPN,1919.0,,,,,,,0.31,,,,,0.0,0.0,
JPN,1920.0,46.3,ps,,,,,0.47,,,,,0.0,0.0,
JPN,1921.0,,,,,,,0.47,,,,,0.0,0.0,
JPN,1922.0,,,,,,,0.47,,,,,0.0,0.0,
JPN,1923.0,,,,,,,0.47,,,,,0.0,0.0,
JPN,1924.0,,,,,,,0.87,,,,,0.0,0.0,
JPN,1925.0,,,,,,,0.87,,,,,0.0,0.0,
JPN,1926.0,,,,,,,0.87,,,,,0.0,0.0,
JPN,1927.0,,,,,,,0.87,,,,,0.0,0.0,
JPN,1928.0,,,,,,,2.16,,,,,0.0,0.0,
JPN,1929.0,,,,,,,2.16,,,,,0.0,0.0,
JPN,1930.0,45.1,ps,,,,,1.69,,,,,0.0,0.0,
JPN,1931.0,,,,,,,1.69,,,,,0.0,0.0,
JPN,1932.0,,,,,,,1.9,,,,,0.0,0.0,
JPN,1933.0,,,,,,,1.9,,,,,0.0,0.0,
JPN,1934.0,,,,,,,1.9,,,,,0.0,0.0,
JPN,1935.0,,,,,,,1.9,,,,,0.0,0.0,
JPN,1936.0,,,,,,,2.39,,,,,0.0,0.0,
JPN,1937.0,,,,,,,2.55,,,,,0.0,0.0,
JPN,1938.0,,,,,,,2.55,,,,,0.0,0.0,
JPN,1939.0,,,,,,,2.55,,,,,0.0,0.0,
JPN,1940.0,46.7,ps,,,,,2.55,,,,,0.0,0.0,
JPN,1941.0,,,,,,,2.55,,,,,0.0,0.0,
JPN,1942.0,,,,,,,0.73,,,,,0.0,0.0,
JPN,1943.0,,,,,,,0.73,,,,,0.0,0.0,
JPN,1944.0,,,,,,,0.73,,,,,0.0,0.0,
JPN,1947.0,,,,,,,23.98,,,,,0.0,0.0,
JPN,1948.0,,,,,,,23.98,,,,,0.0,0.0,
JPN,1949.0,,,,,,,20.9,,,,,0.0,0.0,
JPN,1950.0,,,196236.71875,2355.917281973147,,6.73,20.9,,,,,0.0,0.0,
JPN,1951.0,,,218977.078125,2586.9800246115633,,,20.9,,,,,0.0,0.0,
JPN,1952.0,,,239372.328125,2785.565051234915,,,21.53,,,,,0.0,0.0,
JPN,1953.0,,,250992.609375,2880.932791454839,,,24.39,,,,,0.0,0.0,
JPN,1954.0,31.0,nn,266591.59375,3022.0993625198084,,,24.39,,,,,0.0,0.0,
JPN,1955.0,,,289276.875,3240.516579531899,,7.19,26.36,,,,,0.0,0.0,
JPN,1956.0,31.3,nn,309453.03125,3430.2062170576264,,,26.36,,,,,0.0,0.0,
JPN,1957.0,,,330768.09375,3634.571769549326,,,26.36,,,,,0.0,0.0,
JPN,1958.0,,,359531.8125,3915.3250629084964,,,18.32,,,,,0.0,0.0,
JPN,1959.0,35.7,nn,395348.96875,4263.484087417738,,,18.32,,,,,0.0,0.0,
JPN,1960.0,,,448412.15625,4794.861239814879,11.464022409301698,7.76,17.97,654850991853.052,,,2.001,0.0,0.0,0.21010901200581
JPN,1961.0,,,497952.46875,5276.832321783109,10.9884171153606,,17.97,733718209475.1,12.043536408011699,5.4047259930700395,2.05,0.0,0.0,0.20179561085392017
JPN,1962.0,37.2,accept,545792.6875,5730.175942206073,11.398938889542801,,17.97,799084966620.895,8.90897299558068,6.77319341749167,2.01,0.0,0.0,0.18721751536412312
JPN,1962.0,40.9,cs,545792.6875,5730.175942206073,11.398938889542801,,17.97,799084966620.895,8.90897299558068,6.77319341749167,2.01,0.0,0.0,0.18721751536412312
JPN,1962.0,38.68,cs,545792.6875,5730.175942206073,11.398938889542801,,17.97,799084966620.895,8.90897299558068,6.77319341749167,2.01,0.0,0.0,0.18721751536412312
JPN,1962.0,41.0,cs,545792.6875,5730.175942206073,11.398938889542801,,17.97,799084966620.895,8.90897299558068,6.77319341749167,2.01,0.0,0.0,0.18721751536412312
JPN,1962.0,39.0,cs,545792.6875,5730.175942206073,11.398938889542801,,17.97,799084966620.895,8.90897299558068,6.77319341749167,2.01,0.0,0.0,0.18721751536412312
JPN,1963.0,35.7,accept,591536.375,6147.552234620468,11.8010898023452,,19.72,866796569027.018,8.47364238279391,7.6613803888071,2.02,0.0,0.0,0.1891419383419061
JPN,1963.0,31.67,cs,591536.375,6147.552234620468,11.8010898023452,,19.72,866796569027.018,8.47364238279391,7.6613803888071,2.02,0.0,0.0,0.1891419383419061
JPN,1964.0,35.8,accept,660425.9375,6792.3230760418,11.399339898598699,,19.72,968009875048.687,11.6767081963974,3.8381742739306803,2.05,0.0,0.0,0.1918499196937081
JPN,1965.0,34.8,accept,702908.25,7152.020461524051,11.71853032637,7.48,19.72,1024345221958.14,5.81970787298218,6.593406593525,2.1390000000000002,0.0,0.0,0.19652675875011627
JPN,1965.0,38.06,cs,702908.25,7152.020461524051,11.71853032637,7.48,19.72,1024345221958.14,5.81970787298218,6.593406593525,2.1390000000000002,0.0,0.0,0.19652675875011627
JPN,1966.0,,,774636.4375,7810.1478148452925,11.4555135432649,,19.72,1133320818974.51,10.6385615591638,5.07966260552173,1.58,0.0,0.0,0.1960882289356094
JPN,1967.0,35.1,accept,857214.125,8554.00660215582,10.914961422341499,,23.57,1258917045128.64,11.0821423246928,3.97788084148357,2.02,0.0,0.0,0.19103670303805878
JPN,1968.0,34.9,accept,965501.0625,9527.298269537412,10.632174088091698,,23.57,1421096632355.26,12.8824681383234,5.369703208894251,2.13,0.0,0.0,0.1912537985170473
JPN,1968.0,39.32,cs,965501.0625,9527.298269537412,10.632174088091698,,23.57,1421096632355.26,12.8824681383234,5.369703208894251,2.13,0.0,0.0,0.1912537985170473
JPN,1969.0,35.7,accept,1082760.875,10558.959186879392,10.4871009962176,,24.06,1598419571089.63,12.4778945144977,5.24259198932249,2.13,0.0,0.0,0.1953611724441923
JPN,1970.0,35.5,accept,1197891.875,11550.366985292405,10.6754346182392,7.83,24.06,1582055121869.12,-1.02378934270344,7.673267326851519,2.135,0.0,0.0,0.1997665518173065
JPN,1971.0,36.9,accept,1274775.375,12123.86983482782,11.420553973285001,,24.06,1656395766149.6,4.69899204223955,6.3504208110175995,2.16,0.0,0.0,0.20338239605705113
JPN,1971.0,42.23,cs,1274775.375,12123.86983482782,11.420553973285001,,24.06,1656395766149.6,4.69899204223955,6.3504208110175995,2.16,0.0,0.0,0.20338239605705113
JPN,1971.0,28.73,cs,1274775.375,12123.86983482782,11.420553973285001,,24.06,1656395766149.6,4.69899204223955,6.3504208110175995,2.16,0.0,0.0,0.20338239605705113
JPN,1972.0,33.4,accept,1391832.0,13054.15846798763,11.7078939711412,,25.97,1795757406667.66,8.41354725519619,4.844124700239719,2.14,0.0,0.0,0.1852762192486442
JPN,1972.0,31.06,nn,1391832.0,13054.15846798763,11.7078939711412,,25.97,1795757406667.66,8.41354725519619,4.844124700239719,2.14,0.0,0.0,0.1852762192486442
JPN,1973.0,32.5,accept,1501434.375,13890.698479825809,11.9116439039853,,25.97,1940003415661.46,8.03259997470759,11.619396157365198,2.14,0.0,0.0,0.1970107315734451
JPN,1974.0,33.6,accept,1460378.125,13336.95522084914,13.0868542165482,,25.97,1916233721157.36,-1.2252398275283798,23.1762295081967,2.05,0.0,0.0,0.274648847109884
JPN,1975.0,34.4,accept,1509893.875,13626.206128090467,14.4084469563866,8.38,25.97,1975475541379.1,3.09157591621754,11.778406255198801,1.909,0.0,0.0,0.25111585373610196
JPN,1976.0,33.9,accept,1602163.875,14305.502209317754,14.1459265733741,,29.21,2054000379870.01,3.97498409097427,9.391278464057079,1.85,0.0,0.0,0.25856274209248
JPN,1977.0,33.7,accept,1706159.5,15089.255880825976,14.1061590773352,,29.21,2144177938045.69,4.39033795024852,8.13605442176866,1.8,0.0,0.0,0.241249797720728
JPN,1978.0,32.9,accept,1846392.625,16188.24011366182,13.869790691331598,,29.21,2257217744658.73,5.2719415029552,4.21489682939109,1.79,0.0,0.0,0.20141899260841561
JPN,1979.0,33.9,accept,1945880.875,16921.278878634548,13.919766943061399,,25.82,2381004510024.96,5.48404183243474,3.6943136544730097,1.77,0.0,0.0,0.23625849913687197
JPN,1980.0,33.4,accept,1995503.375,17215.276246958452,14.0839681137587,9.1,26.33,2448091483751.78,2.8175912075914598,7.8123180812668,1.75,0.0,0.0,0.27794806869780997
JPN,1981.0,34.3,accept,1990361.0,17037.26730436577,14.083125232002699,,26.33,2550344444929.45,4.17684395605036,4.913606911447,1.74,0.0,0.0,0.28107427305179
JPN,1982.0,34.8,accept,1959901.5,16650.092903267574,14.244171612822,,26.33,2636459587045.58,3.37660829647312,2.71744724652601,1.77,0.0,0.0,0.277734958457825
JPN,1983.0,,,1933763.75,16311.222319514816,14.5155519841573,,25.8,2717154708422.07,3.0607380356972795,1.87393526405459,1.8,0.0,0.0,0.25604392670096504
JPN,1984.0,,,1950668.125,16348.084104728643,14.3000186189873,,25.8,2838445750711.31,4.46389901588201,2.29195357072587,1.81,0.0,0.0,0.26841134221112595
JPN,1985.0,35.9,accept,2001858.0,16683.4642398955,13.9016578288986,9.63,25.8,3018214650197.25,6.333356888744191,2.03865756322728,1.76,0.0,0.0,0.248513138109788
JPN,1986.0,,,2147283.75,17811.909441519874,13.896577647582701,,25.18,3103662620128.73,2.83107664081793,0.6031476769389879,1.72,0.0,0.0,0.1834718223355242
JPN,1987.0,,,2290983.0,18930.054944086558,13.936362761026402,,25.18,3231143298556.99,4.10742706380134,0.140515222482435,1.69,0.0,0.0,0.1735219699186252
JPN,1988.0,,,2530001.75,20834.26095825989,13.5402095667767,,25.18,3462063213349.91,7.14669370733412,0.664172123479915,1.66,0.0,0.0,0.17401981063818472
JPN,1989.0,37.6,accept,2740167.5,22491.19047655788,13.3818269180631,,25.18,3647981288209.37,5.37015251895328,2.27674007991827,1.57,0.0,0.0,0.1899054618719291
