code,year,investments_WB,K_over_PIB,GDP_PC_PWT,years_schooling,openness_WB,savings_OECD,gini_market_SWIID,cap_share_income,catch-up,growth,10y_gini_var,10y_schl_var
ITA,2002.0,21.4076209536,545.5,10.2844636687,8.928,0.481781541385,5.7712849328,0.462349128723,34.0,50474.3845794,-0.0384603406308,0.001916595459,0.1
ITA,2003.0,21.0561981344,563.4,10.2644650673,9.002,0.462485813516,5.08209415797,0.479288406372,33.0,48720.9161151,-0.020199913148,0.000851726532,0.096
ITA,2004.0,21.1614268809,576.58,10.2608431852,9.076,0.475222066597,5.37553333717,0.504126625061,34.0,50111.9260867,-0.0036284490269,0.0038543243408,0.092
ITA,2005.0,21.0937686079,608.35,10.2524505795,9.15,0.493911423515,4.61494897667,0.500377922058,33.0,52200.7284049,-0.0084279223351,0.0023386230469,0.088
ITA,2006.0,21.883784226,637.62,10.2853730324,9.246,0.532676945081,4.71985365298,0.489889564514,32.0,55792.3119272,0.0323864077371,0.0009788398743,0.0874
ITA,2007.0,22.1749756082,645.83,10.3311104146,9.342,0.551877921773,5.02242314873,0.486204490662,32.0,57046.6411073,0.044707193799,0.0007375831604,0.0868
ITA,2008.0,21.7708558189,651.64,10.341942032,9.438,0.546917836636,2.6969112865,0.477916412354,30.0,56351.2363118,0.010773166709,-0.0002074356079,0.0862
ITA,2009.0,19.383043599,676.87,10.2988198775,9.534,0.455866007786,0.26171192306,0.480592880249,28.0,47566.3471821,-0.0440654243544,0.0003764533997,0.0856
ITA,2010.0,20.522610042,666.88,10.2943385783,9.63,0.523071338947,-0.392615954733,0.496656837463,29.0,54648.1977878,-0.00449135532205,0.0016206130981,0.085
USA,1975.0,20.228855904,305.8,10.0120539811,11.46,0.154794505137,6.55512418269,0.412252044678,21.0,17297.7902356,-0.0141396228558,0.0011561584474,0.136
USA,1976.0,21.9891009045,311.26,10.0600334881,11.574,0.160131594435,7.47179757849,0.416183013916,21.0,17718.7349924,0.0468466801889,0.0016186269125,0.132333333333
USA,1977.0,23.4795016757,309.93,10.095118276,11.688,0.163854759771,8.21050925933,0.412733459473,22.0,17993.8601244,0.03447645192,0.000894601004571,0.129714285714
USA,1978.0,24.7793722319,305.64,10.1420277473,11.802,0.169371514798,9.4672343842,0.4097290802,22.0,18402.6354787,0.0458262262301,0.000407228469875,0.12775
USA,1979.0,25.0653782868,315.59,10.1591658626,11.916,0.183426204427,9.21952188768,0.417652359009,21.0,19849.2157183,0.0169920931491,0.00124234517422,0.126222222222
USA,1980.0,23.2680886147,337.38,10.1304760944,12.03,0.200733972517,7.14837179324,0.414318275452,20.0,21868.7753221,-0.0291052838262,0.0007847023011,0.125
USA,1981.0,24.2474328518,334.87,10.1489086225,12.04,0.194022590157,8.10339350648,0.430707054138,22.0,21047.0251375,0.0182636880286,0.0028430900574,0.1124
USA,1982.0,22.0623254293,345.98,10.1179873858,12.05,0.175304507546,5.7876179637,0.432732467651,21.0,19152.9883502,-0.0314042638234,0.0026417770385,0.0998
USA,1983.0,22.2279369908,345.91,10.1579481328,12.06,0.166468167636,4.36823022333,0.433592910767,23.0,18019.3572086,0.0391728462655,0.0021149673462,0.0872
USA,1984.0,25.0765846354,331.33,10.2266257723,12.07,0.175091252911,7.18193636587,0.442648277283,24.0,18631.6792629,0.0663724037584,0.0032316017151,0.0746
USA,1985.0,24.1450707589,341.73,10.2567274693,12.08,0.165742141111,5.68932444451,0.44407459259,24.0,17496.8879062,0.0296531527628,0.0031822547912,0.062
USA,1986.0,23.6861195319,364.38,10.2775747169,12.104,0.168592781725,4.0445279081,0.44978729248,22.0,17696.6953115,0.0206314460116,0.0033604278564,0.053
USA,1987.0,23.547548292,368.74,10.2952833731,12.128,0.179182570304,4.6037989683,0.448840370178,23.0,18715.2011246,0.0175527794485,0.0036106910705,0.044
USA,1988.0,22.7573354219,365.14,10.3252734966,12.152,0.190113179514,5.66809115968,0.441157112122,23.0,19685.5988682,0.0295448817373,0.0031428031922,0.035
USA,1989.0,22.4496574841,375.79,10.3510338311,12.176,0.193598875018,4.904698788,0.450925712585,23.0,19892.4785147,0.0254313679294,0.0033273353576,0.026
USA,1990.0,21.4699940079,376.53,10.3558120516,12.2,0.197606056202,3.85887391257,0.459979095459,23.0,20274.6061104,0.00476682298732,0.0045660820007,0.017
USA,1991.0,20.0587475662,383.37,10.3440140925,12.278,0.197355120462,3.67360901115,0.459318199158,23.0,20321.6324263,-0.011867829575,0.002861114502,0.0238
USA,1992.0,20.0193904576,382.45,10.3701411753,12.356,0.198927438553,2.95020460144,0.465806541443,22.0,20319.9201402,0.025788723728,0.0033074073792,0.0306
USA,1993.0,20.3339037885,384.42,10.3933627346,12.434,0.199859043502,2.38791879533,0.473608322144,23.0,20265.3326449,0.0229540138699,0.0040015411377,0.0374
USA,1994.0,21.2164055301,377.66,10.4284086994,12.512,0.209935071021,3.33251011971,0.48379524231,24.0,21042.6036815,0.0344389665572,0.0041146965027,0.0442
USA,1995.0,21.2049944807,383.78,10.4440068206,12.59,0.223821838556,4.00262002124,0.48229511261,25.0,22315.5774826,0.0154771006228,0.003822052002,0.051
USA,1996.0,21.6292250032,392.72,10.4734935704,12.6,0.226112413754,5.00373385796,0.487099151611,26.0,22311.6023606,0.0290562571928,0.0037311859131,0.0496
USA,1997.0,22.3630672654,404.87,10.5112997199,12.61,0.233441191657,6.31463614805,0.489277381897,26.0,22716.6740088,0.03710041865,0.0040437011719,0.0482
USA,1998.0,22.8484059267,428.8,10.5494132695,12.62,0.227597399454,6.84451536158,0.483548660278,25.0,21823.2521276,0.0373963685308,0.0042391548156,0.0468
USA,1999.0,23.3179533744,458.16,10.5859037862,12.63,0.231930256265,6.23882370331,0.485427932739,25.0,21909.8296623,0.0358327627364,0.0034502220154,0.0454
USA,2000.0,23.5689254966,457.05,10.6137229513,12.64,0.249831814568,5.88754896921,0.487311897278,24.0,23322.04332,0.0274357754812,0.0027332801819,0.044
USA,2001.0,22.0514913446,442.62,10.6139209461,12.684,0.228031362598,4.37309260632,0.481824073792,23.0,21285.1126181,0.000197975191213,0.0022505874634,0.0406
USA,2002.0,21.5765217881,423.1,10.6210233695,12.728,0.221496597499,2.99249447553,0.477558479309,23.0,20610.8869565,0.0070772608842,0.0011751937866,0.0372
USA,2003.0,21.659966796,428.23,10.6352145056,12.772,0.224505871509,2.29277357443,0.490148010254,23.0,20759.391435,0.0140909165305,0.001653968811,0.0338
USA,2004.0,22.526726837,460.91,10.6605804028,12.816,0.242949205079,2.56625700778,0.489735450745,25.0,22205.3137839,0.0250468858905,0.0005940208435,0.0304
USA,2005.0,23.2229527332,489.1,10.6784717243,12.86,0.255006634475,2.72340585102,0.489717712402,26.0,23111.0526935,0.0177322219862,0.0007422599792,0.027
USA,2006.0,23.3330148165,502.27,10.695525696,12.924,0.268736222464,3.69586850009,0.487290153503,27.0,24154.6942058,0.0169093758511,1.91001892e-05,0.0324
USA,2007.0,22.3513529661,509.43,10.7045491728,12.988,0.279589311376,1.6299361049,0.487676582336,26.0,25018.2888791,0.00898288749968,-0.0001600799561,0.0378
USA,2008.0,20.7862435389,455.17,10.6777709722,13.052,0.299414101168,-0.645357005179,0.499096107483,24.0,27144.7719408,-0.0271399585501,0.0015547447205,0.0432
USA,2009.0,17.5129329964,422.49,10.6401557238,13.116,0.247658273029,-2.08371619737,0.499232406616,26.0,22849.2246728,-0.0383316562175,0.0013804473877,0.0486
USA,2010.0,18.3945975147,426.33,10.6542244436,13.18,0.28182452294,-0.829382616257,0.508785438538,29.0,25834.6186536,0.0139702178709,0.002147354126,0.054
CAN,1975.0,25.5898976112,241.61,9.8815441448,9.7,0.458154998786,8.22152035716,0.386002082825,24.0,52447.0482385,-0.00258676626636,0.0003796081544,0.112
CAN,1976.0,25.1883309538,235.87,9.9306901349,9.79,0.442326946096,8.70898140331,0.383315696716,23.0,50199.1798185,0.0479578691762,-0.0001313908895,0.108333333333
CAN,1977.0,24.2306494064,243.12,9.94132349757,9.88,0.457380773109,7.59922103716,0.383614692688,22.0,51807.1359237,0.0105770283163,-6.99070521429e-05,0.105714285714
CAN,1978.0,23.400493066,250.56,9.95908962458,9.97,0.488662193776,7.22373773472,0.382671394348,24.0,55168.4166543,0.0176092398414,-0.000179080963125,0.10375
CAN,1979.0,25.1489432471,254.94,9.99870873917,10.06,0.522846358824,8.47259937889,0.383505325317,25.0,58580.9265844,0.0388445404678,-6.65240817778e-05,0.102222222222
CAN,1980.0,23.5491211763,264.4,10.0080787501,10.15,0.533773637797,8.15744227951,0.38255947113,26.0,59694.7049256,0.00932624916511,-0.0001544570923,0.101
CAN,1981.0,25.4216203534,261.48,10.0231270101,10.108,0.521941717909,8.27465603983,0.386961708069,24.0,58195.7543174,0.0149356007995,-0.002098941803,0.0856
CAN,1982.0,20.0009309374,272.96,9.97358913379,10.066,0.46610482872,4.60425107233,0.396250801086,22.0,52477.8262964,-0.0507853913786,0.0007970657348,0.0702
CAN,1983.0,20.3135841148,276.84,10.0015646108,10.024,0.467212196209,5.13044120555,0.403622817993,25.0,52318.1512339,0.0275877870477,0.0050853538513,0.0548
CAN,1984.0,21.1291237563,276.03,10.0553490007,9.982,0.526950602199,6.35186195119,0.409510536194,26.0,58365.2582335,0.0523635954844,0.0044768371582,0.0394
CAN,1985.0,21.7262349129,274.16,10.0967958069,9.94,0.531237515687,6.12739045324,0.407256889343,26.0,58316.7268986,0.0405996319524,0.0021254806518,0.024
CAN,1986.0,21.8747784839,284.36,10.1070865582,10.018,0.533345722272,4.5560110592,0.411369628906,24.0,58414.2882959,0.0102379826001,0.002805393219,0.0228
CAN,1987.0,22.3902320692,282.1,10.1527823813,10.096,0.511420646109,6.16705657725,0.410068778992,25.0,55426.7320002,0.0446674919901,0.0026454086304,0.0216
CAN,1988.0,23.6622368953,276.18,10.2006868766,10.174,0.514988213682,7.10617055386,0.412149353027,25.0,55164.8705729,0.0467751797784,0.0029477958679,0.0204
CAN,1989.0,23.7595321189,283.94,10.2246548527,10.252,0.501750957895,6.04296395058,0.407562980652,24.0,53419.2429582,0.0236830252467,0.0024057655335,0.0192
CAN,1990.0,21.4504830166,294.36,10.2074823683,10.33,0.501286258818,3.16307285602,0.419406089783,21.0,53605.1142891,-0.0173207791742,0.0036846618653,0.018
CAN,1991.0,19.4770420243,307.99,10.1680810764,10.406,0.493694771855,0.470359083193,0.421007423401,19.0,53310.3222683,-0.040187818782,0.0034045715332,0.0298
CAN,1992.0,18.5095722489,325.52,10.1636822058,10.482,0.529175171594,-0.776795029182,0.434602165222,18.0,57202.1032103,-0.00440855983838,0.0038351364136,0.0416
CAN,1993.0,18.611286784,340.97,10.177177704,10.558,0.584816739101,-0.070238299884,0.441274719238,19.0,63010.629068,0.0134048421792,0.0037651901245,0.0534
CAN,1994.0,19.6491410962,347.67,10.2234925681,10.634,0.646375975102,2.09611821048,0.446930770874,22.0,68837.5438424,0.0452586988992,0.003742023468,0.0652
CAN,1995.0,19.5070526522,346.29,10.2596584549,10.71,0.693281643739,3.9341450204,0.449736595154,24.0,73129.6672536,0.0355197144104,0.0042479705811,0.077
CAN,1996.0,19.0383776278,362.99,10.2728252128,10.758,0.704784598881,4.16511575535,0.448712730408,24.0,74076.283674,0.0130804553204,0.0037343101502,0.074
CAN,1997.0,21.3483607285,373.64,10.309805294,10.806,0.745935103664,4.83669689856,0.450726242065,25.0,77588.2807334,0.0363046692097,0.0040657463073,0.071
CAN,1998.0,21.1308488038,380.42,10.323749584,10.854,0.782059931891,3.87551411242,0.473141098022,24.0,81016.0662718,0.0138475186437,0.0060991744995,0.068
CAN,1999.0,20.8096062764,377.48,10.3750106515,10.902,0.804029565452,5.55116401316,0.466658363342,25.0,82004.3556305,0.0499693839568,0.005909538269,0.065
CAN,2000.0,20.7624348232,365.48,10.4246374028,10.95,0.831756765371,8.64783468495,0.463827095032,28.0,83476.0403848,0.048415464164,0.0044421005249,0.062
CAN,2001.0,19.8391479972,368.03,10.4117433622,11.166,0.787982714622,6.95779501186,0.461484603882,27.0,79422.8216928,-0.0129775272521,0.0040477180481,0.076
CAN,2002.0,19.9520215962,357.77,10.4080606139,11.382,0.762780410314,5.98250286687,0.467007827759,27.0,76975.8415885,-0.00368953792074,0.0032405662537,0.09
CAN,2003.0,20.6457640078,355.37,10.428102331,11.598,0.702076410825,6.78421037898,0.470209655762,28.0,70379.1030274,0.0198422168886,0.0028934936524,0.104
CAN,2004.0,21.5569006898,359.97,10.4560953965,11.814,0.705109665343,8.95702903744,0.473445701599,29.0,70006.6701639,0.0276048901062,0.0026514930725,0.118
CAN,2005.0,22.8175883066,372.6,10.4816550149,12.03,0.700220456366,9.78541002718,0.473468132019,30.0,68891.1950269,0.025235736683,0.0023731536865,0.132
CAN,2006.0,23.7635834659,388.25,10.4862973572,12.088,0.682229954846,9.601952008,0.469385414124,30.0,67008.0111467,0.00463158329146,0.0020672683716,0.133
CAN,2007.0,23.9510185836,401.54,10.4908297697,12.146,0.665147199693,8.94973854996,0.47028553009,30.0,65221.922058,0.00452215662676,0.0019559288025,0.134
CAN,2008.0,24.0203672719,382.75,10.4872445486,12.204,0.672067724035,8.23746780703,0.4685987854,31.0,65987.0722025,-0.00359165575596,-0.0004542312622,0.135
CAN,2009.0,21.7787157301,412.59,10.4103533427,12.262,0.583527067843,0.886328328118,0.473080940247,24.0,58842.1557412,-0.0799245805758,0.0006422576905,0.136
CAN,2010.0,23.3408128789,416.19,10.4522803793,12.32,0.600227814407,2.76187783146,0.474913597107,26.0,59672.931327,0.0410602544729,0.0011086502075,0.137
JPN,1975.0,32.6292617552,385.7,9.51975013878,8.38,0.251115853736,15.8185037644,0.341284255981,23.0,30237.9072338,0.0212275452595,-0.0056029434204,0.11
JPN,1976.0,31.7001202655,374.91,9.56839951212,8.524,0.258562742092,16.3815890729,0.310971946716,24.0,30958.9774607,0.0474849516823,-0.00972117106117,0.115666666667
JPN,1977.0,30.7132174994,373.57,9.62173823847,8.668,0.241249797721,15.9577927251,0.337912712097,24.0,28696.9338255,0.0519411744152,-0.00448375156943,0.119714285714
JPN,1978.0,30.7704279537,378.28,9.69204033871,8.812,0.201418992608,16.3053185072,0.302998638153,26.0,23737.6586188,0.0678878139428,-0.00828754186625,0.12275
JPN,1979.0,32.348573225,405.82,9.73632721415,8.956,0.236258499137,15.5047045932,0.288767356873,26.0,27670.3822609,0.04332052974,-0.00894795735667,0.125111111111
JPN,1980.0,32.0985416526,433.88,9.75355242252,9.1,0.277948068698,14.9104682197,0.287400436401,27.0,32471.3110339,0.0170777026277,-0.0081898536682,0.127
JPN,1981.0,31.0236233608,457.38,9.74315841806,9.206,0.281074273052,14.637487411,0.285787963867,26.0,32886.5639055,-0.0104482097639,-0.0077731056214,0.1266
JPN,1982.0,29.7291044811,474.26,9.72017107517,9.312,0.277734958458,13.47592148,0.293816184998,26.0,32603.3855812,-0.0232535880339,-0.003192867279,0.1262
JPN,1983.0,27.7593004765,488.42,9.69960863576,9.418,0.256043926701,12.4343776679,0.299797229767,26.0,30143.8349632,-0.0207753028659,-0.0055588359833,0.1258
JPN,1984.0,27.6353169901,485.86,9.70186598932,9.524,0.268411342211,13.1437731207,0.291114616394,27.0,31589.9462113,0.00225480765599,-0.0027951164246,0.1254
JPN,1985.0,28.1579358041,486.62,9.72217334259,9.63,0.24851313811,13.7650344242,0.295191020966,28.0,29164.7345832,0.020102547671,-0.0046093235015,0.125
JPN,1986.0,27.9246403468,529.99,9.7876225823,9.668,0.183471822336,13.6361600103,0.28895652771,28.0,21324.648687,0.0633534099927,-0.0022015419006,0.1144
JPN,1987.0,28.4539361557,610.87,9.84850614669,9.706,0.173521969919,13.5786294417,0.320282287598,29.0,19974.1697813,0.0590672085159,-0.0017630424499,0.1038
JPN,1988.0,30.6222617602,656.04,9.94435407206,9.744,0.174019810638,14.5357906482,0.338563270569,30.0,19700.1068166,0.0913978191025,0.0035564632416,0.0932
JPN,1989.0,31.7890192194,692.55,10.0208789771,9.782,0.189905461872,14.215086692,0.417814750671,30.0,21183.7997227,0.0736701563229,0.0129047393798,0.0826
JPN,1990.0,32.486937215,698.8,10.09465985,9.82,0.196672223952,14.1599610668,0.363248558044,30.0,21599.9235007,0.0711247867198,0.0075848121643,0.072
JPN,1991.0,32.2131327194,661.71,10.1527344783,9.958,0.181761871852,14.3737544736,0.380078887939,29.0,19699.206329,0.0564204729157,0.0094290924072,0.0752
JPN,1992.0,30.534647927,626.93,10.1845746492,10.096,0.174126837287,13.1422792115,0.384208374023,27.0,18727.1667646,0.0313386100068,0.0090392189025,0.0784
JPN,1993.0,29.2168981019,610.01,10.2095028953,10.234,0.159239898518,11.6128489436,0.425685157776,26.0,17019.6103257,0.0246201031594,0.0125887928009,0.0816
JPN,1994.0,28.0477561577,609.65,10.2429404854,10.372,0.160149383734,9.97816612385,0.360874900818,24.0,16968.915046,0.0328847330302,0.0069760284424,0.0848
JPN,1995.0,28.097919323,602.27,10.2895770158,10.51,0.167496998746,9.62924767429,0.373106307983,24.0,17522.8745567,0.0455657576237,0.0077915287017,0.088
JPN,1996.0,28.6145032531,585.92,10.3109218833,10.596,0.189394430697,9.78819959104,0.375485649109,25.0,19693.468088,0.0211186780658,0.0086529121399,0.0928
JPN,1997.0,28.0861386591,577.18,10.3177992036,10.682,0.203876044704,9.56560829804,0.373825836182,25.0,21156.9924951,0.00685372558572,0.0053543548584,0.0976
JPN,1998.0,26.1002586456,592.21,10.2928280863,10.768,0.196888758965,8.07628465147,0.391778068542,23.0,20578.8593038,-0.0252855070661,0.0053214797973,0.1024
JPN,1999.0,24.7313742515,602.06,10.2808718048,10.854,0.18756387363,6.81405861559,0.391244850159,24.0,19670.0267947,-0.0120280435738,-0.0026569900512,0.1072
JPN,2000.0,25.1046561801,596.47,10.3020686062,10.94,0.203060447966,7.15818067705,0.44377872467,25.0,21168.2778503,0.0209737281278,0.0080530166626,0.112
JPN,2001.0,24.3038577119,589.85,10.3068906781,11.012,0.202578928962,5.27707622217,0.421995544434,24.0,21088.906587,0.0048104644375,0.0041916656495,0.1054
JPN,2002.0,22.4593756949,583.81,10.3085478452,11.084,0.211639256572,4.34118606342,0.443355674744,25.0,22021.5976938,0.00165579473231,0.0059147300721,0.0988
JPN,2003.0,22.3993234103,580.71,10.3203002634,11.156,0.220902956131,4.80340171128,0.468401184082,26.0,22907.1968926,0.0116836283402,0.0042716026306,0.0922
JPN,2004.0,22.5037932381,570.91,10.3372201884,11.228,0.244633731917,5.57571755876,0.478227729797,28.0,25241.3699324,0.016777586932,0.0117352828979,0.0856
JPN,2005.0,22.4663476899,573.92,10.33898626,11.3,0.272175795738,5.71012675058,0.436337013245,29.0,28068.3199866,0.00176451303154,0.0063230705262,0.079
JPN,2006.0,22.6806292642,583.51,10.3501501121,11.36,0.310864695562,5.90457225072,0.489456100464,29.0,31950.251076,0.0111017675607,0.0113970451355,0.0764
JPN,2007.0,22.8835818964,578.44,10.3706022865,11.42,0.33802764734,6.77473296955,0.466914215088,30.0,34523.6722073,0.0202444472633,0.0093088378906,0.0738
JPN,2008.0,22.976848195,586.53,10.3471878762,11.48,0.35228316793,4.17113170087,0.450901756287,28.0,36239.7601794,-0.0236906796948,0.0059123687745,0.0712
JPN,2009.0,19.6652705456,618.48,10.3033052116,11.54,0.250248387577,-0.527445527188,0.454750137329,26.0,26078.2149563,-0.0448597486283,0.006350528717,0.0686
JPN,2010.0,19.8234851707,590.81,10.3390409501,11.6,0.291472319586,1.73575739796,0.467057495117,27.0,30057.79474,0.0351047555523,0.0023278770447,0.066
