code,year,gini_net_SWIID,infant_mortality,D10/D1,infant_mortality_OECD,OECD_dummy,homicide_rate
AFG,1990.0,,122.5,,,,
AFG,1991.0,,118.3,,,,
AFG,1992.0,,114.4,,,,
AFG,1993.0,,110.9,,,,
AFG,1994.0,,107.7,,,,
AFG,1995.0,,105.0,,,,
AFG,1996.0,,102.7,,,,
AFG,1997.0,,100.7,,,,
AFG,1998.0,,98.9,,,,
AFG,1999.0,,97.2,,,,
AFG,2000.0,,95.4,,,,
AFG,2001.0,,93.4,,,,
AFG,2002.0,,91.2,,,,
AFG,2003.0,,89.0,,,,
AFG,2004.0,,86.7,,,,
AFG,2005.0,,84.4,,,,
AFG,2006.0,,82.3,,,,
AFG,2007.0,,80.4,,,,
AFG,2008.0,0.280842056274,78.6,,,,2.4
AFG,2009.0,0.291766662598,76.8,,,,
AFG,2010.0,0.302691287994,75.1,,,,
AFG,2011.0,0.313615913391,73.4,,,,
AFG,2012.0,0.324540519714,71.7,,,,
AFG,2013.0,,69.9,,,,
AFG,2014.0,,68.1,,,,
AFG,2015.0,,66.3,,,,
AGO,1990.0,,133.5,,,,
AGO,1991.0,,133.5,,,,
AGO,1992.0,,133.5,,,,
AGO,1993.0,,133.4,,,,
AGO,1994.0,,133.2,,,,
AGO,1995.0,0.401338348389,132.8,,,,
AGO,1996.0,0.4381848526,132.3,,,,
AGO,1997.0,0.475031356812,131.5,,,,
AGO,1998.0,0.51187789917,130.6,,,,
AGO,1999.0,0.548724403381,129.5,,,,
AGO,2000.0,0.585570907593,128.3,,,,
AGO,2001.0,0.582711982727,126.9,,,,
AGO,2002.0,0.579853057861,125.5,,,,
AGO,2003.0,0.576994171143,124.1,,,,
AGO,2004.0,0.574135246277,122.8,,,,
AGO,2005.0,0.571276321411,121.2,,,,
AGO,2006.0,0.528395576477,119.4,,,,
AGO,2007.0,0.485514831543,117.1,,,,
AGO,2008.0,0.442634086609,114.7,,,,19.0
AGO,2009.0,0.412937927246,112.2,,,,
AGO,2010.0,,109.6,,,,
AGO,2011.0,,106.8,,,,
AGO,2012.0,,104.1,,,,
AGO,2013.0,,101.4,,,,
AGO,2014.0,,98.8,,,,
AGO,2015.0,,96.0,,,,
AIA,1995.0,,,,,,10.2
AIA,1996.0,,,,,,0.0
AIA,1997.0,,,,,,9.8
AIA,1998.0,,,,,,0.0
AIA,1999.0,,,,,,0.0
AIA,2000.0,,,,,,9.0
AIA,2001.0,,,,,,0.0
AIA,2002.0,0.320322914124,,,,,16.7
AIA,2003.0,0.335978012085,,,,,15.9
AIA,2004.0,0.351633110046,,,,,7.6
AIA,2005.0,0.367288208008,,,,,7.4
AIA,2006.0,0.382943344116,,,,,28.6
AIA,2007.0,0.398598442078,,,,,27.8
AIA,2008.0,0.414253540039,,,,,6.8
ALB,1990.0,,35.1,,,,
ALB,1991.0,,33.7,,,,
ALB,1992.0,,32.5,,,,
ALB,1993.0,,31.4,,,,
ALB,1994.0,,30.3,,,,
ALB,1995.0,,29.1,,,,6.7
ALB,1996.0,0.309545917511,27.9,6.1973415875,,,8.0
ALB,1997.0,0.305638694763,26.8,,,,49.9
ALB,1998.0,0.306103992462,25.5,,,,18.6
ALB,1999.0,0.306569309235,24.4,,,,16.1
ALB,2000.0,0.307034606934,23.2,,,,9.0
ALB,2001.0,0.307499923706,22.1,,,,6.8
ALB,2002.0,0.307965221405,21.0,5.89473684211,,,7.5
ALB,2003.0,0.305219116211,20.0,,,,4.6
ALB,2004.0,0.302473011017,19.1,7.15302918518,,,3.8
ALB,2005.0,0.338848495483,18.3,,,,4.2
ALB,2006.0,0.346032905579,17.4,,,,2.8
ALB,2007.0,0.353217353821,16.7,,,,3.3
ALB,2008.0,0.360401763916,16.0,,,,2.9
ALB,2009.0,,15.4,,,,2.7
ALB,2010.0,,14.8,,,,4.0
ALB,2011.0,,14.3,,,,
ALB,2012.0,,13.8,,,,
ALB,2013.0,,13.3,,,,
ALB,2014.0,,12.9,,,,
ALB,2015.0,,12.5,,,,
AND,1990.0,,7.5,,,,
AND,1991.0,,7.0,,,,
AND,1992.0,,6.5,,,,
AND,1993.0,,6.1,,,,
AND,1994.0,,5.6,,,,
AND,1995.0,,5.2,,,,
AND,1996.0,,5.0,,,,
AND,1997.0,,4.6,,,,
AND,1998.0,,4.3,,,,
AND,1999.0,,4.1,,,,
AND,2000.0,,3.9,,,,
AND,2001.0,0.260121574402,3.7,,,,
AND,2002.0,0.293950195312,3.5,,,,
AND,2003.0,0.264886875153,3.3,,,,
AND,2004.0,,3.2,,,,1.3
AND,2005.0,,3.1,,,,
AND,2006.0,,2.9,,,,
AND,2007.0,,2.8,,,,
AND,2008.0,,2.7,,,,
AND,2009.0,,2.6,,,,
AND,2010.0,,2.5,,,,
AND,2011.0,,2.4,,,,
AND,2012.0,,2.3,,,,
AND,2013.0,,2.2,,,,
AND,2014.0,,2.1,,,,
AND,2015.0,,2.1,,,,
ARE,1990.0,,14.1,,,,
ARE,1991.0,,13.4,,,,
ARE,1992.0,,12.8,,,,
ARE,1993.0,,12.2,,,,
ARE,1994.0,,11.7,,,,
ARE,1995.0,,11.2,,,,
ARE,1996.0,,10.8,,,,
ARE,1997.0,,10.5,,,,
ARE,1998.0,,10.1,,,,
ARE,1999.0,,9.8,,,,
ARE,2000.0,,9.6,,,,
ARE,2001.0,,9.3,,,,
ARE,2002.0,,9.1,,,,
ARE,2003.0,,8.9,,,,1.3
ARE,2004.0,,8.7,,,,0.7
ARE,2005.0,,8.4,,,,1.4
ARE,2006.0,,8.2,,,,0.8
ARE,2007.0,,8.0,,,,
ARE,2008.0,,7.8,,,,
ARE,2009.0,,7.6,,,,
ARE,2010.0,,7.3,,,,
ARE,2011.0,,7.0,,,,
ARE,2012.0,,6.7,,,,
ARE,2013.0,,6.4,,,,
ARE,2014.0,,6.1,,,,
ARE,2015.0,,5.9,,,,
ARG,1953.0,,,11.546875,,,
ARG,1959.0,,,14.0333333333,,,
ARG,1961.0,0.392619400024,,16.1319766182,,,
ARG,1963.0,0.362544441223,,10.7395700298,,,
ARG,1965.0,0.351032791138,,11.7391304348,,,
ARG,1969.0,0.361250648499,,12.6956521739,,,
ARG,1970.0,0.354942474365,,14.3157894737,,,
ARG,1971.0,0.333087081909,,,,,
ARG,1972.0,0.323806991577,,11.6154545455,,,
ARG,1974.0,0.314204025269,,10.207478192,,,
ARG,1975.0,0.309665279388,,12.1363636364,,,
ARG,1976.0,0.337129592896,,,,,
ARG,1977.0,0.347998390198,,,,,
ARG,1978.0,0.360842628479,,,,,
ARG,1979.0,0.361456794739,,,,,
ARG,1980.0,0.3792786026,,14.0413630583,,,
ARG,1981.0,0.36799079895,,15.9523809524,,,
ARG,1982.0,0.36636680603,,,,,
ARG,1983.0,0.378107681274,,,,,
ARG,1985.0,0.386217193604,,,,,
ARG,1986.0,0.396323661804,,13.5652180043,,,
ARG,1987.0,0.407257728577,,,,,
ARG,1988.0,0.403756370544,,18.2777791099,,,
ARG,1989.0,0.425054702759,,25.6428571429,,,
ARG,1990.0,0.41280254364,24.4,15.3478260736,,,
ARG,1991.0,0.41255405426,23.6,15.8720240908,,,
ARG,1992.0,0.411449432373,22.8,15.7891056963,,,
ARG,1993.0,0.418937606812,22.1,16.7368419134,,,
ARG,1994.0,0.418941955566,21.4,17.3578944601,,,
ARG,1995.0,0.426783180237,20.8,22.0018373006,,,7.8
ARG,1996.0,0.436262397766,20.2,22.2812494302,,,8.5
ARG,1997.0,0.442757797241,19.6,21.8124994371,,,9.1
ARG,1998.0,0.450979690552,19.1,24.288889567,,,7.2
ARG,1999.0,0.446936683655,18.5,23.5333328247,,,7.3
ARG,2000.0,0.450390319824,18.0,27.7692306144,,,7.2
ARG,2001.0,0.466732521057,17.6,34.1818160551,,,8.2
ARG,2002.0,0.470838317871,17.1,32.4999987081,,,9.2
ARG,2003.0,0.469704933167,16.6,31.5112174304,,,7.6
ARG,2004.0,0.456179695129,16.0,27.4230791031,,,5.9
ARG,2005.0,0.442615585327,15.3,24.8214289934,,,5.5
ARG,2006.0,0.42844078064,14.6,23.7500004038,,,5.3
ARG,2007.0,0.423558044434,14.1,21.2062501154,,,5.3
ARG,2008.0,0.421537971497,13.7,19.9999991064,,,5.8
ARG,2009.0,0.408751945496,13.4,19.5624998282,,,3.4
ARG,2010.0,0.394189605713,13.0,17.5588233821,,,
ARG,2011.0,0.388138999939,12.7,15.6842103213,,,
ARG,2012.0,0.381347808838,12.3,,,,
ARG,2013.0,0.364573631287,11.9,,,,
ARG,2014.0,,11.5,,,,
ARG,2015.0,,11.1,,,,
ARM,1986.0,0.259387645721,,,,,
ARM,1987.0,0.251424503326,,,,,
ARM,1988.0,0.243461360931,,,,,
ARM,1989.0,0.245728588104,,,,,
ARM,1990.0,0.255202655792,42.5,,,,
ARM,1991.0,0.278966064453,40.6,,,,
ARM,1992.0,0.309766120911,38.8,,,,
ARM,1993.0,0.338330078125,37.0,,,,
ARM,1994.0,0.361252593994,35.3,,,,
ARM,1995.0,0.389845695496,33.7,,,,3.6
ARM,1996.0,0.421004638672,32.1,59.6255844172,,,3.6
ARM,1997.0,0.395074996948,30.6,,,,3.2
ARM,1998.0,0.369145355225,29.2,35.9773930292,,,3.0
ARM,1999.0,0.376414833069,27.9,,,,2.9
ARM,2000.0,0.357354240417,26.6,,,,3.0
ARM,2001.0,0.349351959229,25.3,,,,2.9
ARM,2002.0,0.376369781494,24.2,,,,2.3
ARM,2003.0,0.354635162354,23.0,28.3221821924,,,2.2
ARM,2004.0,0.376987457275,21.9,,,,2.7
ARM,2005.0,0.382478523254,20.8,,,,1.9
ARM,2006.0,0.342265434265,19.8,,,,2.6
ARM,2007.0,0.337276382446,18.8,8.83870967742,,,2.5
ARM,2008.0,0.337565078735,17.9,7.90625,,,2.7
ARM,2009.0,0.344300193787,17.0,8.0,,,2.7
ARM,2010.0,0.344181900024,16.1,11.0346320346,,,1.4
ARM,2011.0,0.350606460571,15.3,8.45454545455,,,
ARM,2012.0,0.362474136353,14.6,,,,
ARM,2013.0,,13.8,,,,
ARM,2014.0,,13.2,,,,
ARM,2015.0,,12.6,,,,
ATG,1990.0,,24.0,,,,
ATG,1991.0,,22.6,,,,
ATG,1992.0,,21.5,,,,
ATG,1993.0,,20.3,,,,
ATG,1994.0,,19.2,,,,
ATG,1995.0,,18.0,,,,
ATG,1996.0,,17.1,,,,
ATG,1997.0,,16.2,,,,
ATG,1998.0,,15.3,,,,
ATG,1999.0,,14.5,,,,
ATG,2000.0,,13.8,,,,6.4
ATG,2001.0,,13.0,,,,8.8
ATG,2002.0,,12.3,,,,6.2
ATG,2003.0,,11.7,,,,6.1
ATG,2004.0,,11.0,,,,4.8
ATG,2005.0,,10.4,,,,3.6
ATG,2006.0,,9.8,,,,12.9
ATG,2007.0,,9.2,,,,19.8
ATG,2008.0,,8.8,,,,18.4
ATG,2009.0,,8.2,,,,18.2
ATG,2010.0,,7.7,,,,6.8
ATG,2011.0,,7.2,,,,
ATG,2012.0,,6.8,,,,
ATG,2013.0,,6.4,,,,
ATG,2014.0,,6.1,,,,
ATG,2015.0,,5.8,,,,
AUS,1942.0,,,,,,
AUS,1943.0,,,,,,
AUS,1944.0,,,,,,
AUS,1945.0,,,,,,
AUS,1946.0,,,,,,
AUS,1947.0,,,,,,
AUS,1948.0,,,,,,
AUS,1949.0,,,,,,
AUS,1950.0,,,,,,
AUS,1951.0,,,,,,
AUS,1952.0,,,,,,
AUS,1953.0,,,,,,
AUS,1954.0,,,,,,
AUS,1955.0,,,,,,
AUS,1956.0,,,,,,
AUS,1957.0,,,,,,
AUS,1958.0,,,,,,
AUS,1959.0,,,,,,
AUS,1960.0,0.290352363586,,,20.2,1.0,
AUS,1961.0,0.279983615875,,,19.5,1.0,
AUS,1962.0,0.281586513519,,,20.4,1.0,
AUS,1963.0,0.275537185669,,,19.5,1.0,
AUS,1964.0,0.273911514282,,,19.1,1.0,
AUS,1965.0,0.272950344086,,,18.5,1.0,
AUS,1966.0,0.270031375885,,,18.7,1.0,
AUS,1967.0,0.279470252991,,11.2857142857,18.3,1.0,
AUS,1968.0,0.280326633453,,11.1078386205,17.8,1.0,
AUS,1969.0,0.242414245605,,,17.9,1.0,
AUS,1970.0,0.274593372345,,,17.9,1.0,
AUS,1971.0,0.2714220047,,,17.3,1.0,
AUS,1972.0,0.277848968506,,,16.7,1.0,
AUS,1973.0,0.269812355042,,,16.5,1.0,
AUS,1974.0,0.270387210846,,,16.1,1.0,
AUS,1975.0,0.262082099915,,,14.3,1.0,
AUS,1976.0,0.25029958725,,,13.8,1.0,
AUS,1977.0,0.269067287445,,,12.5,1.0,
AUS,1978.0,0.2596966362,,,12.2,1.0,
AUS,1979.0,0.285819206238,,,11.4,1.0,
AUS,1980.0,0.279512577057,,,10.7,1.0,
AUS,1981.0,0.281715984344,,8.35257806826,10.0,1.0,
AUS,1982.0,0.279189491272,,,10.3,1.0,
AUS,1983.0,0.276003170013,,,9.6,1.0,
AUS,1984.0,0.290590190887,,,9.2,1.0,
AUS,1985.0,0.293353595734,,8.97635759143,9.9,1.0,
AUS,1986.0,0.282088985443,,14.375,8.8,1.0,
AUS,1987.0,0.289403839111,,,8.7,1.0,
AUS,1988.0,0.286695804596,,,8.7,1.0,
AUS,1989.0,0.302664756775,,9.61450586387,8.0,1.0,
AUS,1990.0,0.313317375183,7.6,,8.2,1.0,
AUS,1991.0,0.296709785461,7.1,,7.1,1.0,
AUS,1992.0,0.285680408478,6.7,,7.0,1.0,
AUS,1993.0,0.261284999847,6.3,,6.1,1.0,
AUS,1994.0,0.283866615295,6.0,,5.9,1.0,
AUS,1995.0,0.310216827393,5.7,,5.7,1.0,1.8
AUS,1996.0,0.296547527313,5.6,,5.8,1.0,1.7
AUS,1997.0,0.294583377838,5.4,,5.3,1.0,1.7
AUS,1998.0,0.2986743927,5.3,,5.0,1.0,1.5
AUS,1999.0,0.30079574585,5.3,,5.7,1.0,1.8
AUS,2000.0,0.31409318924,5.1,,5.2,1.0,1.6
AUS,2001.0,0.316698989868,5.0,,5.3,1.0,1.6
AUS,2002.0,0.3105859375,5.0,,5.0,1.0,1.6
AUS,2003.0,0.31078622818,4.9,9.25239498895,4.8,1.0,1.5
AUS,2004.0,0.300198726654,4.9,,4.7,1.0,1.3
AUS,2005.0,0.308939762115,4.8,,4.9,1.0,1.3
AUS,2006.0,0.325331001282,4.7,,4.7,1.0,1.4
AUS,2007.0,0.324043617249,4.5,,4.1,1.0,1.2
AUS,2008.0,0.334996528625,4.4,,4.1,1.0,1.2
AUS,2009.0,0.334071121216,4.2,,4.2,1.0,1.2
AUS,2010.0,0.342895088196,4.1,,4.1,1.0,1.0
AUS,2011.0,0.335634613037,3.8,,3.8,1.0,
AUS,2012.0,0.328374137878,3.6,,3.3,1.0,
AUS,2013.0,,3.4,,3.6,1.0,
AUS,2014.0,,3.2,,,,
AUS,2015.0,,3.0,,,,
AUT,1960.0,,,,37.5,1.0,
AUT,1961.0,,,,32.7,1.0,
AUT,1962.0,,,,32.8,1.0,
AUT,1963.0,,,,31.3,1.0,
AUT,1964.0,0.251219997406,,,29.2,1.0,
AUT,1965.0,0.264048156738,,,28.3,1.0,
AUT,1966.0,0.266687660217,,,28.1,1.0,
AUT,1967.0,0.274998111725,,,26.4,1.0,
AUT,1968.0,0.274366760254,,,25.5,1.0,
AUT,1969.0,0.273842372894,,,25.4,1.0,
AUT,1970.0,0.272433166504,,,25.9,1.0,
AUT,1971.0,0.27122467041,,,26.1,1.0,
AUT,1972.0,,,,25.2,1.0,
AUT,1973.0,,,,23.8,1.0,
AUT,1974.0,,,,23.5,1.0,
AUT,1975.0,,,,20.5,1.0,
AUT,1976.0,,,,18.2,1.0,
AUT,1977.0,,,,16.8,1.0,
AUT,1978.0,,,,15.0,1.0,
AUT,1979.0,,,,14.7,1.0,
AUT,1980.0,,,,14.3,1.0,
AUT,1981.0,,,,12.6,1.0,
AUT,1982.0,0.272114944458,,,12.8,1.0,
AUT,1983.0,0.265789318085,,8.83794162826,11.9,1.0,
AUT,1984.0,0.258699016571,,,11.4,1.0,
AUT,1985.0,0.247204036713,,,11.2,1.0,
AUT,1986.0,0.239460716248,,,10.3,1.0,
AUT,1987.0,0.227917804718,,4.12632949859,9.8,1.0,
AUT,1988.0,0.233825435638,,,8.1,1.0,
AUT,1989.0,0.238312301636,,,8.3,1.0,
AUT,1990.0,0.249778995514,8.0,,7.8,1.0,
AUT,1991.0,0.257791061401,7.6,,7.5,1.0,
AUT,1992.0,0.266470546722,7.1,,7.5,1.0,
AUT,1993.0,0.266545314789,6.7,,6.5,1.0,
AUT,1994.0,0.274660205841,6.2,8.27775902801,6.3,1.0,
AUT,1995.0,0.278619365692,5.7,8.58099620216,5.4,1.0,1.0
AUT,1996.0,0.272780056,5.3,5.25,5.1,1.0,1.2
AUT,1997.0,0.265675067902,5.0,6.29433537174,4.7,1.0,0.8
AUT,1998.0,0.262243099213,4.8,5.0,4.9,1.0,1.0
AUT,1999.0,0.2599492836,4.7,5.5,4.4,1.0,0.8
AUT,2000.0,0.252254562378,4.6,5.96247739602,4.8,1.0,1.0
AUT,2001.0,0.261456069946,4.5,5.0,4.8,1.0,0.9
AUT,2002.0,0.266452693939,4.4,,4.1,1.0,0.8
AUT,2003.0,0.272000541687,4.3,6.399999891,4.5,1.0,0.6
AUT,2004.0,0.273798770905,4.1,6.45541103809,4.5,1.0,0.7
AUT,2005.0,0.277519721985,4.0,5.76315786668,4.2,1.0,0.7
AUT,2006.0,0.277410869598,4.0,5.52631585884,3.6,1.0,0.7
AUT,2007.0,0.27779335022,3.8,5.76315786668,3.7,1.0,0.5
AUT,2008.0,0.27703338623,3.8,5.47499990463,3.7,1.0,0.5
AUT,2009.0,0.282436771393,3.7,5.46153813233,3.8,1.0,0.5
AUT,2010.0,0.285411090851,3.6,5.5,3.9,1.0,0.6
AUT,2011.0,0.289367198944,3.4,5.9189187395,3.6,1.0,
AUT,2012.0,0.283207588196,3.3,,3.2,1.0,
AUT,2013.0,0.29572227478,3.2,,3.1,1.0,
AUT,2014.0,,3.0,,,,
AUT,2015.0,,2.9,,,,
AZE,1972.0,0.278776988983,,,,,
AZE,1976.0,0.241704273224,,,,,
AZE,1981.0,0.246347084045,,,,,
AZE,1986.0,0.27915145874,,,,,
AZE,1987.0,0.263075428009,,,,,
AZE,1988.0,0.246999397278,,,,,
AZE,1989.0,0.296875839233,,,,,
AZE,1990.0,0.309048480988,75.5,,,,
AZE,1991.0,0.312961597443,75.7,,,,
AZE,1992.0,0.316874713898,76.0,,,,
AZE,1993.0,0.335953407288,76.2,,,,
AZE,1994.0,0.355032119751,76.1,,,,
AZE,1995.0,0.399834518433,75.2,,,,
AZE,1996.0,0.388209762573,73.6,,,,
AZE,1997.0,0.418181533813,71.2,,,,
AZE,1998.0,0.386744651794,68.1,,,,
AZE,1999.0,0.348176727295,64.5,,,,
AZE,2000.0,0.309608764648,60.6,,,,
AZE,2001.0,0.290375347137,56.8,8.60466661502,,,
AZE,2002.0,0.248755779266,53.1,,,,
AZE,2003.0,0.228528385162,49.7,,,,
AZE,2004.0,0.203108520508,46.7,,,,
AZE,2005.0,0.19782913208,44.0,,,,
AZE,2006.0,0.240781917572,41.5,,,,
AZE,2007.0,0.283734722137,39.3,,,,2.1
AZE,2008.0,0.326687507629,37.3,,,,2.1
AZE,2009.0,,35.5,,,,
AZE,2010.0,,33.9,,,,2.2
AZE,2011.0,,32.5,,,,
AZE,2012.0,,31.2,,,,
AZE,2013.0,,30.0,,,,
AZE,2014.0,,28.9,,,,
AZE,2015.0,,27.9,,,,
BDI,1990.0,,103.9,,,,
BDI,1991.0,,104.5,,,,
BDI,1992.0,0.341499481201,104.8,7.79765395894,,,
BDI,1993.0,0.348375930786,104.8,,,,
BDI,1994.0,0.355252380371,104.3,,,,
BDI,1995.0,0.362128829956,103.2,,,,
BDI,1996.0,0.369005241394,101.7,,,,
BDI,1997.0,0.375881690979,100.0,,,,
BDI,1998.0,0.382758140564,97.9,19.284547793,,,
BDI,1999.0,0.374446182251,95.7,,,,
BDI,2000.0,0.366134185791,93.4,,,,
BDI,2001.0,0.357822227478,91.0,,,,
BDI,2002.0,0.349510269165,88.6,,,,
BDI,2003.0,0.341198310852,85.8,,,,
BDI,2004.0,0.332886352539,82.9,,,,
BDI,2005.0,0.324574356079,79.7,,,,
BDI,2006.0,0.316262397766,76.2,,,,
BDI,2007.0,,72.7,,,,
BDI,2008.0,,69.3,,,,21.7
BDI,2009.0,,66.4,,,,
BDI,2010.0,,63.8,,,,
BDI,2011.0,,61.6,,,,
BDI,2012.0,,59.5,,,,
BDI,2013.0,,57.6,,,,
BDI,2014.0,,55.8,,,,
BDI,2015.0,,54.1,,,,
BEL,1960.0,,,,31.4,1.0,
BEL,1961.0,,,,28.1,1.0,
BEL,1962.0,,,,27.5,1.0,
BEL,1963.0,0.262069587708,,,27.2,1.0,
BEL,1964.0,0.259130630493,,,25.3,1.0,
BEL,1965.0,0.262364368439,,,23.7,1.0,
BEL,1966.0,0.257878036499,,,24.7,1.0,
BEL,1967.0,0.25760187149,,,22.9,1.0,
BEL,1968.0,0.25433757782,,,21.7,1.0,
BEL,1969.0,,,9.28125,21.2,1.0,
BEL,1970.0,,,,21.1,1.0,
BEL,1971.0,,,,20.4,1.0,
BEL,1972.0,0.270535545349,,,18.8,1.0,
BEL,1973.0,0.260158042908,,,17.7,1.0,
BEL,1974.0,0.255030860901,,,17.4,1.0,
BEL,1975.0,0.246157398224,,,16.1,1.0,
BEL,1976.0,0.242705364227,,,15.3,1.0,
BEL,1977.0,0.24295419693,,,13.6,1.0,
BEL,1978.0,0.241245994568,,,13.3,1.0,
BEL,1979.0,0.245018138885,,,12.3,1.0,
BEL,1980.0,0.236806144714,,,12.1,1.0,
BEL,1981.0,0.236141490936,,,11.5,1.0,
BEL,1982.0,0.229526748657,,,11.1,1.0,
BEL,1983.0,0.229069404602,,,10.6,1.0,
BEL,1984.0,0.223975124359,,,10.0,1.0,
BEL,1985.0,0.226440696716,,4.76492537313,9.8,1.0,
BEL,1986.0,0.230337047577,,,9.6,1.0,
BEL,1987.0,0.239448242187,,,9.7,1.0,
BEL,1988.0,0.232240123749,,5.2101532866,9.0,1.0,
BEL,1989.0,0.235581130981,,,8.5,1.0,
BEL,1990.0,0.23371131897,8.3,,8.0,1.0,
BEL,1991.0,0.224214496613,8.0,,8.3,1.0,
BEL,1992.0,0.221497879028,7.6,5.43729817008,8.2,1.0,
BEL,1993.0,0.232745437622,7.2,,8.0,1.0,
BEL,1994.0,0.243993015289,6.8,,7.6,1.0,
BEL,1995.0,0.255240573883,6.3,7.66666666667,6.0,1.0,
BEL,1996.0,0.259053611755,5.9,7.66666666667,5.0,1.0,
BEL,1997.0,0.248685340881,5.5,6.09326234409,5.4,1.0,
BEL,1998.0,0.256860580444,5.2,5.5,5.2,1.0,
BEL,1999.0,0.269851055145,4.9,6.25,4.9,1.0,
BEL,2000.0,0.266227703094,4.8,7.59737349734,4.8,1.0,2.1
BEL,2001.0,0.265841083527,4.6,6.0,4.6,1.0,2.8
BEL,2002.0,0.264659996033,4.4,,4.5,1.0,3.1
BEL,2003.0,0.263478889465,4.2,7.16129078906,4.1,1.0,2.2
BEL,2004.0,0.265615673065,4.2,6.24242444826,3.9,1.0,2.6
BEL,2005.0,0.248809261322,4.1,6.1052634353,3.7,1.0,2.1
BEL,2006.0,0.268403644562,4.0,6.78787877039,4.0,1.0,2.1
BEL,2007.0,0.250912055969,3.9,5.8611113724,3.9,1.0,2.0
BEL,2008.0,0.262121562958,3.8,6.37142835346,3.8,1.0,1.9
BEL,2009.0,0.258898124695,3.7,6.02857153757,3.5,1.0,1.7
BEL,2010.0,0.249454593658,3.6,5.944444496,3.6,1.0,1.7
BEL,2011.0,0.250208702087,3.5,5.8611113724,3.4,1.0,
BEL,2012.0,0.248769779205,3.5,,3.8,1.0,
BEL,2013.0,,3.4,,3.5,1.0,
BEL,2014.0,,3.4,,,,
BEL,2015.0,,3.3,,,,
BEN,1990.0,,108.0,,,,
BEN,1991.0,,105.6,,,,
BEN,1992.0,,103.2,,,,
BEN,1993.0,,100.9,,,,
BEN,1994.0,,98.9,,,,
BEN,1995.0,,97.2,,,,
BEN,1996.0,,95.6,,,,
BEN,1997.0,,94.2,,,,
BEN,1998.0,,92.7,,,,
BEN,1999.0,,91.1,,,,
BEN,2000.0,,89.3,,,,
BEN,2001.0,,87.4,,,,
BEN,2002.0,,85.2,,,,
BEN,2003.0,0.377140579224,83.0,9.40928541115,,,
BEN,2004.0,0.369969749451,80.8,,,,
BEN,2005.0,0.362798881531,78.8,,,,
BEN,2006.0,0.355628051758,76.9,,,,
BEN,2007.0,,75.2,,,,
BEN,2008.0,,73.7,,,,15.1
BEN,2009.0,,72.3,,,,
BEN,2010.0,,71.0,,,,
BEN,2011.0,,69.8,,,,
BEN,2012.0,,68.5,,,,
BEN,2013.0,,67.2,,,,
BEN,2014.0,,65.7,,,,
BEN,2015.0,,64.2,,,,
BFA,1990.0,,102.5,,,,
BFA,1991.0,,102.3,,,,
BFA,1992.0,,102.4,,,,
BFA,1993.0,,102.4,,,,
BFA,1994.0,0.455141906738,102.1,106.33441066,,,
BFA,1995.0,0.450327682495,101.4,,,,
BFA,1996.0,0.456066627502,100.5,,,,
BFA,1997.0,0.461805610657,99.4,,,,
BFA,1998.0,0.467544555664,98.3,101.126828038,,,
BFA,1999.0,0.503129730225,97.3,,,,
BFA,2000.0,0.47257484436,96.2,,,,
BFA,2001.0,0.442019996643,95.0,,,,
BFA,2002.0,0.411465148926,93.4,,,,
BFA,2003.0,0.380910263062,91.4,13.5246393366,,,
BFA,2004.0,0.389216537476,88.9,,,,
BFA,2005.0,0.39752281189,86.0,,,,
BFA,2006.0,0.405829086304,82.7,,,,
BFA,2007.0,0.414135360718,79.2,,,,
BFA,2008.0,0.422441635132,75.8,,,,18.0
BFA,2009.0,0.430747909546,72.5,,,,
BFA,2010.0,,69.7,,,,
BFA,2011.0,,67.3,,,,
BFA,2012.0,,65.4,,,,
BFA,2013.0,,63.7,,,,
BFA,2014.0,,62.2,,,,
BFA,2015.0,,60.9,,,,
BGD,1959.0,,,,,,
BGD,1960.0,,,,,,
BGD,1961.0,,,,,,
BGD,1963.0,0.351820678711,,11.762494518,,,
BGD,1965.0,,,,,,
BGD,1966.0,0.317437362671,,,,,
BGD,1967.0,,,5.90426851652,,,
BGD,1969.0,,,,,,
BGD,1973.0,0.306811084747,,7.59739729225,,,
BGD,1974.0,0.320785140991,,,,,
BGD,1975.0,0.335019035339,,,,,
BGD,1976.0,0.338253669739,,,,,
BGD,1977.0,0.334329566956,,,,,
BGD,1978.0,0.316884937286,,,,,
BGD,1979.0,0.325162620544,,,,,
BGD,1980.0,0.332222366333,,,,,
BGD,1981.0,0.320703392029,,10.6992753623,,,
BGD,1982.0,0.33091960907,,,,,
BGD,1983.0,0.338211746216,,8.03067811622,,,
BGD,1984.0,0.329685440063,,,,,
BGD,1985.0,0.342175140381,,,,,
BGD,1986.0,0.3520262146,,7.52975217984,,,
BGD,1987.0,0.3538722229,,,,,
BGD,1988.0,0.349975585938,,6.53159885428,,,
BGD,1989.0,0.363621635437,,,,,
BGD,1990.0,0.344870300293,99.7,,,,
BGD,1991.0,0.345933647156,95.8,,,,
BGD,1992.0,0.341345405579,92.1,5.81818181818,,,
BGD,1993.0,0.35594871521,88.3,,,,
BGD,1994.0,0.370551986694,84.6,,,,
BGD,1995.0,0.385155258179,81.0,,,,
BGD,1996.0,0.39975856781,77.4,11.3819289215,,,
BGD,1997.0,0.397131843567,74.0,,,,
BGD,1998.0,0.394505157471,70.6,,,,
